metric,version,eval_set,stat,point,ci_low,ci_high,unit,n_values,n_boot,method,source
tag_absolute_3d_error,v4-io,noG,p95,278.60151085532175,154.82256535681853,365.7297160701772,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/tag_abs_errors_per_session.csv
tag_absolute_vertical_error,v4-io,noG,median,63.51166512895645,44.35737004558223,113.53234474229156,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/tag_abs_errors_per_session.csv
roto_abs_deltaR_error,v1-old,roto_pairs,median,40.25055816510326,29.874424446997185,53.46693830328047,mm,17,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/roto_physical_consistency_all.csv
roto_abs_deltaR_error,v1-old,roto_pairs,p95,59.87813499997549,53.46693830328047,60.90168740644151,mm,17,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/roto_physical_consistency_all.csv
roto_inner_outer_center_sep,v1-old,roto_pairs,median,48.36926698847534,25.22445653979922,68.21982976897587,mm,17,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/roto_physical_consistency_all.csv
roto_turn_center_rms,v1-old,roto_tags,median,18.08947442085983,15.343852818155431,19.777265881285043,mm,34,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/roto_physical_consistency_all.csv
roto_abs_deltaR_error,v2,roto_pairs,median,29.018392271702,18.584265041680567,35.87118721483722,mm,17,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/roto_physical_consistency_all.csv
roto_abs_deltaR_error,v2,roto_pairs,p95,39.849803674401095,35.91371091597608,42.44538946241107,mm,17,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/roto_physical_consistency_all.csv
roto_inner_outer_center_sep,v2,roto_pairs,median,40.09668356794035,22.983478825047754,43.36644648224106,mm,17,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/roto_physical_consistency_all.csv
roto_turn_center_rms,v2,roto_tags,median,14.98636835817704,13.42593467823867,17.305792405911987,mm,34,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/roto_physical_consistency_all.csv
roto_abs_deltaR_error,v3-full,roto_pairs,median,34.9907062000126,26.659958632361626,44.62438262598823,mm,17,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/roto_physical_consistency_all.csv
roto_abs_deltaR_error,v3-full,roto_pairs,p95,52.251308319402,44.88464220056148,57.470408419700334,mm,17,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/roto_physical_consistency_all.csv
roto_inner_outer_center_sep,v3-full,roto_pairs,median,38.35690414003993,25.591167043338334,48.27922187661714,mm,17,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/roto_physical_consistency_all.csv
roto_turn_center_rms,v3-full,roto_tags,median,17.119536007953673,14.307960809393636,21.11198342441296,mm,34,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/roto_physical_consistency_all.csv
roto_abs_deltaR_error,v3-lite,roto_pairs,median,29.06425989392301,18.534910593085897,35.95129675489392,mm,17,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/roto_physical_consistency_all.csv
roto_abs_deltaR_error,v3-lite,roto_pairs,p95,39.93802308727868,35.98571291489594,42.46502163319701,mm,17,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/roto_physical_consistency_all.csv
roto_inner_outer_center_sep,v3-lite,roto_pairs,median,40.022595911688384,23.08757087445529,43.18443668848863,mm,17,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/roto_physical_consistency_all.csv
roto_turn_center_rms,v3-lite,roto_tags,median,15.118652697719792,13.422855960842137,17.376780310471503,mm,34,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/roto_physical_consistency_all.csv
roto_abs_deltaR_error,v4-io,roto_pairs,median,33.32853842853672,22.520216255131743,40.14767372164874,mm,17,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/roto_physical_consistency_all.csv
roto_abs_deltaR_error,v4-io,roto_pairs,p95,42.58386745299794,40.166752619424045,47.25055079911863,mm,17,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/roto_physical_consistency_all.csv
roto_inner_outer_center_sep,v4-io,roto_pairs,median,36.09080665560083,23.632995212699168,46.95082000678254,mm,17,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/roto_physical_consistency_all.csv
roto_turn_center_rms,v4-io,roto_tags,median,14.314491940159968,13.156889454570043,17.360836913503654,mm,34,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/roto_physical_consistency_all.csv
