capture_id,tag,frames,finite_frames,xyz_diff_rmse_mm,xyz_diff_p95_mm,xyz_diff_max_mm,cpu_accept_rate,gpu_accept_rate,row_spec,seed_id,R,L,I,T,prior_sigma_mm,range_sigma_scale,robust
R01,BS2DCE,1201,1201,0.0004774647348174298,0.0008635454287910468,0.0011525884551806334,1.0,1.0,R2:L11:I4:T6,S01,R2,L11,I4,T6,122.16750000000002,1.0,False
R01,BSDC91,1200,1200,0.0006281240342557856,0.0011683033364261858,0.0022278271222284595,1.0,1.0,R2:L11:I4:T6,S01,R2,L11,I4,T6,122.16750000000002,1.0,False
R02,BS2DCE,1201,1201,0.00044285619060089264,0.0008095662798572292,0.0016582310786243384,1.0,1.0,R2:L11:I4:T6,S01,R2,L11,I4,T6,122.16750000000002,1.0,False
R02,BSDC91,1200,1200,0.0004868488221265961,0.0009245823289160505,0.0017179451611737866,1.0,1.0,R2:L11:I4:T6,S01,R2,L11,I4,T6,122.16750000000002,1.0,False
R03,BS2DCE,1200,1200,0.0003560411829229094,0.0005739498100667262,0.0009057971929245113,1.0,1.0,R2:L11:I4:T6,S01,R2,L11,I4,T6,122.16750000000002,1.0,False
R03,BSDC91,1200,1200,0.0005055390038955941,0.0009494538472680981,0.0018948252341315914,1.0,1.0,R2:L11:I4:T6,S01,R2,L11,I4,T6,122.16750000000002,1.0,False
R04,BS2DCE,1200,1200,0.00038514148711540604,0.0006503169112960837,0.0010949122699317102,1.0,1.0,R2:L11:I4:T6,S01,R2,L11,I4,T6,122.16750000000002,1.0,False
R04,BSDC91,1200,1200,0.0004941657845841032,0.0009671108980013937,0.00195477600901329,1.0,1.0,R2:L11:I4:T6,S01,R2,L11,I4,T6,122.16750000000002,1.0,False
R05,BS2DCE,1200,1200,0.0004451168533706414,0.0008141673929318523,0.0014037326518707165,1.0,1.0,R2:L11:I4:T6,S01,R2,L11,I4,T6,122.16750000000002,1.0,False
R05,BSDC91,1201,1201,0.0006077236703221425,0.0011273388657969286,0.0019818886666793387,1.0,1.0,R2:L11:I4:T6,S01,R2,L11,I4,T6,122.16750000000002,1.0,False
R06,BS2DCE,1200,1200,0.00048162600737219674,0.0009402080080345227,0.0017032152341900984,1.0,1.0,R2:L11:I4:T6,S01,R2,L11,I4,T6,122.16750000000002,1.0,False
R06,BSDC91,1201,1201,0.0005575659571515188,0.0011759962039437817,0.0016070343816601729,1.0,1.0,R2:L11:I4:T6,S01,R2,L11,I4,T6,122.16750000000002,1.0,False
R07,BS2DCE,1200,1200,0.000396437944389759,0.0006978453889437836,0.0013468916531589367,1.0,1.0,R2:L11:I4:T6,S01,R2,L11,I4,T6,122.16750000000002,1.0,False
R07,BSDC91,1201,1201,0.0005285273647697047,0.0010035636467966918,0.0016364682544749705,1.0,1.0,R2:L11:I4:T6,S01,R2,L11,I4,T6,122.16750000000002,1.0,False
R08,BS2DCE,1201,1201,0.00036233374280638216,0.0006371689528825631,0.0011868944136202047,1.0,1.0,R2:L11:I4:T6,S01,R2,L11,I4,T6,122.16750000000002,1.0,False
R08,BSDC91,1200,1200,0.0005198175554316052,0.0010196337581325203,0.002135763413558441,1.0,1.0,R2:L11:I4:T6,S01,R2,L11,I4,T6,122.16750000000002,1.0,False
R09,BS2DCE,1200,1200,0.0003812955857221799,0.0006645373913847664,0.001224477242913434,1.0,1.0,R2:L11:I4:T6,S01,R2,L11,I4,T6,122.16750000000002,1.0,False
R09,BSDC91,1200,1200,0.0005347295072126646,0.0009216570627640988,0.0018258488491260238,1.0,1.0,R2:L11:I4:T6,S01,R2,L11,I4,T6,122.16750000000002,1.0,False
R10,BS2DCE,1200,1200,0.000524083743029892,0.0009535949600216814,0.001742437896504012,1.0,1.0,R2:L11:I4:T6,S01,R2,L11,I4,T6,122.16750000000002,1.0,False
R10,BSDC91,1200,1200,0.00043344435228614216,0.0008331564257628611,0.0011658957443301985,1.0,1.0,R2:L11:I4:T6,S01,R2,L11,I4,T6,122.16750000000002,1.0,False
R11,BS2DCE,1201,1201,0.00037954420201992704,0.0006111652578297489,0.0010778174649041163,1.0,1.0,R2:L11:I4:T6,S01,R2,L11,I4,T6,122.16750000000002,1.0,False
R11,BSDC91,1200,1200,0.00040263006495614703,0.0006815737692053895,0.0011361826126505114,1.0,1.0,R2:L11:I4:T6,S01,R2,L11,I4,T6,122.16750000000002,1.0,False
R12,BS2DCE,1200,1200,0.0003011817902707858,0.0004698281348384615,0.0006982898843202556,1.0,1.0,R2:L11:I4:T6,S01,R2,L11,I4,T6,122.16750000000002,1.0,False
R12,BSDC91,1200,1200,0.0003903946976062891,0.0007049733412444301,0.0010871993733249654,1.0,1.0,R2:L11:I4:T6,S01,R2,L11,I4,T6,122.16750000000002,1.0,False
R13,BS2DCE,1201,1201,12.07467502059496,0.0005766661175107796,388.2753919395616,1.0,1.0,R2:L11:I4:T6,S01,R2,L11,I4,T6,122.16750000000002,1.0,False
R13,BSDC91,1200,1200,0.00035550604368995596,0.0006497903082235437,0.0010602807867612458,1.0,1.0,R2:L11:I4:T6,S01,R2,L11,I4,T6,122.16750000000002,1.0,False
R14,BS2DCE,1201,1201,0.0003427906133149351,0.0005871782417377424,0.0010287924812824173,1.0,1.0,R2:L11:I4:T6,S01,R2,L11,I4,T6,122.16750000000002,1.0,False
R14,BSDC91,1200,1200,0.0003652041017235892,0.0006605288407293755,0.0011448816132833288,1.0,1.0,R2:L11:I4:T6,S01,R2,L11,I4,T6,122.16750000000002,1.0,False
R15,BS2DCE,1200,1200,0.0003457308371719427,0.0004998814545668444,0.0007760893053850654,1.0,1.0,R2:L11:I4:T6,S01,R2,L11,I4,T6,122.16750000000002,1.0,False
R15,BSDC91,1200,1200,0.0004579965350205827,0.0008501127483963009,0.0014458347318851868,1.0,1.0,R2:L11:I4:T6,S01,R2,L11,I4,T6,122.16750000000002,1.0,False
R16,BS2DCE,1201,1201,0.0002963402535603313,0.0004681250510529067,0.0008343574018209872,1.0,1.0,R2:L11:I4:T6,S01,R2,L11,I4,T6,122.16750000000002,1.0,False
R16,BSDC91,1200,1200,0.0002637973704718637,0.0003995535588574377,0.0006627350127325155,1.0,1.0,R2:L11:I4:T6,S01,R2,L11,I4,T6,122.16750000000002,1.0,False
R17,BS2DCE,1201,1201,0.0004262323373258995,0.0008346625681249293,0.0013410628759991077,1.0,1.0,R2:L11:I4:T6,S01,R2,L11,I4,T6,122.16750000000002,1.0,False
R17,BSDC91,1200,1200,0.0003171031526367255,0.0005149904729934085,0.0009350761295208381,1.0,1.0,R2:L11:I4:T6,S01,R2,L11,I4,T6,122.16750000000002,1.0,False
R01,BS2DCE,1201,1201,0.0004408473016591724,0.0008872121743932609,0.0013403414884111526,1.0,1.0,R2:L11:I4:T8,S01,R2,L11,I4,T8,178.5525,1.0,True
R01,BSDC91,1200,1200,0.0005892190966734657,0.0011634906355067738,0.002029158990397136,1.0,1.0,R2:L11:I4:T8,S01,R2,L11,I4,T8,178.5525,1.0,True
R02,BS2DCE,1201,1201,0.00045445699463956006,0.0008834474748183438,0.001586589419622005,1.0,1.0,R2:L11:I4:T8,S01,R2,L11,I4,T8,178.5525,1.0,True
R02,BSDC91,1200,1200,0.000527549859916331,0.0011025631019633227,0.001957601304844654,1.0,1.0,R2:L11:I4:T8,S01,R2,L11,I4,T8,178.5525,1.0,True
R03,BS2DCE,1200,1200,0.0003355301890411722,0.000548770808092092,0.0007755207492277978,1.0,1.0,R2:L11:I4:T8,S01,R2,L11,I4,T8,178.5525,1.0,True
R03,BSDC91,1200,1200,0.0005197603656063901,0.0010369626283622938,0.002539843237397637,1.0,1.0,R2:L11:I4:T8,S01,R2,L11,I4,T8,178.5525,1.0,True
R04,BS2DCE,1200,1200,0.000354383282953796,0.000610498223583834,0.0009115691484941954,1.0,1.0,R2:L11:I4:T8,S01,R2,L11,I4,T8,178.5525,1.0,True
R04,BSDC91,1200,1200,0.00041732751001448,0.0007645907943243644,0.0018075928514392282,1.0,1.0,R2:L11:I4:T8,S01,R2,L11,I4,T8,178.5525,1.0,True
R05,BS2DCE,1200,1200,0.00046734788112622565,0.0009116635458516834,0.0013549925754520456,1.0,1.0,R2:L11:I4:T8,S01,R2,L11,I4,T8,178.5525,1.0,True
R05,BSDC91,1201,1201,0.0006229893570833762,0.001197395929809687,0.001702397121631632,1.0,1.0,R2:L11:I4:T8,S01,R2,L11,I4,T8,178.5525,1.0,True
R06,BS2DCE,1200,1200,0.00048405966359246294,0.001038738874948415,0.0016867977815664204,1.0,1.0,R2:L11:I4:T8,S01,R2,L11,I4,T8,178.5525,1.0,True
R06,BSDC91,1201,1201,0.0006084953000441215,0.0013499966770332333,0.0020255004625184827,1.0,1.0,R2:L11:I4:T8,S01,R2,L11,I4,T8,178.5525,1.0,True
R07,BS2DCE,1200,1200,0.0003898373531011437,0.000670352656197417,0.0012629231861729074,1.0,1.0,R2:L11:I4:T8,S01,R2,L11,I4,T8,178.5525,1.0,True
