host_time_iso,target,sweep,anchor_id,anchor,raw_distance_mm,rx_timestamp,carrier_integrator,first_path,fp_amp_sum,max_growth_cir,std_noise,acc_len,bin_path
2026-06-02T00:56:02.378+02:00,BSF66F,1238,3,D,2667,3951579991,6741,47931,10671,739,32,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_005600/accumulator_bin/sweep_00001238_D.bin
2026-06-02T00:56:03.320+02:00,BSF66F,1239,7,H,2203,3222064033,7335,47997,18528,1942,52,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_005600/accumulator_bin/sweep_00001239_H.bin
2026-06-02T00:56:04.223+02:00,BSF66F,1240,0,A,2702,2831865835,5540,48079,16920,2037,40,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_005600/accumulator_bin/sweep_00001240_A.bin
2026-06-02T00:56:05.183+02:00,BSF66F,1242,1,B,3178,3636888839,5767,47859,8750,500,28,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_005600/accumulator_bin/sweep_00001242_B.bin
2026-06-02T00:56:06.104+02:00,BSF66F,1243,5,F,2905,1971059600,-191,48020,21174,1898,64,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_005600/accumulator_bin/sweep_00001243_F.bin
2026-06-02T00:56:07.035+02:00,BSF66F,1244,2,C,2585,1297215952,6570,48060,10190,698,48,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_005600/accumulator_bin/sweep_00001244_C.bin
2026-06-02T00:56:08.013+02:00,BSF66F,1246,3,D,2549,3290553360,6882,48124,10680,792,24,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_005600/accumulator_bin/sweep_00001246_D.bin
2026-06-02T00:56:08.966+02:00,BSF66F,1248,0,A,2716,953076660,5534,48032,15302,1783,44,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_005600/accumulator_bin/sweep_00001248_A.bin
2026-06-02T00:56:09.881+02:00,BSF66F,1249,4,E,2746,3147425999,8325,47787,11872,700,32,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_005600/accumulator_bin/sweep_00001249_E.bin
2026-06-02T00:56:10.810+02:00,BSF66F,1250,1,B,3228,2410737194,5532,47638,9600,471,32,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_005600/accumulator_bin/sweep_00001250_B.bin
2026-06-02T00:56:11.731+02:00,BSF66F,1251,5,F,2993,758514794,-364,47710,19693,2040,76,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_005600/accumulator_bin/sweep_00001251_F.bin
2026-06-02T00:56:12.662+02:00,BSF66F,1252,2,C,2590,64002704,6458,47740,9369,627,40,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_005600/accumulator_bin/sweep_00001252_C.bin
2026-06-02T00:56:13.601+02:00,BSF66F,1253,6,G,2418,3446475810,11569,47606,17648,2303,52,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_005600/accumulator_bin/sweep_00001253_G.bin
2026-06-02T00:56:14.534+02:00,BSF66F,1254,3,D,2626,3283155202,6802,47838,11720,748,28,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_005600/accumulator_bin/sweep_00001254_D.bin
2026-06-02T00:56:15.487+02:00,BSF66F,1256,0,A,2696,943838692,5532,48080,17561,2090,56,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_005600/accumulator_bin/sweep_00001256_A.bin
2026-06-02T00:56:16.447+02:00,BSF66F,1258,1,B,3164,1806822346,5753,48054,8614,494,32,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_005600/accumulator_bin/sweep_00001258_B.bin
2026-06-02T00:56:17.414+02:00,BSF66F,1260,2,C,2625,3072207616,6509,47844,10849,645,40,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_005600/accumulator_bin/sweep_00001260_C.bin
2026-06-02T00:56:18.389+02:00,BSF66F,1262,3,D,2646,566262603,6824,47911,11612,750,28,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_005600/accumulator_bin/sweep_00001262_D.bin
2026-06-02T00:56:19.335+02:00,BSF66F,1263,7,H,2262,92251038,7270,47994,19775,2051,64,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_005600/accumulator_bin/sweep_00001263_H.bin
2026-06-02T00:56:20.240+02:00,BSF66F,1264,0,A,2729,3993875416,5548,48052,17504,1868,48,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_005600/accumulator_bin/sweep_00001264_A.bin
