version,eval_set,n,err_3d_median_mm,err_3d_p95_mm,err_3d_rms_mm,err_horizontal_median_mm,err_vertical_median_mm,median_distance_to_array_centroid_mm,median_scale_bias_expected_mm
v1-old,all8,24,157.4023432947647,326.1496658334381,192.62143066526312,51.84490781924771,139.80614399695264,743.71828715619,33.48695799419673
v2,all8,24,81.13460329414802,248.02407163922965,135.69995289331183,44.2835768582678,73.97436796481406,743.71828715619,45.7619693143254
v3-full,all8,24,120.60450688340441,293.7794627311125,160.68710414352879,48.82973465735593,113.6605633690059,743.71828715619,26.87404130997929
v3-lite,all8,24,81.82464638448312,248.46274006597127,135.91872083075168,44.61347280216383,74.56152306114018,743.71828715619,45.72465972116619
v4-io,all8,24,73.96289045329999,282.1294949564182,139.55059600371132,42.291734757487546,65.31858600742339,743.71828715619,31.037393484167744
