version,eval_set,n_anchors,layout_sha256,shape_rms_mm,height_preserving_rms_3d_mm,height_preserving_horizontal_rms_mm,height_preserving_vertical_rms_mm,height_preserving_vertical_shift_mm,height_preserving_det_2d,proper_rotation_rms_3d_mm,proper_rotation_det,reflection_allowed_rms_3d_mm,reflection_allowed_horizontal_rms_mm,reflection_allowed_vertical_rms_mm,reflection_allowed_det,similarity_scale,similarity_rms_3d_mm,similarity_diagnostic_only
v1-old,all8,8,9495a9e88f5b9eed,140.63734061089335,118.6616535145024,93.04788146781212,73.63884687546245,-15.02186666666671,1.0000000000000004,1425.494700137391,1.000000000000001,101.27420364979378,93.81663143384422,38.14320373678823,-1.0000000000000009,0.9549735987772423,50.0655474037195,True
v2,all8,8,2db979bd4f102d89,192.03159280262267,181.10973762056938,109.61840329114406,144.16845258547926,-15.02186666666656,1.0000000000000007,1476.7657972299253,0.9999999999999991,136.4544589016099,109.01547390580293,82.06976180801519,-0.999999999999999,0.938468678120974,60.31811978232101,True
v3-full,all8,8,e359bb8640592dc6,151.62263753523786,168.7579562145424,137.95162854915057,97.20388863798908,-15.021866666666634,1.0000000000000002,1418.3826624287615,1.0000000000000004,143.44671872661792,127.45478327958847,65.81974880373346,-1.0000000000000004,0.9638652944615097,125.28325436315937,True
v3-lite,all8,8,bb1b737ce40f8bdc,191.96997038195443,181.60290099353446,109.41913335329544,144.93814855130873,-15.02186666666671,0.9999999999999993,1477.2301454987366,1.0000000000000009,136.60069612738323,108.8102188295784,82.58381476260924,-1.0000000000000009,0.9385188444188902,60.86467317763335,True
v4-io,all8,8,d92eb7c5235021af,136.30681745434117,135.88407530438974,85.43345034989336,105.66743813796836,-15.021866666666787,0.9999999999999996,1454.4762811267815,0.9999999999999994,105.41990950811694,86.84170923381761,59.76516425183353,-0.9999999999999994,0.9582672713308588,67.12130071807081,True
