pair,pred_mm,fused_mm,err_mm,abs_err_mm
A-B,6220.539965815177,6220.855,-0.3150341848222524,0.3150341848222524
A-C,12659.136847340553,12660.7075,-1.57065265944766,1.57065265944766
A-D,9477.665762485873,9478.2175,-0.5517375141280354,0.5517375141280354
A-E,1271.2559566649877,1271.4905,-0.234543335012404,0.234543335012404
A-F,6901.842058162923,6901.9105,-0.06844183707653428,0.06844183707653428
A-G,12404.456807891027,12402.1895,2.267307891026576,2.267307891026576
A-H,9609.317799965895,9609.286,0.03179996589460643,0.03179996589460643
B-C,9220.097067028191,9219.6095,0.4875670281908242,0.4875670281908242
B-D,9856.280582135272,9855.99,0.29058213527241605,0.29058213527241605
B-E,6529.3965265842235,6528.8195,0.5770265842238587,0.5770265842238587
B-F,1531.4846039337222,1531.4895,-0.004896066277751743,0.004896066277751743
B-G,9063.450989661365,9063.5755,-0.1245103386354458,0.1245103386354458
B-H,9975.36982664583,9976.0275,-0.657673354169674,0.657673354169674
C-D,6650.875103881524,6650.4855,0.38960388152463565,0.38960388152463565
C-E,12921.609578678324,12920.4665,1.1430786783239455,1.1430786783239455
C-F,9253.97500696311,9254.1255,-0.1504930368901114,0.1504930368901114
C-G,1301.1508227621425,1301.193,-0.04217723785745875,0.04217723785745875
C-H,6758.022576735595,6758.2125,-0.18992326440456964,0.18992326440456964
D-E,9727.400223881932,9727.407,-0.006776118067136849,0.006776118067136849
D-F,10267.599395362144,10267.243,0.3563953621433029,0.3563953621433029
D-G,6541.298242359759,6542.116,-0.8177576402413251,0.8177576402413251
D-H,1456.0733480948104,1455.953,0.1203480948104243,0.1203480948104243
E-F,6939.626646401988,6940.0185,-0.39185359801194863,0.39185359801194863
E-G,12541.52450405039,12542.949,-1.424495949609991,1.424495949609991
E-H,9669.539476088674,9669.3105,0.22897608867424424,0.22897608867424424
F-G,8912.4967585822,8913.018,-0.521241417800411,0.521241417800411
F-H,10178.652964574021,10178.2905,0.3624645740219421,0.3624645740219421
G-H,6370.527497640962,6370.173,0.35449764096210856,0.35449764096210856
