row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L2:I0:T6,simulate_imu_prior,0.5329998010129202,,,,
R2:L2:I0:T6,cpu_golden,0.01785838999785483,,,,
R2:L2:I0:T6,torch_gpu,0.18605412100441754,0,1,0.18605412100441754,0.18605412100441754
R2:L2:I0:T8,simulate_imu_prior,0.5915534629893955,,,,
R2:L2:I0:T8,cpu_golden,0.01837026100838557,,,,
R2:L2:I0:T8,torch_gpu,0.015770099009387195,0,1,0.015770099009387195,0.015770099009387195
