capture_id,tag,frames,finite_frames,xyz_diff_rmse_mm,xyz_diff_p95_mm,xyz_diff_max_mm,cpu_accept_rate,gpu_accept_rate,row_spec,R,L,I,T,prior_sigma_mm,range_sigma_scale,robust
R01,BS2DCE,10,10,0.00024252389409331758,0.0003771027282513492,0.0003868041289472218,1.0,1.0,R2:L2:I0:T6,R2,L2,I0,T6,287.62500000000006,1.0,False
R01,BS2DCE,10,10,0.00031121471498893967,0.0004982953295508413,0.0005166454859300362,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True
