host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,anchor_id,status,raw_mm,filt_mm,quality_percent,ok_count,fail_count
0.171471,1777241397.359199,894,,BS2DCE,,0,timeout,0,3009,50,2,2
0.171578,1777241397.359306,894,,BS2DCE,,1,ok,2514,2514,100,4,0
0.171578,1777241397.359306,894,,BS2DCE,,2,ok,3082,3082,100,4,0
0.171578,1777241397.359306,894,,BS2DCE,,3,ok,3067,3067,100,4,0
0.190361,1777241397.378089,894,,BS2DCE,,4,ok,2489,2489,100,4,0
0.190361,1777241397.378089,894,,BS2DCE,,5,ok,2310,2310,100,4,0
0.190361,1777241397.378089,894,,BS2DCE,,6,ok,3167,3167,100,4,0
0.371274,1777241397.559002,895,,BS2DCE,,0,ok,2340,2340,60,3,2
0.371274,1777241397.559002,895,,BS2DCE,,1,ok,2684,2684,100,5,0
0.45545,1777241397.643178,895,,BS2DCE,,2,ok,3099,3099,100,5,0
0.45545,1777241397.643178,895,,BS2DCE,,3,ok,2699,2699,100,5,0
0.45545,1777241397.643178,895,,BS2DCE,,4,ok,2819,2819,100,5,0
0.456908,1777241397.644636,895,,BS2DCE,,5,reject,2895,2310,80,4,1
0.456908,1777241397.644636,895,,BS2DCE,,6,ok,3112,3112,100,5,0
0.456908,1777241397.644636,895,,BS2DCE,,7,reject,2809,3312,80,4,1
0.732759,1777241397.920487,896,,BS2DCE,,0,timeout,0,2340,50,3,3
0.732759,1777241397.920487,896,,BS2DCE,,1,ok,2897,2897,100,6,0
0.732759,1777241397.920487,896,,BS2DCE,,2,ok,2884,2884,100,6,0
0.735102,1777241397.92283,896,,BS2DCE,,3,ok,2610,2610,100,6,0
0.735102,1777241397.92283,896,,BS2DCE,,4,ok,2789,2789,100,6,0
0.735102,1777241397.92283,896,,BS2DCE,,5,reject,3210,2310,66,4,2
0.858396,1777241398.046124,897,,BS2DCE,,1,ok,3281,3281,100,7,0
0.861958,1777241398.049686,897,,BS2DCE,,3,ok,2528,2528,100,7,0
0.861958,1777241398.049686,897,,BS2DCE,,4,ok,2933,2933,100,7,0
0.861958,1777241398.049686,897,,BS2DCE,,6,ok,2878,2878,100,7,0
1.039461,1777241398.227189,898,,BS2DCE,,1,ok,3616,3616,100,8,0
1.039461,1777241398.227189,898,,BS2DCE,,3,ok,2919,2919,100,8,0
1.039461,1777241398.227189,898,,BS2DCE,,4,ok,2898,2898,100,8,0
1.249206,1777241398.436934,899,,BS2DCE,,1,ok,3335,3335,100,9,0
1.249206,1777241398.436934,899,,BS2DCE,,3,ok,2610,2610,100,9,0
1.450769,1777241398.638497,900,,BS2DCE,,3,ok,2645,2645,100,10,0
1.454267,1777241398.641995,900,,BS2DCE,,1,ok,3230,3230,100,10,0
1.454267,1777241398.641995,900,,BS2DCE,,4,ok,2889,2889,100,10,0
1.454267,1777241398.641995,900,,BS2DCE,,6,ok,2517,2517,100,10,0
1.661819,1777241398.849547,901,,BS2DCE,,1,ok,3010,3010,100,11,0
1.661819,1777241398.849547,901,,BS2DCE,,3,ok,2717,2717,100,11,0
