host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,plan,pmode,anchor_label,status,reason,raw_mm,filt_mm,pred_mm,resid_mm,tracker_quality_percent,solve_quality_percent
0.167504,1777241397.355232,894,,BS2DCE,,cal_roto,5,H,ok,ok,3265,3265,0,0,100,100
0.190464,1777241397.378192,895,,BS2DCE,,cal_roto,5,A,timeout,rx_timeout,0,3009,0,0,50,50
0.193429,1777241397.381157,895,,BS2DCE,,cal_roto,5,B,ok,ok,2514,2514,0,0,100,100
0.193476,1777241397.381204,895,,BS2DCE,,cal_roto,5,C,ok,ok,3082,3082,0,0,100,100
0.195686,1777241397.383414,895,,BS2DCE,,cal_roto,5,D,ok,ok,3067,3067,0,0,100,100
0.22037,1777241397.408098,895,,BS2DCE,,cal_roto,5,E,ok,ok,2489,2489,0,0,100,100
0.220436,1777241397.408164,895,,BS2DCE,,cal_roto,5,F,ok,ok,2310,2310,0,0,100,100
0.457167,1777241397.644895,896,,BS2DCE,,cal_roto,5,A,ok,ok,2340,2340,0,0,60,60
0.459532,1777241397.64726,896,,BS2DCE,,cal_roto,5,B,ok,ok,2684,2684,0,0,100,100
0.475349,1777241397.663077,896,,BS2DCE,,cal_roto,5,C,ok,ok,3099,3099,0,0,100,100
0.47542,1777241397.663148,896,,BS2DCE,,cal_roto,5,D,ok,ok,2699,2699,0,0,100,100
0.478522,1777241397.66625,896,,BS2DCE,,cal_roto,5,E,ok,ok,2819,2819,0,0,100,100
0.47872,1777241397.666448,896,,BS2DCE,,cal_roto,5,F,reject,raw_outlier,2895,2310,0,0,80,80
0.481699,1777241397.669427,896,,BS2DCE,,cal_roto,5,G,ok,ok,3112,3112,0,0,100,100
0.735148,1777241397.922876,897,,BS2DCE,,cal_roto,5,A,timeout,rx_timeout,0,2340,0,0,50,50
0.737247,1777241397.924975,897,,BS2DCE,,cal_roto,5,B,ok,ok,2897,2897,0,0,100,100
0.761293,1777241397.949021,897,,BS2DCE,,cal_roto,5,C,ok,ok,2884,2884,0,0,100,100
0.761323,1777241397.949051,897,,BS2DCE,,cal_roto,5,D,ok,ok,2610,2610,0,0,100,100
0.764326,1777241397.952054,897,,BS2DCE,,cal_roto,5,E,ok,ok,2789,2789,0,0,100,100
0.764373,1777241397.952101,897,,BS2DCE,,cal_roto,5,F,reject,raw_outlier,3210,2310,0,0,66,66
0.781432,1777241397.96916,897,,BS2DCE,,cal_roto,5,G,ok,ok,2969,2969,0,0,100,100
0.78357,1777241397.971298,897,,BS2DCE,,cal_roto,5,H,reject,raw_outlier,2666,3312,0,0,66,66
0.862037,1777241398.049765,898,,BS2DCE,,cal_roto,5,B,ok,ok,3281,3281,0,0,100,100
0.864116,1777241398.051844,898,,BS2DCE,,cal_roto,5,D,ok,ok,2528,2528,0,0,100,100
0.888277,1777241398.076005,898,,BS2DCE,,cal_roto,5,E,ok,ok,2933,2933,0,0,100,100
0.888338,1777241398.076066,898,,BS2DCE,,cal_roto,5,G,ok,ok,2878,2878,0,0,100,100
1.039601,1777241398.227329,899,,BS2DCE,,cal_roto,5,B,ok,ok,3616,3616,0,0,100,100
1.042511,1777241398.230239,899,,BS2DCE,,cal_roto,5,D,ok,ok,2919,2919,0,0,100,100
1.042574,1777241398.230302,899,,BS2DCE,,cal_roto,5,E,ok,ok,2898,2898,0,0,100,100
1.090323,1777241398.278051,899,,BS2DCE,,cal_roto,5,G,ok,ok,2708,2708,0,0,100,100
1.249274,1777241398.437002,900,,BS2DCE,,cal_roto,5,D,ok,ok,2610,2610,0,0,100,100
1.252489,1777241398.440217,900,,BS2DCE,,cal_roto,5,B,ok,ok,3335,3335,0,0,100,100
1.252543,1777241398.440271,900,,BS2DCE,,cal_roto,5,E,ok,ok,2912,2912,0,0,100,100
1.27036,1777241398.458088,900,,BS2DCE,,cal_roto,5,G,ok,ok,2665,2665,0,0,100,100
1.454321,1777241398.642049,901,,BS2DCE,,cal_roto,5,D,ok,ok,2645,2645,0,0,100,100
1.457283,1777241398.645011,901,,BS2DCE,,cal_roto,5,B,ok,ok,3230,3230,0,0,100,100
1.480837,1777241398.668565,901,,BS2DCE,,cal_roto,5,E,ok,ok,2889,2889,0,0,100,100
1.480867,1777241398.668595,901,,BS2DCE,,cal_roto,5,G,ok,ok,2517,2517,0,0,100,100
1.661895,1777241398.849623,902,,BS2DCE,,cal_roto,5,B,ok,ok,3010,3010,0,0,100,100
1.664852,1777241398.85258,902,,BS2DCE,,cal_roto,5,D,ok,ok,2717,2717,0,0,100,100
1.66507,1777241398.852798,902,,BS2DCE,,cal_roto,5,E,ok,ok,2992,2992,0,0,100,100
1.682063,1777241398.869791,902,,BS2DCE,,cal_roto,5,G,ok,ok,2470,2470,0,0,100,100
1.842002,1777241399.02973,903,,BS2DCE,,cal_roto,5,B,ok,ok,2922,2922,0,0,100,100
1.844709,1777241399.032437,903,,BS2DCE,,cal_roto,5,D,ok,ok,2971,2971,0,0,100,100
1.844739,1777241399.032467,903,,BS2DCE,,cal_roto,5,G,ok,ok,2602,2602,0,0,100,100
1.862816,1777241399.050544,903,,BS2DCE,,cal_roto,5,E,ok,ok,2952,2952,0,0,100,100
2.044428,1777241399.232156,904,,BS2DCE,,cal_roto,5,B,ok,ok,2732,2732,0,0,100,100
2.047536,1777241399.235264,904,,BS2DCE,,cal_roto,5,D,ok,ok,3132,3132,0,0,100,100
2.047599,1777241399.235327,904,,BS2DCE,,cal_roto,5,G,ok,ok,2470,2470,0,0,100,100
2.072396,1777241399.260124,904,,BS2DCE,,cal_roto,5,E,ok,ok,3052,3052,0,0,100,100
2.254475,1777241399.442203,905,,BS2DCE,,cal_roto,5,B,ok,ok,2616,2616,0,0,100,100
2.257296,1777241399.445024,905,,BS2DCE,,cal_roto,5,D,ok,ok,3204,3204,0,0,100,100
2.257383,1777241399.445111,905,,BS2DCE,,cal_roto,5,E,ok,ok,3017,3017,0,0,100,100
2.275355,1777241399.463083,905,,BS2DCE,,cal_roto,5,G,ok,ok,2548,2548,0,0,100,100
2.456628,1777241399.644356,906,,BS2DCE,,cal_roto,5,B,ok,ok,2541,2541,0,0,100,100
2.459587,1777241399.647315,906,,BS2DCE,,cal_roto,5,D,ok,ok,3294,3294,0,0,100,100
2.45962,1777241399.647348,906,,BS2DCE,,cal_roto,5,E,ok,ok,2916,2916,0,0,100,100
2.477741,1777241399.665469,906,,BS2DCE,,cal_roto,5,G,ok,ok,2555,2555,0,0,100,100
2.661675,1777241399.849403,907,,BS2DCE,,cal_roto,5,B,ok,ok,2451,2451,0,0,100,100
2.663855,1777241399.851583,907,,BS2DCE,,cal_roto,5,D,ok,ok,3365,3365,0,0,100,100
2.68827,1777241399.875998,907,,BS2DCE,,cal_roto,5,E,ok,ok,2820,2820,0,0,100,100
2.688301,1777241399.876029,907,,BS2DCE,,cal_roto,5,G,ok,ok,2725,2725,0,0,100,100
2.839382,1777241400.02711,908,,BS2DCE,,cal_roto,5,D,ok,ok,3535,3535,0,0,100,100
2.842374,1777241400.030102,908,,BS2DCE,,cal_roto,5,B,ok,ok,2354,2354,0,0,100,100
2.842405,1777241400.030133,908,,BS2DCE,,cal_roto,5,E,ok,ok,2843,2843,0,0,100,100
2.890432,1777241400.07816,908,,BS2DCE,,cal_roto,5,G,ok,ok,2856,2856,0,0,100,100
3.049309,1777241400.237037,909,,BS2DCE,,cal_roto,5,D,ok,ok,3443,3443,0,0,100,100
3.052117,1777241400.239845,909,,BS2DCE,,cal_roto,5,B,ok,ok,2363,2363,0,0,100,100
3.052224,1777241400.239952,909,,BS2DCE,,cal_roto,5,E,ok,ok,2706,2706,0,0,100,100
3.070401,1777241400.258129,909,,BS2DCE,,cal_roto,5,G,ok,ok,3093,3093,0,0,100,100
3.254421,1777241400.442149,910,,BS2DCE,,cal_roto,5,B,ok,ok,2510,2510,0,0,100,100
3.25716,1777241400.444888,910,,BS2DCE,,cal_roto,5,D,ok,ok,3332,3332,0,0,100,100
3.2807,1777241400.468428,910,,BS2DCE,,cal_roto,5,E,ok,ok,3046,3046,0,0,100,100
3.280764,1777241400.468492,910,,BS2DCE,,cal_roto,5,G,ok,ok,3288,3288,0,0,100,100
3.461814,1777241400.649542,911,,BS2DCE,,cal_roto,5,B,ok,ok,2875,2875,0,0,100,100
3.464278,1777241400.652006,911,,BS2DCE,,cal_roto,5,D,ok,ok,3220,3220,0,0,100,100
