experiment_id,deployability,description,track_count,capture_count,sample_err3d_n,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err3d_rmse_mm,trackmedian_horizontal_xz_p95_mm,trackmedian_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_circle_thickness_p95_mm,imu_only_endpoint_drift_3d_trackmedian_mm,imu_only_endpoint_drift_xz_trackmedian_mm,imu_only_drift_rate_3d_trackmedian_mm_s,uwb_update_accept_rate_trackmedian,uwb_innovation_nis_trackmedian,uwb_innovation_nis_p95_trackmedian,raw_range_ge4_ratio_trackmedian,raw_range_full8_ratio_trackmedian,capture_pair_count,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,A,L,I,T,kind,seed_id,experiment_uid,verdict,screening_score,rank,U,P,R
X_A0_L15_I0_T11,imu_only_diagnostic_screening,Phase4 L15 single-I T11.,34,17,40661,4145.264537294248,17599.39607689171,22795.31522107211,10241.483749699824,40661,2980.073602430865,12505.898769557698,16168.225680091506,7247.8370893873,40661,1751.124813520387,11801.947792323435,16803.5994999942,7235.803128960006,4356.308925960209,16858.527549172053,8305.842465549638,12585.215711397303,7432.214203668643,11097.446056693934,10712.086868192047,1715.966069906511,8920.242213087637,476.27609485398955,898.1222671126972,18788.505655737586,13830.773054127789,156.70471658734948,nan,nan,nan,nan,nan,17,25173.863189257805,17453.479601063846,53773.45614546823,A0,L15,I0,T11,imu_only,S03,X_A0_L15_I0_T11__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,32338.61890719471,1372,,,
X_A0_L15_I0_T12,imu_only_diagnostic_screening,Phase4 L15 single-I T12.,34,17,40661,4145.610476355008,17600.979902516272,22795.619489361445,10241.477600300275,40661,2980.3950527363954,12506.452516769852,16168.139258175956,7247.833121164099,40661,1750.8673921373986,11802.107813294506,16803.760427897218,7235.798399983858,4357.1200339065745,16858.54579306238,8305.838256198353,12584.210838570269,7432.742248297314,11115.744582628704,10720.952577985452,1716.5228894454335,8929.944216800654,475.21469704958395,895.3313623255845,18788.505655737586,13830.773054127789,156.70471658734948,nan,nan,nan,nan,nan,17,25211.288304590566,17551.749033388973,53772.420268102615,A0,L15,I0,T12,imu_only,S03,X_A0_L15_I0_T12__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,32370.48498309213,1373,,,
X_A0_L15_I1_T11,imu_only_diagnostic_screening,Phase4 L15 single-I T11.,34,17,40661,1977.7041463496228,8746.006540431305,11271.149445590085,5087.796913686813,40661,1358.4040143859474,7467.162050388106,10481.486205616817,4467.900712329195,40661,647.2019202657877,3961.008258398074,5814.528523288422,2433.832504444242,2258.274227003268,9293.442937426566,4516.832496219842,5096.663910353282,3396.8401064857626,4254.074229295098,4054.988553932126,912.3591161264603,3003.918379952076,502.5593199831057,985.7417626963077,10206.510250932723,5815.4642566969205,85.12572026936508,nan,nan,nan,nan,nan,17,20945.61334647678,989.6253730632097,45436.982670442434,A0,L15,I1,T11,imu_only,S03,X_A0_L15_I1_T11__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,21674.86778761235,1368,,,
X_A0_L15_I1_T12,imu_only_diagnostic_screening,Phase4 L15 single-I T12.,34,17,40661,1977.6989128528023,8747.545842382295,11270.87945638221,5087.794422057454,40661,1357.907096770645,7466.499660986108,10476.670588905283,4467.898324395755,40661,648.0047554168973,3961.2675422583297,5814.68937654641,2433.8316794676957,2256.96168156706,9293.968261293476,4516.829274252717,5095.319462460804,3395.873929972102,4255.433009233849,4056.073040170697,912.1350178860071,3004.1671920967137,501.2693327824092,983.2358546776843,10206.510250932723,5815.4642566969205,85.12572026936508,nan,nan,nan,nan,nan,17,20982.03075992854,993.2198170626184,45503.839009979834,A0,L15,I1,T12,imu_only,S03,X_A0_L15_I1_T12__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,21699.35570101811,1369,,,
X_A0_L15_I2_T11,imu_only_diagnostic_screening,Phase4 L15 single-I T11.,34,17,40661,1994.0093563223822,9608.051571131877,12123.400574931942,5335.310221857465,40661,1447.3637473252013,7841.707534072405,10330.23202415095,4371.42250208085,40661,542.5352053776703,4571.899165002426,7302.208010212017,3058.7906877977043,2460.435069380913,10099.215882837829,4876.8625582553395,7464.540902715773,3204.9377207338594,5625.183788095599,5545.308194196894,906.221331562494,3971.1357538783013,483.1864242313916,881.4759212432659,11293.210660348497,8518.294788172376,94.15668551408797,nan,nan,nan,nan,nan,17,8789.061367740864,3515.3604396053943,15220.979121003968,A0,L15,I2,T11,imu_only,S03,X_A0_L15_I2_T11__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,14133.071462731908,1354,,,
X_A0_L15_I2_T12,imu_only_diagnostic_screening,Phase4 L15 single-I T12.,34,17,40661,1994.3809693689036,9609.867222116105,12123.270558655111,5335.308039297101,40661,1447.572102573226,7842.729780228111,10327.393052209043,4371.420698119078,40661,542.6135284458901,4572.216299009744,7302.706976938383,3058.789458959931,2459.797457297498,10099.650517537582,4876.859477583626,7466.064053865452,3203.816674588355,5634.651518728513,5554.65982116038,904.5438712543042,3976.5935532444964,481.1065005103019,878.7328355755228,11293.210660348497,8518.294788172376,94.15668551408797,nan,nan,nan,nan,nan,17,8806.130376329538,3535.8079846391,15263.42775389521,A0,L15,I2,T12,imu_only,S03,X_A0_L15_I2_T12__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,14147.263178488576,1355,,,
X_A0_L15_I3_T11,imu_only_diagnostic_screening,Phase4 L15 single-I T11.,34,17,40661,1329.904683835193,5848.322337696638,7504.35729188542,3305.911260384332,40661,979.2041506121661,4910.435545082822,6515.186562314877,2830.0626819243653,40661,371.8761450381255,2750.5401494126686,3962.7522760243664,1708.7406116537963,1412.237560940614,6278.115629363514,2847.911833037755,4977.414571397358,2524.255942332665,3065.467843387159,2893.0443279691285,594.7599175904985,1749.9812681579365,405.1202809146737,823.8867852162412,7275.915020267574,5595.151166739061,60.68585507487177,nan,nan,nan,nan,nan,17,3598.1426122274634,1391.3039269090432,7306.006853618231,A0,L15,I3,T11,imu_only,S03,X_A0_L15_I3_T11__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,7003.268493856036,1316,,,
X_A0_L15_I3_T12,imu_only_diagnostic_screening,Phase4 L15 single-I T12.,34,17,40661,1330.3180212722395,5849.348129864427,7504.750554946941,3305.9107941468255,40661,979.6511470116894,4909.288263370845,6515.809529636745,2830.0623721296884,40661,371.95931289715077,2750.0071838105605,3967.5576389970765,1708.7402227115094,1410.8371928134793,6278.577523566595,2847.910580906974,4976.5107071282,2523.555276574325,3065.958976372539,2895.388106445369,595.187533061455,1750.2412709812024,404.45124438921846,822.1663348232814,7275.915020267574,5595.151166739061,60.68585507487177,nan,nan,nan,nan,nan,17,3609.2265063944205,1398.187675682424,7317.813028296065,A0,L15,I3,T12,imu_only,S03,X_A0_L15_I3_T12__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,7009.918516028483,1317,,,
X_A0_L15_I4_T11,imu_only_diagnostic_screening,Phase4 L15 single-I T11.,34,17,40661,1776.3261464045424,7267.524391274721,8935.588252082987,4072.2530877353706,40661,1325.6119682525164,6368.094017278836,8147.340680696735,3552.471043255202,40661,399.88578213834467,2838.6769847746764,4377.397699445875,1990.777410310745,1904.986718941403,7768.747736618401,3754.072061782511,6208.457573518528,1841.0895823514916,4123.550787303424,4113.45115060804,511.4356087014701,2583.914614108945,477.92229750728166,912.7191943019124,8688.440671923203,6972.745266201742,73.022305847038,nan,nan,nan,nan,nan,17,8845.39568653693,2142.2322676864055,17580.69989524236,A0,L15,I4,T11,imu_only,S03,X_A0_L15_I4_T11__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,12107.782714388166,1350,,,
X_A0_L15_I4_T12,imu_only_diagnostic_screening,Phase4 L15 single-I T12.,34,17,40661,1776.177830044631,7266.897046394247,8934.661424801394,4072.2514803841946,40661,1325.9273311166119,6367.408062351209,8147.756282522667,3552.4694188693343,40661,399.87565166406347,2838.882315254375,4376.663669106685,1990.7770210371225,1905.360184085291,7766.518739748628,3754.069271872938,6210.642971054445,1841.3460392783697,4129.381912250207,4119.2807790315055,511.8675439927728,2588.1704344752425,476.49339693710675,911.0692310773205,8688.440671923203,6972.745266201742,73.022305847038,nan,nan,nan,nan,nan,17,8866.180474944902,2155.7298439429715,17604.411635690383,A0,L15,I4,T12,imu_only,S03,X_A0_L15_I4_T12__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,12124.053292696364,1351,,,
X_A0_L15_I5_T11,imu_only_diagnostic_screening,Phase4 L15 single-I T11.,34,17,40661,1088.9836677305493,4635.938398812746,6065.5337649097455,2695.202589916623,40661,922.2246507060515,3811.8222912760825,4878.920040829568,2206.8903865754173,40661,325.1515074254912,2379.4204098356727,3577.860087892849,1547.1754335996536,1196.9397571884524,4619.449346573192,2170.723419906026,3911.7061908252226,1921.2972575073463,2217.151970893701,1963.2422880971535,436.16493426060276,1442.3499409994033,412.80467933660987,781.4881012547686,5155.977888840249,4455.191400473944,43.00632136965082,nan,nan,nan,nan,nan,17,4035.8664957418696,1088.545755380738,6444.1219935079425,A0,L15,I5,T11,imu_only,S03,X_A0_L15_I5_T11__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,6360.0285460080795,1310,,,
X_A0_L15_I5_T12,imu_only_diagnostic_screening,Phase4 L15 single-I T12.,34,17,40661,1089.137042362941,4635.568543776732,6065.288053717116,2695.202819659041,40661,922.3595475643899,3811.5464101826706,4879.847262323338,2206.8909429252653,40661,325.27987179367483,2378.5033848744506,3578.3193004396967,1547.1750402370367,1197.4398628280026,4620.2070616638375,2170.726622436523,3910.9273434868237,1922.1317821658313,2217.8396696175096,1964.0832986520477,436.593013466039,1447.1474260721066,412.0865494875243,779.73714117793,5155.977888840249,4455.191400473944,43.00632136965082,nan,nan,nan,nan,nan,17,4038.485381455019,1091.9603736046943,6452.72690877996,A0,L15,I5,T12,imu_only,S03,X_A0_L15_I5_T12__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,6365.0258144649115,1311,,,
X_A0_L15_I6_T11,imu_only_diagnostic_screening,Phase4 L15 single-I T11.,34,17,40661,1691.6613524622405,6600.673669073884,8014.722024974943,3742.311943053154,40661,1183.8472031539122,5270.576979834453,6410.601210865182,2900.6893410900484,40661,706.1885468070577,3720.2826049771397,5132.851215042932,2364.508410982048,1992.5821882165421,7628.465593716465,3666.310389467424,5729.628655322923,3255.009868154024,3847.969730999141,3710.7802494274856,913.2543231670418,2371.7015942174976,502.37170763352776,981.1802240461415,8541.075471700406,6246.757569941417,71.3509672858938,nan,nan,nan,nan,nan,17,3369.9461998347783,1468.7595468313818,6191.949611905249,A0,L15,I6,T11,imu_only,S03,X_A0_L15_I6_T11__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,8207.358283010399,1332,,,
X_A0_L15_I6_T12,imu_only_diagnostic_screening,Phase4 L15 single-I T12.,34,17,40661,1691.8024171601153,6599.597802001444,8015.662980715607,3742.3108913470764,40661,1184.9360623566479,5271.3737168026555,6410.220603707227,2900.6886381565787,40661,706.2307860080291,3720.67136405703,5133.183107270256,2364.5076087769903,1993.319803023896,7629.374686083039,3666.3085261594683,5728.291552913395,3255.7192760375374,3848.15401076414,3711.807662799565,914.1284731147068,2376.8080767669094,500.9329782790013,979.8126444428331,8541.075471700406,6246.757569941417,71.3509672858938,nan,nan,nan,nan,nan,17,3377.9348536629773,1476.977827888672,6211.337707815071,A0,L15,I6,T12,imu_only,S03,X_A0_L15_I6_T12__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,8216.559379100498,1333,,,
X_A0_L15_I7_T11,imu_only_diagnostic_screening,Phase4 L15 single-I T11.,34,17,40661,2326.0394983263573,9406.442031827379,11654.111913206048,5351.424837956876,40661,1695.976204855377,7382.006242423919,9602.704159173989,4352.838901674569,40661,772.1153437407147,5254.597173560394,7357.091651112115,3112.9634261215324,2644.0510613643637,10071.87343460296,4934.582320789106,7237.809293378588,4731.208083486899,6587.550641773219,6483.433811209342,1242.4716492411449,4432.956069440965,605.5795509180411,1121.08591481317,11273.970122707517,8073.023246047538,94.00726326874924,nan,nan,nan,nan,nan,17,5510.89629412833,3075.723998047647,10498.601645408953,A0,L15,I7,T11,imu_only,S03,X_A0_L15_I7_T11__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,12243.312204085712,1352,,,
X_A0_L15_I7_T12,imu_only_diagnostic_screening,Phase4 L15 single-I T12.,34,17,40661,2326.2611516587417,9405.657635969723,11654.667694957448,5351.422464874324,40661,1696.3055641557814,7383.224168872926,9603.457259760116,4352.836822577583,40661,771.8429045621006,5251.320057143137,7360.059362527982,3112.9622537985065,2644.408300439809,10072.280983847615,4934.578791994651,7237.705117008496,4731.379927711394,6603.974929878064,6495.056495705461,1242.7099491140862,4448.377982177482,603.5508042404422,1116.226111013539,11273.970122707517,8073.023246047538,94.00726326874924,nan,nan,nan,nan,nan,17,5530.639399167804,3088.063870969726,10543.847693452792,A0,L15,I7,T12,imu_only,S03,X_A0_L15_I7_T12__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,12265.34321529268,1353,,,
X_A0_L15_I8_T11,imu_only_diagnostic_screening,Phase4 L15 single-I T11.,34,17,40661,1654.3264102331455,6402.674947886967,7939.5315309265,3644.8544217997432,40661,1268.3126498067256,5355.810837301902,7040.906408521241,3132.435067553165,40661,575.7000766537753,3262.618380241483,4168.785796705268,1863.5488466032587,1856.74987332807,7148.733065252882,3597.5929585379063,5077.77480709573,3596.9605257853896,3446.182893521027,3208.011225800963,852.0159171855229,2114.616281316087,551.2598255863172,1047.92067872462,7858.270867731573,5616.242225524974,65.54264721453976,nan,nan,nan,nan,nan,17,6147.764038234202,2477.89125387905,9162.2168281819,A0,L15,I8,T11,imu_only,S03,X_A0_L15_I8_T11__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,9719.549413588564,1336,,,
X_A0_L15_I8_T12,imu_only_diagnostic_screening,Phase4 L15 single-I T12.,34,17,40661,1654.479954010679,6402.8630437327465,7938.793171720133,3644.8539669718057,40661,1268.6264042795951,5355.097874567908,7040.000832424168,3132.434957864712,40661,575.2248209818056,3262.873297490378,4168.800522342799,1863.5481413951209,1857.889235400129,7149.106840293548,3597.591906391962,5077.29142828809,3595.995387114587,3445.9841729477184,3208.8681278336126,851.5971585332306,2115.590252440323,549.7239349266563,1046.425170141345,7858.270867731573,5616.242225524974,65.54264721453976,nan,nan,nan,nan,nan,17,6158.087717970921,2488.9184896029283,9180.489334135797,A0,L15,I8,T12,imu_only,S03,X_A0_L15_I8_T12__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,9728.533158302676,1337,,,
X_A1_L15_I0_T11,imu_only_diagnostic_screening,Phase4 L15 single-I T11.,34,17,40661,3959.7571166744247,17421.672362711714,21750.548377591855,9619.869629947032,40661,2876.7040042692884,13302.044608402135,16881.374184195025,7493.400337228989,40661,1530.8230800551273,10132.073276951538,13969.230752653617,6032.482331776343,4931.3623503003455,18435.88133023087,9056.014573866654,13480.795773890872,8645.888447422589,10885.671126881422,10766.656158730377,2184.929440235066,9937.045211173972,510.422243127646,961.8626228320766,20536.530729052116,15131.777438192788,177.12374754056037,nan,nan,nan,nan,nan,17,25105.515472249543,13048.694658284592,49757.62511599415,A1,L15,I0,T11,imu_only,S03,X_A1_L15_I0_T11__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,33926.30425204281,1374,,,
X_A1_L15_I0_T12,imu_only_diagnostic_screening,Phase4 L15 single-I T12.,34,17,40661,3959.1528211438285,17421.064396953625,21749.44289778274,9619.864242705735,40661,2875.734498516707,13302.197664805113,16881.5073927577,7493.396448719485,40661,1530.6634080723384,10131.8710670391,13967.23294765213,6032.478571068991,4930.653398645127,18438.268703656093,9056.008952015105,13479.649409416892,8645.150514798006,10913.129634823013,10790.747841685617,2183.609603726466,9967.632716047128,508.60067981759846,955.5315121718199,20536.530729052116,15131.777438192788,177.12374754056037,nan,nan,nan,nan,nan,17,25139.40174263734,13113.031862905631,49780.27916578415,A1,L15,I0,T12,imu_only,S03,X_A1_L15_I0_T12__S03,IMU_ONLY_DRIFTS_AS_EXPECTED,33965.44502279446,1375,,,
