row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L7:I7:T6,simulate_imu_prior,0.5409548720053863,,,,
R2:L7:I7:T6,cpu_golden,0.02432991900423076,,,,
R2:L7:I7:T6,torch_gpu,0.21427565699559636,0,1,0.21427565699559636,0.21427565699559636
R2:L7:I7:T8,simulate_imu_prior,0.6252389370056335,,,,
R2:L7:I7:T8,cpu_golden,0.022470331998192705,,,,
R2:L7:I7:T8,torch_gpu,0.031179201003396884,0,1,0.031179201003396884,0.031179201003396884
