experiment_id,deployability,description,track_count,capture_count,sample_err3d_n,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err3d_rmse_mm,trackmedian_horizontal_xz_p95_mm,trackmedian_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_circle_thickness_p95_mm,imu_only_endpoint_drift_3d_trackmedian_mm,imu_only_endpoint_drift_xz_trackmedian_mm,imu_only_drift_rate_3d_trackmedian_mm_s,uwb_update_accept_rate_trackmedian,uwb_innovation_nis_trackmedian,uwb_innovation_nis_p95_trackmedian,raw_range_ge4_ratio_trackmedian,raw_range_full8_ratio_trackmedian,capture_pair_count,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,A,L,I,T,kind,seed_id,experiment_uid,verdict,screening_score,rank,U,P,R
X_A0_L20_I0_T11,imu_only_diagnostic_screening,Phase4 L20 single-I T11.,34,17,40661,3089.787334898446,11929.727540788917,14970.97710247958,6929.508807245848,40661,2525.0677508016624,10084.764423160737,12883.30974564424,5808.813412514633,40661,1041.8104339763813,6298.009907724238,8792.308907252509,3778.330193126046,3208.9430737049893,12141.125007186109,6014.299133809856,9940.88013340319,4270.560879185683,8092.200480626065,7276.9603451574785,1468.7822618170705,4370.1816870523235,586.0769289018733,1073.290665067907,13470.366237244201,10906.323648105872,116.25030682467333,nan,nan,nan,nan,nan,17,10582.731921771627,5748.798469682388,20219.616106341757,A0,L20,I0,T11,imu_only,S02,X_A0_L20_I0_T11__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,17051.34001498643,1370,,,
X_A0_L20_I0_T12,imu_only_diagnostic_screening,Phase4 L20 single-I T12.,34,17,40661,3090.0139211584815,11930.833670355429,14971.444638893849,6929.505046244542,40661,2524.896740949427,10085.810194582291,12883.831538540442,5808.810308142055,40661,1041.6724558111014,6295.57096607448,8792.108995434854,3778.3280680680955,3208.135069095044,12141.891005582855,6014.294735726571,9941.735197290856,4271.289593243157,8103.003625652158,7289.404934057244,1468.92503266812,4380.756560471502,583.4247540391605,1068.1261597407138,13470.366237244201,10906.323648105872,116.25030682467333,nan,nan,nan,nan,nan,17,10620.16458775445,5801.033860561369,20285.585985133715,A0,L20,I0,T12,imu_only,S02,X_A0_L20_I0_T12__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,17082.290412712908,1371,,,
X_A0_L20_I1_T11,imu_only_diagnostic_screening,Phase4 L20 single-I T11.,34,17,40661,1414.123536408663,5706.374791133053,7029.465644992437,3273.445680132536,40661,958.8604256826635,4443.474543121843,5655.525432861245,2579.674416863127,40661,544.5774834054963,3261.540049218207,4409.924481140999,2015.1244437404468,1573.2809196776964,6126.662090187443,3037.136616611361,4235.485068840877,3089.7479625797105,3042.3331060462588,2610.491407547037,716.7291288247279,1540.6575383714526,523.2559400802307,947.4064153576983,6822.482168402712,4706.163130851932,56.90581440146669,nan,nan,nan,nan,nan,17,2548.4568022419908,1055.9241615596643,5587.290854609234,A0,L20,I1,T11,imu_only,S02,X_A0_L20_I1_T11__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,6271.86118199842,1350,,,
X_A0_L20_I1_T12,imu_only_diagnostic_screening,Phase4 L20 single-I T12.,34,17,40661,1414.3864841501518,5705.916317235053,7030.129421048916,3273.4451626644554,40661,959.1383337308037,4445.034206645447,5655.412547582625,2579.6742219527014,40661,545.0572503564732,3261.5327258115203,4409.685273953779,2015.1238526611826,1573.4841549718092,6126.678476698957,3037.136330016771,4234.71423511604,3089.5607174611328,3043.5894576411756,2612.5221831958834,717.2947923683662,1542.2743847337429,521.9455205393776,946.4441625481307,6822.482168402712,4706.163130851932,56.90581440146669,nan,nan,nan,nan,nan,17,2556.7473152247476,1056.1521860446069,5602.792207348105,A0,L20,I1,T12,imu_only,S02,X_A0_L20_I1_T12__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,6278.681934840639,1351,,,
X_A0_L20_I2_T11,imu_only_diagnostic_screening,Phase4 L20 single-I T11.,34,17,40661,1337.7382685100108,5945.867647757884,7205.803434786747,3321.4230492090765,40661,979.7629158749643,4622.928977984236,6020.056840721128,2586.0097280686305,40661,446.7542625487238,3510.564024413016,4942.375032386102,2084.323573285043,1697.8195768556293,6516.349264165929,3213.271121235895,4545.240344211685,1979.9799531464914,3115.802112005348,2961.060868428629,590.1323009497042,1303.50019649713,514.4647871800379,979.903513127708,7216.530586031994,5052.349946292078,60.169777334322006,nan,nan,nan,nan,nan,17,1915.9448169387988,1551.7413958342995,3213.1101491130116,A0,L20,I2,T11,imu_only,S02,X_A0_L20_I2_T11__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,5971.453289419429,1346,,,
X_A0_L20_I2_T12,imu_only_diagnostic_screening,Phase4 L20 single-I T12.,34,17,40661,1337.3211205237042,5946.647931466269,7205.338610373607,3321.422516627229,40661,979.9587117292032,4622.74629482263,6020.041028294218,2586.0098669206586,40661,446.5657921467383,3510.120104759028,4942.415799818877,2084.322552329018,1698.072529631868,6516.549419084127,3213.272857014548,4543.942050822462,1979.222473766984,3113.097875370061,2958.7243651643757,589.7989415852869,1299.8367689031757,513.7661644453167,977.9059564027584,7216.530586031994,5052.349946292078,60.169777334322006,nan,nan,nan,nan,nan,17,1922.1305898077178,1557.6050290566616,3227.213462389034,A0,L20,I2,T12,imu_only,S02,X_A0_L20_I2_T12__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,5974.274623628304,1347,,,
X_A0_L20_I3_T11,imu_only_diagnostic_screening,Phase4 L20 single-I T11.,34,17,40661,1012.7691601274319,4256.8970565490745,5403.004972717252,2392.0256642414015,40661,640.5975053683754,3425.1220328523827,4545.580165980274,1919.6748115097585,40661,435.15895317873765,2461.512240992176,3332.7894961467928,1427.1073528100435,1123.034695829688,4297.452754170032,2118.0704815914123,3234.895340896017,1878.5801859512721,2335.230840880242,2060.2302750928507,680.6404441673658,1207.7550032731647,415.73789875065836,835.2973978581068,4760.050900652919,3549.2638453134705,39.68485007265299,nan,nan,nan,nan,nan,17,1779.4776166349855,961.5659209406945,3678.570817322856,A0,L20,I3,T11,imu_only,S02,X_A0_L20_I3_T11__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,4476.654993070271,1318,,,
X_A0_L20_I3_T12,imu_only_diagnostic_screening,Phase4 L20 single-I T12.,34,17,40661,1012.7092911469759,4256.783573479451,5403.27665966205,2392.0268047448653,40661,640.3283603318455,3425.6536742778653,4544.851605473908,1919.6761921038687,40661,434.9845805180032,2461.7875027790383,3332.0411219676175,1427.107407340989,1123.901314758216,4297.171448817139,2118.0723974404646,3235.2646752096057,1877.66704613065,2337.2412075939483,2060.983651422037,679.7021821049118,1208.0807224408347,415.46496019694234,833.4837529420067,4760.050900652919,3549.2638453134705,39.68485007265299,nan,nan,nan,nan,nan,17,1783.6158936993995,962.1722847523192,3689.2457313418017,A0,L20,I3,T12,imu_only,S02,X_A0_L20_I3_T12__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,4480.482808654211,1319,,,
X_A0_L20_I4_T11,imu_only_diagnostic_screening,Phase4 L20 single-I T11.,34,17,40661,1142.3552300062502,4466.779854997766,5569.949326262011,2553.5096100913142,40661,849.2695740841269,3478.5341409435514,4441.057599652149,2029.923307375898,40661,390.00181665896747,2644.7295646119455,3639.094487348376,1549.1361124835971,1271.7513372509045,4672.323814041778,2358.7604192643485,3604.29981704141,2382.066651515559,2172.3663089004403,1967.3107489354015,595.5053914410796,1302.683639195521,508.91350619405443,969.4360858724383,5257.466716075669,4053.8788764174296,43.85244045059831,nan,nan,nan,nan,nan,17,1628.1265250448132,1052.2149763825248,2797.1058098760645,A0,L20,I4,T11,imu_only,S02,X_A0_L20_I4_T11__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,4698.0950592946565,1326,,,
X_A0_L20_I4_T12,imu_only_diagnostic_screening,Phase4 L20 single-I T12.,34,17,40661,1142.5988036254978,4467.366884855202,5570.1642665766385,2553.5104966322638,40661,849.8266702606412,3478.481477348629,4441.375144920637,2029.9243345398506,40661,389.7538761886217,2644.051672017452,3639.028407904835,1549.1362278554118,1271.5070532032792,4673.083779384165,2358.7626312520797,3605.0540038827157,2382.2346737856624,2172.471089125883,1967.9862445533536,594.1584124105796,1303.1371361220044,508.3379249645525,969.95427162214,5257.466716075669,4053.8788764174296,43.85244045059831,nan,nan,nan,nan,nan,17,1631.6692049524488,1056.8866244770757,2803.644756569107,A0,L20,I4,T12,imu_only,S02,X_A0_L20_I4_T12__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,4700.823387515453,1327,,,
