pair,pred_mm,fused_mm,err_mm,abs_err_mm
A-B,4114.228979923764,4114.2905,-0.06152007623586542,0.06152007623586542
A-C,8889.488738621654,8890.9175,-1.4287613783453708,1.4287613783453708
A-D,10611.608457619306,10611.044,0.5644576193062676,0.5644576193062676
A-E,1424.7098279461163,1424.7155,-0.005672053883699846,0.005672053883699846
A-F,4063.2440733794324,4064.069,-0.8249266205675667,0.8249266205675667
A-G,9119.959652928523,9117.992,1.9676529285225115,1.9676529285225115
A-H,10518.741202151228,10518.8725,-0.1312978487712826,0.1312978487712826
B-C,5524.808442500818,5524.8995,-0.09105749918217043,0.09105749918217043
B-D,7300.854703923231,7301.58,-0.7252960767691548,0.7252960767691548
B-E,4307.615655096596,4308.367,-0.7513449034040605,0.7513449034040605
B-F,1230.6861199152156,1230.3835,0.30261991521570053,0.30261991521570053
B-G,5777.774498271488,5778.1905,-0.41600172851212847,0.41600172851212847
B-H,7201.222157140409,7201.0105,0.21165714040853345,0.21165714040853345
C-D,9243.64809557029,9243.2195,0.4285955702907813,0.4285955702907813
C-E,8896.2411162792,8894.756,1.485116279200156,1.485116279200156
C-F,5793.829485328179,5793.8185,0.010985328178321652,0.010985328178321652
C-G,1251.3534061262446,1251.54,-0.18659387375532788,0.18659387375532788
C-H,9087.276934008674,9087.653,-0.37606599132595875,0.37606599132595875
D-E,10736.404149560267,10735.931,0.47314956026639265,0.47314956026639265
D-F,7592.060778635601,7592.697,-0.636221364398807,0.636221364398807
D-G,9319.676335689062,9319.6665,0.009835689063038444,0.009835689063038444
D-H,1318.0024717046654,1317.9635,0.03897170466530042,0.03897170466530042
E-F,3837.983796592395,3838.693,-0.7092034076054006,0.7092034076054006
E-G,8930.722791499093,8931.391,-0.6682085009069851,0.6682085009069851
E-H,10467.94577084653,10467.609,0.33677084653027123,0.33677084653027123
F-G,5788.112395208616,5789.181,-1.0686047913832226,1.0686047913832226
F-H,7281.625883350137,7282.076,-0.4501166498630482,0.4501166498630482
G-H,8988.337456583671,8987.898,0.43945658367192664,0.43945658367192664
