row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L7:I7:T6,simulate_imu_prior,0.7621723549964372,,,,
R2:L7:I7:T6,cpu_golden,21.74269643999287,,,,
R2:L7:I7:T6,torch_gpu,2.5263699409988476,0,1,2.5263699409988476,2.5263699409988476
R2:L7:I7:T8,simulate_imu_prior,0.6262284109980101,,,,
R2:L7:I7:T8,cpu_golden,21.910526271996787,,,,
R2:L7:I7:T8,torch_gpu,2.533258035007748,0,1,2.533258035007748,2.533258035007748
R2:L7:I8:T6,simulate_imu_prior,0.6107839440082898,,,,
R2:L7:I8:T6,cpu_golden,22.240206037997268,,,,
R2:L7:I8:T6,torch_gpu,2.4837995959969703,0,1,2.4837995959969703,2.4837995959969703
R2:L7:I8:T8,simulate_imu_prior,0.6651381589908851,,,,
R2:L7:I8:T8,cpu_golden,24.921699069003807,,,,
R2:L7:I8:T8,torch_gpu,3.08530248500756,0,1,3.08530248500756,3.08530248500756
