sweep,rx_id,rx,source_kind,tx_id,tx,source_addr,directed_link,raw_distance_mm,rx_timestamp,carrier_integrator,first_path,fp_amp1,fp_amp2,fp_amp3,fp_amp_sum,max_growth_cir,rx_pream_count,std_noise,max_noise,snr_proxy,peak_over_fp,noise_over_fp,raw_line,round_master,raw_distance_valid,valid_raw_distance_mm
30,0,A,A,4,E,0xa104,A<-E,-1,1701035518,2603,47578,7739,7742,7346,22827,2446,125,56,1308,407.625,0.10715380908573181,0.0024532352039251764,[AUTOPOS] ANCHOR_CTRL[5] notify: ACRX;1;30;0;A;4;0xa104;-1;1701035518;2603;47578;7739;7742;7346;2446;125;56;1308,E,False,
13,2,C,A,4,E,0xa104,C<-E,-1,4065717889,675,47749,5169,7067,6815,19051,1879,117,52,1212,366.36538461538464,0.09862999317621123,0.002729515510996798,[AUTOPOS] ANCHOR_CTRL[2] notify: ACRX;1;13;2;A;4;0xa104;-1;4065717889;675;47749;5169;7067;6815;1879;117;52;1212,E,False,
2,4,E,A,0,A,0xa100,E<-A,1652,34349213,-3143,47769,7653,7648,7474,22775,2327,122,64,1553,355.859375,0.10217343578485182,0.002810098792535675,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;2;4;A;0;0xa100;1652;34349213;-3143;47769;7653;7648;7474;2327;122;64;1553,E,True,1652.0
2,4,E,A,1,B,0xa101,E<-B,4573,1054470717,-3485,47681,4459,7135,7088,18682,1999,122,44,1007,424.59090909090907,0.10700139171394926,0.0023552082218177926,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;2;4;A;1;0xa101;4573;1054470717;-3485;47681;4459;7135;7088;1999;122;44;1007,E,True,4573.0
2,4,E,A,2,C,0xa102,E<-C,5044,2131150788,-3060,48072,3842,7634,7097,18573,2143,122,44,1073,422.1136363636364,0.11538254455392236,0.0023690303128196845,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;2;4;A;2;0xa102;5044;2131150788;-3060;48072;3842;7634;7097;2143;122;44;1073,E,True,5044.0
2,4,E,A,5,F,0xa105,E<-F,4247,3817900345,-9230,47957,6105,4230,3848,14183,1933,122,48,1097,295.4791666666667,0.13628992455756891,0.0033843333568356485,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;2;4;A;5;0xa105;4247;3817900345;-9230;47957;6105;4230;3848;1933;122;48;1097,E,True,4247.0
2,3,D,A,4,E,0xa104,D<-E,-1,2302910838,2165,47962,6901,7662,6936,21499,2161,122,48,1180,447.8958333333333,0.10051630308386436,0.0022326619842783385,[AUTOPOS] ANCHOR_CTRL[7] notify: ACRX;1;2;3;A;4;0xa104;-1;2302910838;2165;47962;6901;7662;6936;2161;122;48;1180,E,False,
41,5,F,A,4,E,0xa104,F<-E,-1,3343501474,6207,47742,4758,4436,2484,11678,1878,118,48,1142,243.29166666666666,0.16081520808357597,0.004110292858366158,[AUTOPOS] ANCHOR_CTRL[4] notify: ACRX;1;41;5;A;4;0xa104;-1;3343501474;6207;47742;4758;4436;2484;1878;118;48;1142,E,False,
39,7,H,A,4,E,0xa104,H<-E,-1,2580881872,1151,48068,867,6587,6981,14435,2097,124,56,1279,257.76785714285717,0.14527190855559405,0.003879459646692068,[AUTOPOS] ANCHOR_CTRL[0] notify: ACRX;1;39;7;A;4;0xa104;-1;2580881872;1151;48068;867;6587;6981;2097;124;56;1279,E,False,
36,6,G,A,4,E,0xa104,G<-E,-1,2767584083,-4642,47959,6252,7167,6144,19563,2011,119,36,857,543.4166666666666,0.10279609466850688,0.0018402085569697898,[AUTOPOS] ANCHOR_CTRL[3] notify: ACRX;1;36;6;A;4;0xa104;-1;2767584083;-4642;47959;6252;7167;6144;2011;119;36;857,E,False,
22,1,B,A,4,E,0xa104,B<-E,-1,2227083313,1008,47653,6321,7128,5638,19087,2077,122,48,1088,397.6458333333333,0.10881751977785928,0.0025148006496568346,[AUTOPOS] ANCHOR_CTRL[6] notify: ACRX;1;22;1;A;4;0xa104;-1;2227083313;1008;47653;6321;7128;5638;2077;122;48;1088,E,False,
31,0,A,A,4,E,0xa104,A<-E,-1,1653609414,2800,48042,7490,7525,5670,20685,2283,119,60,1468,344.75,0.1103698332124728,0.0029006526468455403,[AUTOPOS] ANCHOR_CTRL[5] notify: ACRX;1;31;0;A;4;0xa104;-1;1653609414;2800;48042;7490;7525;5670;2283;119;60;1468,E,False,
14,2,C,A,4,E,0xa104,C<-E,-1,3969495025,385,48101,6762,7418,5760,19940,2404,122,48,1136,415.4166666666667,0.1205616850551655,0.002407221664994985,[AUTOPOS] ANCHOR_CTRL[2] notify: ACRX;1;14;2;A;4;0xa104;-1;3969495025;385;48101;6762;7418;5760;2404;122;48;1136,E,False,
2,4,E,A,6,G,0xa106,E<-G,4956,541782442,1854,48022,6857,7053,6196,20106,2027,122,48,1082,418.875,0.10081567691236447,0.002387347060578932,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;2;4;A;6;0xa106;4956;541782442;1854;48022;6857;7053;6196;2027;122;48;1082,E,True,4956.0
2,4,E,A,7,H,0xa107,E<-H,2798,1598406401,-1425,47877,351,6342,6658,13351,1925,122,52,1148,256.75,0.1441839562579582,0.0038948393378773127,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;2;4;A;7;0xa107;2798;1598406401;-1425;47877;351;6342;6658;1925;122;52;1148,E,True,2798.0
3,4,E,A,0,A,0xa100,E<-A,1570,4281875637,-3080,47801,7551,7325,4231,19107,2352,122,68,1581,280.9852941176471,0.12309624744857905,0.0035589051133092585,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;3;4;A;0;0xa100;1570;4281875637;-3080;47801;7551;7325;4231;2352;122;68;1581,E,True,1570.0
37,6,G,A,4,E,0xa104,G<-E,-1,3074769572,-4643,47784,6561,7062,5199,18822,2043,124,36,860,522.8333333333334,0.10854319413452343,0.001912655403251514,[AUTOPOS] ANCHOR_CTRL[3] notify: ACRX;1;37;6;A;4;0xa104;-1;3074769572;-4643;47784;6561;7062;5199;2043;124;36;860,E,False,
3,4,E,A,1,B,0xa101,E<-B,4538,1015238962,-3291,47926,6994,7276,4495,18765,2012,122,44,1051,426.47727272727275,0.1072208899547029,0.002344790833999467,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;3;4;A;1;0xa101;4538;1015238962;-3291;47926;6994;7276;4495;2012;122;44;1051,E,True,4538.0
3,4,E,A,2,C,0xa102,E<-C,5081,2034924143,-2809,47715,6979,7163,5785,19927,2426,120,36,853,553.5277777777778,0.12174436693932855,0.0018065940683494755,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;3;4;A;2;0xa102;5081;2034924143;-2809;47715;6979;7163;5785;2426;120;36;853,E,True,5081.0
3,4,E,A,3,D,0xa103,E<-D,3045,3048585122,-2435,48030,7126,7091,6420,20637,2156,122,60,1409,343.95,0.104472549304647,0.0029073993312981536,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;3;4;A;3;0xa103;3045;3048585122;-2435;48030;7126;7091;6420;2156;122;60;1409,E,True,3045.0
3,3,D,A,4,E,0xa104,D<-E,-1,2201827691,2108,47967,6983,7174,6226,20383,2242,120,52,1275,391.9807692307692,0.1099936221360938,0.002551145562478536,[AUTOPOS] ANCHOR_CTRL[7] notify: ACRX;1;3;3;A;4;0xa104;-1;2201827691;2108;47967;6983;7174;6226;2242;120;52;1275,E,False,
42,5,F,A,4,E,0xa104,F<-E,-1,3588627711,6523,47827,6889,4890,3992,15771,1964,123,48,1141,328.5625,0.12453236953902733,0.003043560966330607,[AUTOPOS] ANCHOR_CTRL[4] notify: ACRX;1;42;5;A;4;0xa104;-1;3588627711;6523;47827;6889;4890;3992;1964;123;48;1141,E,False,
23,1,B,A,4,E,0xa104,B<-E,-1,1631254115,717,47695,4841,7163,6730,18734,2023,122,52,1178,360.2692307692308,0.10798548094373865,0.002775701932315576,[AUTOPOS] ANCHOR_CTRL[6] notify: ACRX;1;23;1;A;4;0xa104;-1;1631254115;717;47695;4841;7163;6730;2023;122;52;1178,E,False,
15,2,C,A,4,E,0xa104,C<-E,-1,3424034091,154,47895,4922,7035,6042,17999,1849,124,56,1265,321.4107142857143,0.10272792932940719,0.0031112839602200123,[AUTOPOS] ANCHOR_CTRL[2] notify: ACRX;1;15;2;A;4;0xa104;-1;3424034091;154;47895;4922;7035;6042;1849;124;56;1265,E,False,
3,4,E,A,5,F,0xa105,E<-F,4316,4062991088,-9442,47876,6827,5110,4467,16404,1999,122,48,1105,341.75,0.12186052182394538,0.002926115581565472,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;3;4;A;5;0xa105;4316;4062991088;-9442;47876;6827;5110;4467;1999;122;48;1105,E,True,4316.0
3,4,E,A,6,G,0xa106,E<-G,4946,848989269,1857,47681,6868,7440,6466,20774,2182,122,48,1135,432.7916666666667,0.10503514007894484,0.0023105805333590063,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;3;4;A;6;0xa106;4946;848989269;1857;47681;6868;7440;6466;2182;122;48;1135,E,True,4946.0
4,4,E,A,1,B,0xa101,E<-B,4605,419404048,-3568,47892,5180,7479,6556,19215,2051,122,44,1046,436.70454545454544,0.10673952641165756,0.0022898776997137653,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;4;4;A;1;0xa101;4605;419404048;-3568;47892;5180;7479;6556;2051;122;44;1046,E,True,4605.0
4,3,D,A,4,E,0xa104,D<-E,-1,1672640163,2055,47767,6992,7166,7230,21388,2349,123,44,1042,486.09090909090907,0.10982794090144006,0.0020572283523471106,[AUTOPOS] ANCHOR_CTRL[7] notify: ACRX;1;4;3;A;4;0xa104;-1;1672640163;2055;47767;6992;7166;7230;2349;123;44;1042,E,False,
43,5,F,A,4,E,0xa104,F<-E,-1,3070126640,7708,47620,7112,4413,4437,15962,1935,121,52,1179,306.96153846153845,0.12122541034958026,0.0032577371256734744,[AUTOPOS] ANCHOR_CTRL[4] notify: ACRX;1;43;5;A;4;0xa104;-1;3070126640;7708;47620;7112;4413;4437;1935;121;52;1179,E,False,
40,7,H,A,4,E,0xa104,H<-E,-1,1995572100,789,47992,5682,6608,4022,16312,1899,118,64,1387,254.875,0.116417361451692,0.00392349190779794,[AUTOPOS] ANCHOR_CTRL[0] notify: ACRX;1;40;7;A;4;0xa104;-1;1995572100;789;47992;5682;6608;4022;1899;118;64;1387,E,False,
38,6,G,A,4,E,0xa104,G<-E,-1,2499817007,-5025,47667,6632,7478,4755,18865,2177,124,40,951,471.625,0.11539888682745826,0.0021203286509408957,[AUTOPOS] ANCHOR_CTRL[3] notify: ACRX;1;38;6;A;4;0xa104;-1;2499817007;-5025;47667;6632;7478;4755;2177;124;40;951,E,False,
4,4,E,A,2,C,0xa102,E<-C,5087,1489460015,-3004,47907,7349,7454,6163,20966,2624,122,52,1218,403.1923076923077,0.12515501287799294,0.0024802060478870554,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;4;4;A;2;0xa102;5087;1489460015;-3004;47907;7349;7454;6163;2624;122;52;1218,E,True,5087.0
4,4,E,A,3,D,0xa103,E<-D,3073,2519387253,-2456,47729,7100,7459,4862,19421,2337,122,56,1363,346.80357142857144,0.1203336594408115,0.0028834766489882085,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;4;4;A;3;0xa103;3073;2519387253;-2456;47729;7100;7459;4862;2337;122;56;1363,E,True,3073.0
4,4,E,A,5,F,0xa105,E<-F,4300,3544457650,-9573,48062,5166,4706,2658,12530,1992,122,52,1238,240.96153846153845,0.15897845171588187,0.0041500399042298484,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;4;4;A;5;0xa105;4300;3544457650;-9573;48062;5166;4706;2658;1992;122;52;1238,E,True,4300.0
32,0,A,A,4,E,0xa104,A<-E,-1,741613660,2611,47680,7151,7382,7396,21929,2044,120,48,1132,456.8541666666667,0.09320990469241644,0.0021888823019745544,[AUTOPOS] ANCHOR_CTRL[5] notify: ACRX;1;32;0;A;4;0xa104;-1;741613660;2611;47680;7151;7382;7396;2044;120;48;1132,E,False,
16,2,C,A,4,E,0xa104,C<-E,-1,2674544086,-128,48082,3277,7315,7217,17809,1870,119,64,1516,278.265625,0.10500308832612724,0.003593688584423606,[AUTOPOS] ANCHOR_CTRL[2] notify: ACRX;1;16;2;A;4;0xa104;-1;2674544086;-128;48082;3277;7315;7217;1870;119;64;1516,E,False,
5,4,E,A,0,A,0xa100,E<-A,1621,3369852460,-3269,47656,7398,7264,5760,20422,2173,122,48,1122,425.4583333333333,0.10640485750661052,0.002350406424444227,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;5;4;A;0;0xa100;1621;3369852460;-3269;47656;7398;7264;5760;2173;122;48;1122,E,True,1621.0
5,4,E,A,2,C,0xa102,E<-C,5034,739968109,-3009,47729,7286,6766,4351,18403,2128,122,40,937,460.075,0.11563332065424116,0.0021735586589143076,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;5;4;A;2;0xa102;5034;739968109;-3009;47729;7286;6766;4351;2128;122;40;937,E,True,5034.0
5,4,E,A,3,D,0xa103,E<-D,3122,1767014070,-2536,47778,7259,7642,6380,21281,2416,122,44,1082,483.65909090909093,0.11352849960058269,0.002067572012593393,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;5;4;A;3;0xa103;3122;1767014070;-2536;47778;7259;7642;6380;2416;122;44;1082,E,True,3122.0
5,3,D,A,4,E,0xa104,D<-E,-1,920276083,1528,47719,7418,7486,5725,20629,2123,120,48,1182,429.7708333333333,0.10291337437587862,0.002326821464928014,[AUTOPOS] ANCHOR_CTRL[7] notify: ACRX;1;5;3;A;4;0xa104;-1;920276083;1528;47719;7418;7486;5725;2123;120;48;1182,E,False,
44,5,F,A,4,E,0xa104,F<-E,-1,2307225582,6675,48074,6626,4797,4203,15626,1935,121,48,1089,325.5416666666667,0.12383207474721618,0.0030718034045821067,[AUTOPOS] ANCHOR_CTRL[4] notify: ACRX;1;44;5;A;4;0xa104;-1;2307225582;6675;48074;6626;4797;4203;1935;121;48;1089,E,False,
41,7,H,A,4,E,0xa104,H<-E,-1,1194609928,621,47876,784,5282,5918,11984,1572,119,72,1408,166.44444444444446,0.13117489986648864,0.006008010680907877,[AUTOPOS] ANCHOR_CTRL[0] notify: ACRX;1;41;7;A;4;0xa104;-1;1194609928;621;47876;784;5282;5918;1572;119;72;1408,E,False,
39,6,G,A,4,E,0xa104,G<-E,-1,1743469490,-5161,48070,6386,6754,6190,19330,1817,118,32,766,604.0625,0.09399896533885152,0.0016554578375581996,[AUTOPOS] ANCHOR_CTRL[3] notify: ACRX;1;39;6;A;4;0xa104;-1;1743469490;-5161;48070;6386;6754;6190;1817;118;32;766,E,False,
5,4,E,A,5,F,0xa105,E<-F,4288,2781526001,-9534,47629,6772,4408,4354,15534,1879,122,48,1053,323.625,0.12096047379940775,0.003089996137504828,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;5;4;A;5;0xa105;4288;2781526001;-9534;47629;6772;4408;4354;1879;122;48;1053,E,True,4288.0
6,4,E,A,0,A,0xa100,E<-A,1655,2578485484,-3167,47840,7633,7663,7169,22465,2329,122,56,1374,401.1607142857143,0.10367237925662141,0.002492766525706655,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;6;4;A;0;0xa100;1655;2578485484;-3167;47840;7633;7663;7169;2329;122;56;1374,E,True,1655.0
24,1,B,A,4,E,0xa104,B<-E,-1,519070386,774,47782,5990,7631,5873,19494,2090,121,44,1088,443.04545454545456,0.10721247563352826,0.0022571047501795424,[AUTOPOS] ANCHOR_CTRL[6] notify: ACRX;1;24;1;A;4;0xa104;-1;519070386;774;47782;5990;7631;5873;2090;121;44;1088,E,False,
6,3,D,A,4,E,0xa104,D<-E,-1,4149008546,1969,47766,7366,7472,7593,22431,2494,125,48,1131,467.3125,0.11118541304444741,0.0021398956800855956,[AUTOPOS] ANCHOR_CTRL[7] notify: ACRX;1;6;3;A;4;0xa104;-1;4149008546;1969;47766;7366;7472;7593;2494;125;48;1131,E,False,
45,5,F,A,4,E,0xa104,F<-E,-1,1239460491,6281,47711,5485,4734,3800,14019,1971,123,52,1176,269.59615384615387,0.14059490691204793,0.003709251729795278,[AUTOPOS] ANCHOR_CTRL[4] notify: ACRX;1;45;5;A;4;0xa104;-1;1239460491;6281;47711;5485;4734;3800;1971;123;52;1176,E,False,
42,7,H,A,4,E,0xa104,H<-E,-1,433919105,1126,47733,4917,7055,4398,16370,1820,121,56,1285,292.32142857142856,0.11117898594990837,0.003420891875381796,[AUTOPOS] ANCHOR_CTRL[0] notify: ACRX;1;42;7;A;4;0xa104;-1;433919105;1126;47733;4917;7055;4398;1820;121;56;1285,E,False,
40,6,G,A,4,E,0xa104,G<-E,-1,668723939,-4051,47855,6276,6726,4508,17510,1902,118,36,855,486.3888888888889,0.10862364363221017,0.002055968018275271,[AUTOPOS] ANCHOR_CTRL[3] notify: ACRX;1;40;6;A;4;0xa104;-1;668723939;-4051;47855;6276;6726;4508;1902;118;36;855,E,False,
33,0,A,A,4,E,0xa104,A<-E,-1,4245226927,2517,48027,7451,7439,7334,22224,2170,123,48,1130,463.0,0.09764218862491,0.0021598272138228943,[AUTOPOS] ANCHOR_CTRL[5] notify: ACRX;1;33;0;A;4;0xa104;-1;4245226927;2517;48027;7451;7439;7334;2170;123;48;1130,E,False,
34,0,A,A,4,E,0xa104,A<-E,-1,3438099951,2676,48091,5110,5135,5070,15315,1139,90,32,724,478.59375,0.07437153117858308,0.002089454782892589,[AUTOPOS] ANCHOR_CTRL[5] notify: ACRX;1;34;0;A;4;0xa104;-1;3438099951;2676;48091;5110;5135;5070;1139;90;32;724,E,False,
17,2,C,A,4,E,0xa104,C<-E,-1,1946013089,7,48021,2796,7132,7004,16932,2025,119,60,1526,282.2,0.11959603118355776,0.003543586109142452,[AUTOPOS] ANCHOR_CTRL[2] notify: ACRX;1;17;2;A;4;0xa104;-1;1946013089;7;48021;2796;7132;7004;2025;119;60;1526,E,False,
6,4,E,A,3,D,0xa103,E<-D,3100,700770437,-2379,47737,6995,7203,4199,18397,2241,122,56,1307,328.51785714285717,0.12181333913138012,0.00304397456106974,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;6;4;A;3;0xa103;3100;700770437;-2379;47737;6995;7203;4199;2241;122;56;1307,E,True,3100.0
6,4,E,A,5,F,0xa105,E<-F,4326,1713731947,-9380,47991,5378,4766,2998,13142,1948,122,48,1151,273.7916666666667,0.14822705828640997,0.003652412113833511,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;6;4;A;5;0xa105;4326;1713731947;-9380;47991;5378;4766;2998;1948;122;48;1151,E,True,4326.0
6,4,E,A,6,G,0xa106,E<-G,4921,2737968650,1833,48118,7005,7096,4348,18449,2076,122,48,1085,384.3541666666667,0.11252642419643341,0.002601767033443547,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;6;4;A;6;0xa106;4921;2737968650;1833;48118;7005;7096;4348;2076;122;48;1085,E,True,4921.0
25,1,B,A,4,E,0xa104,B<-E,-1,4002960958,711,47666,7074,6580,4258,17912,1875,120,48,1096,373.1666666666667,0.10467842786958463,0.0026797677534613666,[AUTOPOS] ANCHOR_CTRL[6] notify: ACRX;1;25;1;A;4;0xa104;-1;4002960958;711;47666;7074;6580;4258;1875;120;48;1096,E,False,
18,2,C,A,4,E,0xa104,C<-E,-1,1155304154,-4,47814,4065,7176,7698,18939,1949,122,68,1667,278.5147058823529,0.1029093405142827,0.003590474681873383,[AUTOPOS] ANCHOR_CTRL[2] notify: ACRX;1;18;2;A;4;0xa104;-1;1155304154;-4;47814;4065;7176;7698;1949;122;68;1667,E,False,
19,2,C,A,4,E,0xa104,C<-E,-1,1791829720,438,47820,3572,7430,7522,18524,2003,122,56,1308,330.7857142857143,0.10812999352191752,0.0030231051608723817,[AUTOPOS] ANCHOR_CTRL[2] notify: ACRX;1;19;2;A;4;0xa104;-1;1791829720;438;47820;3572;7430;7522;2003;122;56;1308,E,False,
7,4,E,A,0,A,0xa100,E<-A,1620,1771345569,-3086,47773,7228,7264,7315,21807,2140,122,60,1402,363.45,0.09813362681707709,0.0027514100976750583,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;7;4;A;0;0xa100;1620;1771345569;-3086;47773;7228;7264;7315;2140;122;60;1402,E,True,1620.0
7,4,E,A,2,C,0xa102,E<-C,5043,4152215926,-2850,47978,7245,7158,5209,19612,2369,122,40,944,490.3,0.1207933918009382,0.002039567611666327,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;7;4;A;2;0xa102;5043;4152215926;-2850;47978;7245;7158;5209;2369;122;40;944,E,True,5043.0
7,4,E,A,3,D,0xa103,E<-D,3072,878488298,-2356,47846,7278,7575,5894,20747,2291,122,40,951,518.675,0.11042560370174001,0.0019279895888562203,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;7;4;A;3;0xa103;3072;878488298;-2356;47846;7278;7575;5894;2291;122;40;951,E,True,3072.0
7,3,D,A,4,E,0xa104,D<-E,-1,31770162,1962,47646,6820,7682,6930,21432,2409,124,48,1137,446.5,0.1124020156774916,0.0022396416573348264,[AUTOPOS] ANCHOR_CTRL[7] notify: ACRX;1;7;3;A;4;0xa104;-1;31770162;1962;47646;6820;7682;6930;2409;124;48;1137,E,False,
46,5,F,A,4,E,0xa104,F<-E,-1,1402441638,6296,48010,6925,4504,4581,16010,1902,119,52,1183,307.88461538461536,0.11880074953154278,0.0032479700187382885,[AUTOPOS] ANCHOR_CTRL[4] notify: ACRX;1;46;5;A;4;0xa104;-1;1402441638;6296;48010;6925;4504;4581;1902;119;52;1183,E,False,
43,7,H,A,4,E,0xa104,H<-E,-1,265943735,945,47795,4944,6573,4183,15700,1787,120,52,1146,301.9230769230769,0.11382165605095541,0.0033121019108280254,[AUTOPOS] ANCHOR_CTRL[0] notify: ACRX;1;43;7;A;4;0xa104;-1;265943735;945;47795;4944;6573;4183;1787;120;52;1146,E,False,
41,6,G,A,4,E,0xa104,G<-E,-1,458690896,-4491,47964,6207,7246,5881,19334,2035,119,36,857,537.0555555555555,0.10525499120719975,0.001862004758456605,[AUTOPOS] ANCHOR_CTRL[3] notify: ACRX;1;41;6;A;4;0xa104;-1;458690896;-4491;47964;6207;7246;5881;2035;119;36;857,E,False,
7,4,E,A,6,G,0xa106,E<-G,4913,2527955355,1857,48015,7057,6809,6088,19954,1988,122,44,998,453.5,0.09962914703818783,0.002205071664829107,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;7;4;A;6;0xa106;4913;2527955355;1857;48015;7057;6809;6088;1988;122;44;998,E,True,4913.0
7,4,E,A,7,H,0xa107,E<-H,2759,3578410002,-1239,47630,971,6914,6501,14386,1960,122,64,1450,224.78125,0.1362435701376338,0.0044487696371472265,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;7;4;A;7;0xa107;2759;3578410002;-1239;47630;971;6914;6501;1960;122;64;1450,E,True,2759.0
26,1,B,A,4,E,0xa104,B<-E,-1,4211024725,650,47937,4214,6925,6689,17828,1849,118,48,1097,371.4166666666667,0.1037132600403859,0.0026923939869867622,[AUTOPOS] ANCHOR_CTRL[6] notify: ACRX;1;26;1;A;4;0xa104;-1;4211024725;650;47937;4214;6925;6689;1849;118;48;1097,E,False,
35,0,A,A,4,E,0xa104,A<-E,-1,3625713455,2484,47899,7542,7546,7538,22626,2326,121,64,1555,353.53125,0.10280208609564218,0.0028286042605851673,[AUTOPOS] ANCHOR_CTRL[5] notify: ACRX;1;35;0;A;4;0xa104;-1;3625713455;2484;47899;7542;7546;7538;2326;121;64;1555,E,False,
20,2,C,A,4,E,0xa104,C<-E,-1,1706289705,-41,47645,7462,7351,6847,21660,2462,124,56,1357,386.7857142857143,0.1136657433056325,0.0025854108956602033,[AUTOPOS] ANCHOR_CTRL[2] notify: ACRX;1;20;2;A;4;0xa104;-1;1706289705;-41;47645;7462;7351;6847;2462;124;56;1357,E,False,
8,4,E,A,0,A,0xa100,E<-A,1655,1958944618,-3215,47966,7499,7541,7293,22333,2319,122,60,1410,372.21666666666664,0.10383737070702548,0.002686607262794967,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;8;4;A;0;0xa100;1655;1958944618;-3215;47966;7499;7541;7293;2319;122;60;1410,E,True,1655.0
8,4,E,A,1,B,0xa101,E<-B,4598,2999154718,-3497,47650,5707,7299,5747,18753,1975,122,48,1135,390.6875,0.10531648269610196,0.0025595904655255157,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;8;4;A;1;0xa101;4598;2999154718;-3497;47650;5707;7299;5747;1975;122;48;1135,E,True,4598.0
8,4,E,A,2,C,0xa102,E<-C,5009,4066673172,-2910,47640,4152,7367,6953,18472,2111,122,52,1214,355.2307692307692,0.11428107405803378,0.00281507145950628,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;8;4;A;2;0xa102;5009;4066673172;-2910;47640;4152;7367;6953;2111;122;52;1214,E,True,5009.0
8,4,E,A,3,D,0xa103,E<-D,3049,801024312,-2312,47916,7319,6978,4932,19229,2310,122,40,949,480.725,0.12013105205678923,0.0020801913776067396,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;8;4;A;3;0xa103;3049;801024312;-2312;47916;7319;6978;4932;2310;122;40;949,E,True,3049.0
8,3,D,A,4,E,0xa104,D<-E,-1,4249284572,1883,48088,6873,6660,6822,20355,2099,118,44,1035,462.6136363636364,0.10311962662736428,0.0021616310488823385,[AUTOPOS] ANCHOR_CTRL[7] notify: ACRX;1;8;3;A;4;0xa104;-1;4249284572;1883;48088;6873;6660;6822;2099;118;44;1035,E,False,
44,7,H,A,4,E,0xa104,H<-E,-1,249439145,770,48021,1505,6426,5790,13721,1593,124,44,909,311.84090909090907,0.11609940966401866,0.0032067633554405655,[AUTOPOS] ANCHOR_CTRL[0] notify: ACRX;1;44;7;A;4;0xa104;-1;249439145;770;48021;1505;6426;5790;1593;124;44;909,E,False,
42,6,G,A,4,E,0xa104,G<-E,-1,426727930,-5069,47614,7016,6851,3792,17659,2065,124,40,949,441.475,0.11693753893198935,0.0022651339260433773,[AUTOPOS] ANCHOR_CTRL[3] notify: ACRX;1;42;6;A;4;0xa104;-1;426727930;-5069;47614;7016;6851;3792;2065;124;40;949,E,False,
8,4,E,A,6,G,0xa106,E<-G,4960,2496013057,1768,47853,7114,7377,5093,19584,2229,122,36,857,544.0,0.11381740196078431,0.001838235294117647,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;8;4;A;6;0xa106;4960;2496013057;1768;47853;7114;7377;5093;2229;122;36;857,E,True,4960.0
8,4,E,A,7,H,0xa107,E<-H,2782,3561899818,-1235,47910,4788,7212,5377,17377,2028,122,56,1278,310.30357142857144,0.1167059906773321,0.0032226506301432927,[AUTOPOS] ANCHOR_CTRL[1] notify: ACRX;1;8;4;A;7;0xa107;2782;3561899818;-1235;47910;4788;7212;5377;2028;122;56;1278,E,True,2782.0
47,5,F,A,4,E,0xa104,F<-E,-1,1340994970,6084,47982,5770,4653,3243,13666,1854,120,52,1230,262.8076923076923,0.1356651543977755,0.003805063661642031,[AUTOPOS] ANCHOR_CTRL[4] notify: ACRX;1;47;5;A;4;0xa104;-1;1340994970;6084;47982;5770;4653;3243;1854;120;52;1230,E,False,
36,0,A,A,4,E,0xa104,A<-E,-1,3593741439,2527,47715,7606,7629,6543,21778,2232,124,44,1032,494.95454545454544,0.10248875011479475,0.0020203875470658464,[AUTOPOS] ANCHOR_CTRL[5] notify: ACRX;1;36;0;A;4;0xa104;-1;3593741439;2527;47715;7606;7629;6543;2232;124;44;1032,E,False,
