sweep,conn_id,peer_name,tag_id,plan,pmode,anchor_label,status,reason,raw_mm,filt_mm,pred_mm,resid_mm,tracker_quality_percent,solve_quality_percent
4396,,BS2DCE,,cal_roto,5,A,ok,ok,2701,2701,0,0,100,100
4396,,BS2DCE,,cal_roto,5,B,ok,ok,2755,2755,0,0,100,100
4396,,BS2DCE,,cal_roto,5,C,ok,ok,2944,2944,0,0,100,100
4396,,BS2DCE,,cal_roto,5,D,ok,ok,2806,2806,0,0,66,66
4396,,BS2DCE,,cal_roto,5,E,ok,ok,3517,3517,0,0,100,100
4396,,BS2DCE,,cal_roto,5,F,ok,ok,2761,2761,0,0,100,100
4396,,BS2DCE,,cal_roto,5,G,ok,ok,2943,2943,0,0,100,100
4396,,BS2DCE,,cal_roto,5,H,ok,ok,2829,2829,0,0,100,100
4397,,BS2DCE,,cal_roto,5,A,reject,raw_outlier,3234,2701,0,0,75,75
4397,,BS2DCE,,cal_roto,5,B,ok,ok,2797,2797,0,0,100,100
4397,,BS2DCE,,cal_roto,5,C,ok,ok,2794,2794,0,0,100,100
4397,,BS2DCE,,cal_roto,5,D,ok,ok,3100,3100,0,0,75,75
4397,,BS2DCE,,cal_roto,5,E,reject,raw_outlier,3009,3517,0,0,75,75
4397,,BS2DCE,,cal_roto,5,F,ok,ok,2713,2713,0,0,100,100
4397,,BS2DCE,,cal_roto,5,G,ok,ok,2545,2545,0,0,100,100
4398,,BS2DCE,,cal_roto,5,A,reject,raw_outlier,3212,2701,0,0,60,60
4398,,BS2DCE,,cal_roto,5,B,ok,ok,2604,2604,0,0,100,100
4398,,BS2DCE,,cal_roto,5,C,ok,ok,2638,2638,0,0,100,100
4398,,BS2DCE,,cal_roto,5,D,ok,ok,3348,3348,0,0,80,80
4398,,BS2DCE,,cal_roto,5,E,ok,ok,3148,3148,0,0,80,80
4398,,BS2DCE,,cal_roto,5,F,ok,ok,2519,2519,0,0,100,100
4398,,BS2DCE,,cal_roto,5,G,ok,ok,2522,2522,0,0,100,100
4399,,BS2DCE,,cal_roto,5,A,timeout,rx_timeout,0,2701,0,0,50,50
4399,,BS2DCE,,cal_roto,5,B,ok,ok,2167,2167,0,0,100,100
4399,,BS2DCE,,cal_roto,5,C,ok,ok,2801,2801,0,0,100,100
4399,,BS2DCE,,cal_roto,5,D,ok,ok,3587,3587,0,0,83,83
