method,tag_method,layout,keep_k,repeats,elapsed_s,repeat_batch,roto_tracks_ok,solved_total,turn_center_rms_3d_mm_median,turn_center_p95_3d_mm_median,circle_thickness_rms_mm_median,radius_mm_median,turn_count_median
T2_CUDA_REPLAY,T2,v3-lite,8,1,5.232446808018722,1000,34.0,38457.0,13.46840379081131,22.800929950947186,80.54953988035115,547.6547291411152,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,5000,119.0662860670127,1000,34.0,40811.0,20.61622302971141,34.64669130950584,103.56268474769378,547.5537277744825,23.0
T2_CUDA_REPLAY,T2,v3-lite,6,5000,118.74964287999319,1000,34.0,40811.0,31.154129102593508,51.9136298189554,131.332376857141,552.6659946685811,23.0
T2_CUDA_REPLAY,T2,v3-lite,5,5000,119.04840499395505,1000,34.0,40811.0,44.075876494385525,74.16073951112989,166.3794731501626,563.3274970180607,23.0
T2_CUDA_REPLAY,T2,v3-lite,4,5000,119.0100710390252,1000,34.0,40811.0,73.59144469717216,125.44667168501799,227.18902976556546,592.0541594003266,23.0
