sweep,conn_id,peer_name,tag_id,anchor_id,status,raw_mm,filt_mm,quality_percent,ok_count,fail_count
4351,,BSF66F,,4,ok,3825,3825,100,4,0
4351,,BSF66F,,5,ok,2361,2361,100,4,0
4351,,BSF66F,,6,ok,1995,1995,75,3,1
4352,,BSF66F,,0,ok,3714,3714,100,4,0
4352,,BSF66F,,1,ok,2502,2502,100,4,0
1608,,BSDC91,,0,ok,3561,3561,100,3,0
1608,,BSDC91,,1,ok,2131,2131,100,3,0
1608,,BSDC91,,2,ok,2795,2795,100,3,0
1608,,BSDC91,,3,ok,3621,3621,100,3,0
1608,,BSDC91,,4,ok,3172,3172,100,3,0
1608,,BSDC91,,5,ok,1865,1865,66,2,1
4353,,BSF66F,,4,ok,3802,3802,100,5,0
4353,,BSF66F,,5,ok,2323,2323,100,5,0
4353,,BSF66F,,6,ok,2011,2011,80,4,1
4353,,BSF66F,,7,ok,3502,3502,100,5,0
1609,,BSDC91,,0,reject,2775,3561,75,3,1
1609,,BSDC91,,1,ok,1950,1950,100,4,0
1609,,BSDC91,,2,ok,3079,3079,100,4,0
1609,,BSDC91,,3,ok,3810,3810,100,4,0
1609,,BSDC91,,4,ok,3037,3037,100,4,0
1609,,BSDC91,,5,ok,2226,2226,75,3,1
1609,,BSDC91,,6,reject,3306,2507,75,3,1
4395,,BS2DCE,,0,ok,2701,2701,100,3,0
4395,,BS2DCE,,1,ok,2755,2755,100,3,0
4395,,BS2DCE,,2,ok,2944,2944,100,3,0
4395,,BS2DCE,,3,ok,2806,2806,66,2,1
4395,,BS2DCE,,4,ok,3517,3517,100,3,0
4395,,BS2DCE,,5,ok,2761,2761,100,3,0
4354,,BSF66F,,0,ok,3750,3750,100,5,0
4354,,BSF66F,,1,ok,2549,2549,100,5,0
4354,,BSF66F,,2,ok,2141,2141,100,5,0
4355,,BSF66F,,4,ok,3748,3748,100,6,0
4355,,BSF66F,,5,ok,2329,2329,100,6,0
1610,,BSDC91,,0,reject,2556,3561,60,3,2
1610,,BSDC91,,1,ok,2264,2264,100,5,0
1610,,BSDC91,,2,ok,3039,3039,100,5,0
1610,,BSDC91,,3,ok,3362,3362,100,5,0
1610,,BSDC91,,4,ok,2743,2743,100,5,0
1610,,BSDC91,,5,ok,2458,2458,80,4,1
1610,,BSDC91,,6,reject,3253,2507,60,3,2
1610,,BSDC91,,7,ok,3764,3764,80,4,1
4396,,BS2DCE,,0,reject,3234,2701,75,3,1
4396,,BS2DCE,,1,ok,2797,2797,100,4,0
4396,,BS2DCE,,2,ok,2794,2794,100,4,0
4396,,BS2DCE,,3,ok,3100,3100,75,3,1
4396,,BS2DCE,,4,reject,3009,3517,75,3,1
4396,,BS2DCE,,5,ok,2713,2713,100,4,0
4396,,BS2DCE,,6,ok,2545,2545,100,4,0
4356,,BSF66F,,0,ok,3720,3720,100,6,0
4356,,BSF66F,,1,ok,2551,2551,100,6,0
4356,,BSF66F,,2,ok,2119,2119,100,6,0
4356,,BSF66F,,3,ok,3497,3497,100,6,0
1611,,BSDC91,,0,reject,2310,3561,50,3,3
1611,,BSDC91,,1,ok,2386,2386,100,6,0
1611,,BSDC91,,2,ok,3094,3094,100,6,0
1611,,BSDC91,,3,ok,3116,3116,100,6,0
1611,,BSDC91,,4,ok,2624,2624,100,6,0
1611,,BSDC91,,5,ok,2532,2532,83,5,1
4357,,BSF66F,,4,ok,3802,3802,100,7,0
4357,,BSF66F,,5,ok,2369,2369,100,7,0
4357,,BSF66F,,6,ok,1973,1973,71,5,2
1612,,BSDC91,,0,reject,2388,3561,42,3,4
1612,,BSDC91,,1,ok,2506,2506,100,7,0
1612,,BSDC91,,2,ok,3118,3118,100,7,0
1612,,BSDC91,,3,ok,2840,2840,100,7,0
1612,,BSDC91,,4,ok,2553,2553,100,7,0
1612,,BSDC91,,5,ok,2524,2524,85,6,1
1612,,BSDC91,,6,reject,3239,2507,42,3,4
4397,,BS2DCE,,0,reject,3212,2701,60,3,2
4397,,BS2DCE,,1,ok,2604,2604,100,5,0
4397,,BS2DCE,,2,ok,2638,2638,100,5,0
4397,,BS2DCE,,3,ok,3348,3348,80,4,1
4397,,BS2DCE,,4,ok,3148,3148,80,4,1
4397,,BS2DCE,,5,ok,2519,2519,100,5,0
4397,,BS2DCE,,6,ok,2522,2522,100,5,0
4397,,BS2DCE,,7,ok,3227,3227,100,5,0
4358,,BSF66F,,0,ok,3745,3745,100,7,0
4358,,BSF66F,,1,ok,2545,2545,100,7,0
1613,,BSDC91,,0,reject,2493,3561,37,3,5
1613,,BSDC91,,1,ok,2756,2756,100,8,0
1613,,BSDC91,,2,ok,3119,3119,100,8,0
1613,,BSDC91,,3,ok,2756,2756,100,8,0
1613,,BSDC91,,4,ok,2501,2501,100,8,0
1613,,BSDC91,,5,ok,2641,2641,87,7,1
1613,,BSDC91,,6,reject,3210,2507,37,3,5
1613,,BSDC91,,7,reject,2925,3764,50,4,4
4359,,BSF66F,,4,ok,3759,3759,100,8,0
4359,,BSF66F,,5,ok,2352,2352,100,8,0
4359,,BSF66F,,6,ok,1958,1958,75,6,2
4359,,BSF66F,,7,ok,3545,3545,100,8,0
1614,,BSDC91,,0,reject,2524,3561,33,3,6
1614,,BSDC91,,1,ok,2710,2710,100,9,0
1614,,BSDC91,,2,ok,3038,3038,100,9,0
1614,,BSDC91,,3,ok,2656,2656,100,9,0
1614,,BSDC91,,4,ok,2714,2714,100,9,0
1614,,BSDC91,,5,ok,2788,2788,88,8,1
4360,,BSF66F,,0,ok,3790,3790,100,8,0
4360,,BSF66F,,1,ok,2572,2572,100,8,0
4360,,BSF66F,,2,ok,2133,2133,100,8,0
1615,,BSDC91,,0,reject,2698,3561,30,3,7
4398,,BS2DCE,,0,timeout,0,2701,50,3,3
4398,,BS2DCE,,1,ok,2167,2167,100,6,0
4398,,BS2DCE,,2,ok,2801,2801,100,6,0
4398,,BS2DCE,,3,ok,3587,3587,83,5,1
4398,,BS2DCE,,4,ok,3125,3125,83,5,1
4398,,BS2DCE,,5,ok,2074,2074,100,6,0
1615,,BSDC91,,1,ok,2876,2876,100,10,0
1615,,BSDC91,,2,ok,3051,3051,100,10,0
1615,,BSDC91,,3,ok,2632,2632,100,10,0
1615,,BSDC91,,4,ok,2657,2657,100,10,0
1615,,BSDC91,,5,ok,2913,2913,90,9,1
1615,,BSDC91,,6,ok,2832,2832,40,4,6
4361,,BSF66F,,4,ok,3762,3762,100,9,0
4361,,BSF66F,,5,ok,2323,2323,100,9,0
1616,,BSDC91,,0,reject,2765,3561,27,3,8
1616,,BSDC91,,1,ok,3239,3239,100,11,0
1616,,BSDC91,,2,ok,2994,2994,100,11,0
1616,,BSDC91,,3,ok,2693,2693,100,11,0
1616,,BSDC91,,4,ok,3012,3012,100,11,0
1616,,BSDC91,,5,ok,3259,3259,90,10,1
1616,,BSDC91,,6,ok,2813,2813,45,5,6
1616,,BSDC91,,7,reject,2597,3764,36,4,7
4362,,BSF66F,,0,ok,3716,3716,100,9,0
4362,,BSF66F,,1,ok,2489,2489,100,9,0
4362,,BSF66F,,2,ok,2165,2165,100,9,0
4362,,BSF66F,,3,ok,3454,3454,100,9,0
1617,,BSDC91,,0,reject,2928,3561,25,3,9
1617,,BSDC91,,1,ok,2956,2956,100,12,0
1617,,BSDC91,,2,ok,2939,2939,100,12,0
1617,,BSDC91,,3,ok,2743,2743,100,12,0
1617,,BSDC91,,4,ok,2868,2868,100,12,0
1617,,BSDC91,,5,reject,3713,3259,83,10,2
4363,,BSF66F,,4,ok,3815,3815,100,10,0
4363,,BSF66F,,5,ok,2368,2368,100,10,0
4363,,BSF66F,,6,ok,2010,2010,70,7,3
1618,,BSDC91,,0,reject,3001,3561,23,3,10
1618,,BSDC91,,1,ok,3248,3248,100,13,0
1618,,BSDC91,,2,ok,3057,3057,100,13,0
1618,,BSDC91,,3,ok,2912,2912,100,13,0
1618,,BSDC91,,4,ok,2877,2877,100,13,0
1618,,BSDC91,,5,ok,3062,3062,84,11,2
1618,,BSDC91,,6,ok,2485,2485,53,7,6
4364,,BSF66F,,0,ok,3752,3752,100,10,0
4364,,BSF66F,,1,ok,2552,2552,100,10,0
1619,,BSDC91,,1,timeout,0,3248,92,13,1
1619,,BSDC91,,3,ok,3004,3004,100,14,0
4399,,BS2DCE,,0,ok,3019,3019,57,4,3
4365,,BSF66F,,4,ok,3693,3693,100,11,0
4365,,BSF66F,,5,ok,2358,2358,100,11,0
4365,,BSF66F,,6,ok,1994,1994,72,8,3
4365,,BSF66F,,7,ok,3444,3444,100,11,0
4399,,BS2DCE,,1,ok,2051,2051,100,7,0
4399,,BS2DCE,,2,ok,3179,3179,100,7,0
4399,,BS2DCE,,3,ok,3797,3797,85,6,1
4399,,BS2DCE,,4,ok,2971,2971,85,6,1
4399,,BS2DCE,,5,ok,1938,1938,100,7,0
4399,,BS2DCE,,6,ok,2921,2921,100,7,0
1620,,BSDC91,,1,ok,2663,2663,93,14,1
1620,,BSDC91,,3,ok,3327,3327,100,15,0
1620,,BSDC91,,4,ok,3124,3124,93,14,1
1620,,BSDC91,,5,ok,2569,2569,86,13,2
4400,,BS2DCE,,1,ok,2493,2493,100,8,0
4400,,BS2DCE,,2,ok,3069,3069,100,8,0
4366,,BSF66F,,0,ok,3743,3743,100,11,0
4366,,BSF66F,,1,ok,2495,2495,100,11,0
4366,,BSF66F,,2,ok,2158,2158,100,11,0
1621,,BSDC91,,1,ok,2519,2519,93,15,1
1621,,BSDC91,,3,ok,3384,3384,100,16,0
1621,,BSDC91,,4,ok,3266,3266,93,15,1
4367,,BSF66F,,4,ok,3837,3837,100,12,0
4367,,BSF66F,,5,ok,2367,2367,100,12,0
4401,,BS2DCE,,1,ok,2656,2656,100,9,0
4401,,BS2DCE,,2,ok,3098,3098,100,9,0
4401,,BS2DCE,,5,ok,2717,2717,100,9,0
4401,,BS2DCE,,7,ok,2976,2976,100,9,0
1622,,BSDC91,,1,ok,2355,2355,94,16,1
1622,,BSDC91,,3,ok,3508,3508,100,17,0
4402,,BS2DCE,,1,ok,2683,2683,100,10,0
4402,,BS2DCE,,2,ok,3074,3074,100,10,0
4402,,BS2DCE,,5,ok,2701,2701,100,10,0
4368,,BSF66F,,0,ok,3717,3717,100,12,0
4368,,BSF66F,,1,ok,2472,2472,100,12,0
4368,,BSF66F,,2,ok,2155,2155,100,12,0
4368,,BSF66F,,3,ok,3469,3469,100,12,0
1623,,BSDC91,,1,ok,2149,2149,94,17,1
1623,,BSDC91,,3,ok,3700,3700,100,18,0
1623,,BSDC91,,4,ok,3712,3712,94,17,1
1623,,BSDC91,,5,ok,1873,1873,88,16,2
4369,,BSF66F,,4,ok,3808,3808,100,13,0
4369,,BSF66F,,5,ok,2375,2375,100,13,0
4369,,BSF66F,,6,ok,2010,2010,76,10,3
4403,,BS2DCE,,1,ok,2846,2846,100,11,0
4403,,BS2DCE,,2,ok,2884,2884,100,11,0
1624,,BSDC91,,1,ok,1926,1926,94,18,1
1624,,BSDC91,,3,ok,3747,3747,100,19,0
1624,,BSDC91,,5,ok,1854,1854,89,17,2
4404,,BS2DCE,,1,ok,2960,2960,100,12,0
4404,,BS2DCE,,2,ok,2944,2944,100,12,0
4404,,BS2DCE,,5,ok,2843,2843,100,12,0
4404,,BS2DCE,,7,ok,2788,2788,100,12,0
1625,,BSDC91,,1,ok,1844,1844,95,19,1
1625,,BSDC91,,3,ok,3825,3825,100,20,0
4370,,BSF66F,,0,ok,3726,3726,100,13,0
4370,,BSF66F,,1,ok,2476,2476,100,13,0
4405,,BS2DCE,,1,ok,3035,3035,100,13,0
4405,,BS2DCE,,2,ok,2933,2933,100,13,0
4405,,BS2DCE,,5,ok,3049,3049,100,13,0
1626,,BSDC91,,1,ok,1967,1967,95,20,1
1626,,BSDC91,,3,ok,3489,3489,100,21,0
1626,,BSDC91,,4,ok,2945,2945,95,20,1
1626,,BSDC91,,5,ok,2173,2173,90,19,2
4371,,BSF66F,,4,ok,3763,3763,100,14,0
4371,,BSF66F,,5,ok,2329,2329,100,14,0
4371,,BSF66F,,6,ok,1997,1997,78,11,3
4371,,BSF66F,,7,ok,3513,3513,100,14,0
4406,,BS2DCE,,1,ok,3520,3520,100,14,0
4406,,BS2DCE,,2,ok,2937,2937,100,14,0
1627,,BSDC91,,1,ok,2552,2552,95,21,1
1627,,BSDC91,,3,ok,3749,3749,100,22,0
1627,,BSDC91,,4,ok,2972,2972,95,21,1
4407,,BS2DCE,,1,ok,2834,2834,100,15,0
4407,,BS2DCE,,2,ok,2831,2831,100,15,0
4407,,BS2DCE,,5,ok,2884,2884,100,15,0
4407,,BS2DCE,,7,ok,3003,3003,100,15,0
4372,,BSF66F,,0,ok,3723,3723,100,14,0
4372,,BSF66F,,1,ok,2493,2493,100,14,0
4372,,BSF66F,,2,ok,2157,2157,100,14,0
1628,,BSDC91,,1,ok,2236,2236,95,22,1
1628,,BSDC91,,3,ok,3441,3441,100,23,0
4373,,BSF66F,,4,ok,3743,3743,100,15,0
4373,,BSF66F,,5,ok,2319,2319,100,15,0
4408,,BS2DCE,,1,ok,2738,2738,100,16,0
4408,,BS2DCE,,2,ok,2745,2745,100,16,0
4408,,BS2DCE,,5,ok,2688,2688,100,16,0
1629,,BSDC91,,3,ok,3240,3240,100,24,0
1629,,BSDC91,,1,ok,2178,2178,95,23,1
1629,,BSDC91,,4,ok,2656,2656,95,23,1
1629,,BSDC91,,5,ok,2487,2487,91,22,2
4409,,BS2DCE,,1,ok,2625,2625,100,17,0
4409,,BS2DCE,,2,ok,2687,2687,100,17,0
4374,,BSF66F,,0,ok,3714,3714,100,15,0
4374,,BSF66F,,1,ok,2494,2494,100,15,0
4374,,BSF66F,,2,ok,2148,2148,100,15,0
4374,,BSF66F,,3,ok,3466,3466,100,15,0
1630,,BSDC91,,1,ok,2307,2307,96,24,1
1630,,BSDC91,,3,ok,3095,3095,100,25,0
1630,,BSDC91,,4,ok,2553,2553,96,24,1
4375,,BSF66F,,4,ok,3783,3783,100,16,0
4375,,BSF66F,,5,ok,2376,2376,100,16,0
4375,,BSF66F,,6,ok,1999,1999,81,13,3
