sweep,conn_id,peer_name,tag_id,plan,pmode,quality_flag_percent,targets,statuses,qualities
4351,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
4352,,BSF66F,,cal_static,4,93,"E,F,G,H","ok,ok,ok,ok","100,100,75,100"
4353,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
4354,,BSF66F,,cal_static,4,95,"E,F,G,H","ok,ok,ok,ok","100,100,80,100"
4355,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
4356,,BSF66F,,cal_static,4,91,"E,F,G,H","ok,ok,timeout,ok","100,100,66,100"
4357,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
4358,,BSF66F,,cal_static,4,92,"E,F,G,H","ok,ok,ok,ok","100,100,71,100"
4359,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
4360,,BSF66F,,cal_static,4,93,"E,F,G,H","ok,ok,ok,ok","100,100,75,100"
4361,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
4362,,BSF66F,,cal_static,4,91,"E,F,G,H","ok,ok,timeout,ok","100,100,66,100"
4363,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
4364,,BSF66F,,cal_static,4,92,"E,F,G,H","ok,ok,ok,ok","100,100,70,100"
4365,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
4366,,BSF66F,,cal_static,4,93,"E,F,G,H","ok,ok,ok,ok","100,100,72,100"
1620,,BSDC91,,cal_roto,5,92,"B,D,E,F","timeout,ok,timeout,ok","92,100,92,85"
1621,,BSDC91,,cal_roto,5,93,"B,D,E,F","ok,ok,ok,ok","93,100,93,86"
4401,,BS2DCE,,cal_roto,5,100,"B,C,F,H","ok,ok,ok,ok","100,100,100,100"
4367,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1622,,BSDC91,,cal_roto,5,93,"D,B,E,F","ok,ok,ok,ok","100,93,93,87"
4368,,BSF66F,,cal_static,4,93,"E,F,G,H","ok,ok,ok,ok","100,100,75,100"
4402,,BS2DCE,,cal_roto,5,100,"B,C,F,H","ok,ok,ok,ok","100,100,100,100"
1623,,BSDC91,,cal_roto,5,94,"D,B,E,F","ok,ok,ok,ok","100,94,94,88"
4403,,BS2DCE,,cal_roto,5,100,"C,B,F,H","ok,ok,ok,ok","100,100,100,100"
4369,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1624,,BSDC91,,cal_roto,5,94,"B,D,E,F","ok,ok,ok,ok","94,100,94,88"
4404,,BS2DCE,,cal_roto,5,100,"B,C,F,H","ok,ok,ok,ok","100,100,100,100"
1625,,BSDC91,,cal_roto,5,94,"B,D,F,E","ok,ok,ok,ok","94,100,89,94"
4370,,BSF66F,,cal_static,4,94,"E,F,G,H","ok,ok,ok,ok","100,100,76,100"
4405,,BS2DCE,,cal_roto,5,100,"B,C,F,H","ok,ok,ok,ok","100,100,100,100"
1626,,BSDC91,,cal_roto,5,95,"B,D,E,F","ok,ok,ok,ok","95,100,95,90"
4406,,BS2DCE,,cal_roto,5,100,"B,C,F,H","ok,ok,ok,ok","100,100,100,100"
4371,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1627,,BSDC91,,cal_roto,5,95,"B,D,E,F","ok,ok,ok,ok","95,100,95,90"
4372,,BSF66F,,cal_static,4,94,"E,F,G,H","ok,ok,ok,ok","100,100,78,100"
4407,,BS2DCE,,cal_roto,5,100,"B,C,H,F","ok,ok,ok,ok","100,100,100,100"
1628,,BSDC91,,cal_roto,5,95,"B,D,E,F","ok,ok,ok,ok","95,100,95,90"
4408,,BS2DCE,,cal_roto,5,100,"B,C,H,F","ok,ok,ok,ok","100,100,100,100"
4373,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1629,,BSDC91,,cal_roto,5,95,"B,D,E,F","ok,ok,ok,ok","95,100,95,91"
4374,,BSF66F,,cal_static,4,95,"E,F,G,H","ok,ok,ok,ok","100,100,80,100"
4409,,BS2DCE,,cal_roto,5,100,"B,C,F,H","ok,ok,ok,ok","100,100,100,100"
1630,,BSDC91,,cal_roto,5,95,"D,B,E,F","ok,ok,ok,ok","100,95,95,91"
4410,,BS2DCE,,cal_roto,5,100,"B,C,F,H","ok,ok,ok,ok","100,100,100,100"
4375,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1631,,BSDC91,,cal_roto,5,96,"D,B,E,F","ok,ok,ok,ok","100,96,96,92"
4411,,BS2DCE,,cal_roto,5,100,"C,B,F,H","ok,ok,ok,ok","100,100,100,100"
4376,,BSF66F,,cal_static,4,95,"E,F,G,H","ok,ok,ok,ok","100,100,81,100"
1632,,BSDC91,,cal_roto,5,96,"B,D,E,F","ok,ok,ok,ok","96,100,96,92"
4412,,BS2DCE,,cal_roto,5,98,"B,C,F,H","ok,ok,ok,reject","100,100,100,94"
1633,,BSDC91,,cal_roto,5,96,"B,D,F,E","ok,ok,ok,ok","96,100,92,96"
4413,,BS2DCE,,cal_roto,5,100,"B,C,F,G","ok,ok,ok,ok","100,100,100,100"
4414,,BS2DCE,,cal_roto,5,100,"B,C,F,G","ok,ok,ok,ok","100,100,100,100"
4377,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1634,,BSDC91,,cal_roto,5,96,"B,D,E,F","ok,ok,ok,ok","96,100,96,92"
4378,,BSF66F,,cal_static,4,95,"E,F,G,H","ok,ok,ok,ok","100,100,82,100"
4415,,BS2DCE,,cal_roto,5,100,"B,C,G,F","ok,ok,ok,ok","100,100,100,100"
1635,,BSDC91,,cal_roto,5,96,"B,D,E,F","ok,ok,ok,ok","96,100,96,93"
4416,,BS2DCE,,cal_roto,5,100,"B,C,F,G","ok,ok,ok,ok","100,100,100,100"
4379,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1636,,BSDC91,,cal_roto,5,96,"B,D,E,F","ok,ok,ok,ok","96,100,96,93"
4380,,BSF66F,,cal_static,4,95,"E,F,G,H","ok,ok,ok,ok","100,100,83,100"
4417,,BS2DCE,,cal_roto,5,100,"B,C,F,G","ok,ok,ok,ok","100,100,100,100"
1637,,BSDC91,,cal_roto,5,96,"B,D,E,F","ok,ok,ok,ok","96,100,96,93"
4418,,BS2DCE,,cal_roto,5,100,"B,C,F,G","ok,ok,ok,ok","100,100,100,100"
4381,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1638,,BSDC91,,cal_roto,5,96,"D,B,E,F","ok,ok,ok,ok","100,96,96,93"
4382,,BSF66F,,cal_static,4,96,"E,F,G,H","ok,ok,ok,ok","100,100,84,100"
4419,,BS2DCE,,cal_roto,5,100,"C,B,F,G","ok,ok,ok,ok","100,100,100,100"
1639,,BSDC91,,cal_roto,5,98,"D,B,E,F","ok,ok,ok,ok","100,100,100,94"
4383,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
4420,,BS2DCE,,cal_roto,5,99,"B,C,F,G","timeout,ok,ok,ok","96,100,100,100"
1640,,BSDC91,,cal_roto,5,98,"B,D,E,F","ok,ok,ok,ok","100,100,100,94"
4421,,BS2DCE,,cal_roto,5,99,"B,C,F,G","ok,ok,ok,ok","96,100,100,100"
4384,,BSF66F,,cal_static,4,96,"E,F,G,H","ok,ok,ok,ok","100,100,85,100"
4422,,BS2DCE,,cal_roto,5,99,"B,C,F,G","ok,ok,ok,ok","96,100,100,100"
1641,,BSDC91,,cal_roto,5,98,"B,D,F,E","ok,ok,ok,ok","100,100,94,100"
4423,,BS2DCE,,cal_roto,5,99,"B,C,G,F","ok,ok,ok,ok","96,100,100,100"
4385,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1642,,BSDC91,,cal_roto,5,98,"B,D,E,F","ok,ok,ok,ok","100,100,100,95"
4386,,BSF66F,,cal_static,4,96,"E,F,G,H","ok,ok,ok,ok","100,100,85,100"
4424,,BS2DCE,,cal_roto,5,99,"B,C,F,G","ok,ok,ok,ok","96,100,100,100"
1643,,BSDC91,,cal_roto,5,98,"B,D,E,F","ok,ok,ok,ok","100,100,100,95"
4425,,BS2DCE,,cal_roto,5,99,"B,C,F,G","ok,ok,ok,ok","96,100,100,100"
4387,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1644,,BSDC91,,cal_roto,5,98,"B,D,E,F","ok,ok,ok,ok","100,100,100,95"
4388,,BSF66F,,cal_static,4,96,"E,F,G,H","ok,ok,ok,ok","100,100,86,100"
4426,,BS2DCE,,cal_roto,5,100,"B,C,F,G","ok,ok,ok,ok","100,100,100,100"
1645,,BSDC91,,cal_roto,5,98,"B,D,E,F","ok,ok,ok,ok","100,100,100,95"
4389,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,pending","100,100,100,0"
1646,,BSDC91,,cal_roto,5,98,"D,B,E,F","ok,ok,ok,ok","100,100,100,95"
4427,,BS2DCE,,cal_roto,5,100,"C,B,F,G","ok,ok,ok,ok","100,100,100,100"
4390,,BSF66F,,cal_static,4,96,"E,F,G,H","ok,ok,ok,ok","100,100,86,100"
4428,,BS2DCE,,cal_roto,5,100,"B,C,F,G","ok,ok,ok,ok","100,100,100,100"
1647,,BSDC91,,cal_roto,5,99,"D,B,E,F","ok,ok,ok,ok","100,100,100,96"
4429,,BS2DCE,,cal_roto,5,100,"B,C,F,G","ok,ok,ok,ok","100,100,100,100"
4391,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1648,,BSDC91,,cal_roto,5,99,"B,D,E,F","ok,ok,ok,ok","100,100,100,96"
4392,,BSF66F,,cal_static,4,96,"E,F,G,H","ok,ok,ok,ok","100,100,87,100"
4430,,BS2DCE,,cal_roto,5,100,"B,C,F,G","ok,ok,ok,ok","100,100,100,100"
1649,,BSDC91,,cal_roto,5,99,"B,D,F,E","ok,ok,ok,ok","100,100,96,100"
4393,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
4431,,BS2DCE,,cal_roto,5,100,"B,C,G,F","ok,ok,ok,ok","100,100,100,100"
1650,,BSDC91,,cal_roto,5,99,"B,D,E,F","ok,ok,ok,ok","100,100,100,96"
4394,,BSF66F,,cal_static,4,97,"E,F,G,H","ok,ok,ok,ok","100,100,88,100"
4432,,BS2DCE,,cal_roto,5,100,"B,C,F,G","ok,ok,ok,ok","100,100,100,100"
1651,,BSDC91,,cal_roto,5,99,"B,D,E,F","ok,ok,ok,ok","100,100,100,96"
4433,,BS2DCE,,cal_roto,5,100,"B,C,F,G","ok,ok,ok,ok","100,100,100,100"
4395,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1652,,BSDC91,,cal_roto,5,99,"B,D,E,F","ok,ok,ok,ok","100,100,100,96"
4434,,BS2DCE,,cal_roto,5,100,"B,C,F,G","ok,ok,ok,ok","100,100,100,100"
4396,,BSF66F,,cal_static,4,97,"E,F,G,H","ok,ok,ok,ok","100,100,88,100"
1653,,BSDC91,,cal_roto,5,99,"B,D,E,F","ok,ok,ok,ok","100,100,100,96"
4397,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
4435,,BS2DCE,,cal_roto,5,100,"C,B,F,G","ok,ok,ok,ok","100,100,100,100"
1654,,BSDC91,,cal_roto,5,99,"D,B,E,F","ok,ok,ok,ok","100,100,100,96"
4398,,BSF66F,,cal_static,4,97,"E,F,G,H","ok,ok,ok,ok","100,100,88,100"
4436,,BS2DCE,,cal_roto,5,100,"B,C,F,G","ok,ok,ok,ok","100,100,100,100"
1655,,BSDC91,,cal_roto,5,100,"D,B,E,F","ok,ok,ok,ok","100,100,100,100"
4437,,BS2DCE,,cal_roto,5,100,"B,C,F,G","ok,ok,ok,ok","100,100,100,100"
4399,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1656,,BSDC91,,cal_roto,5,100,"B,D,E,F","ok,ok,ok,ok","100,100,100,100"
4438,,BS2DCE,,cal_roto,5,100,"B,C,F,G","ok,ok,ok,ok","100,100,100,100"
4400,,BSF66F,,cal_static,4,97,"E,F,G,H","ok,ok,ok,ok","100,100,89,100"
1657,,BSDC91,,cal_roto,5,100,"B,D,F,E","ok,ok,ok,ok","100,100,100,100"
4401,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
4439,,BS2DCE,,cal_roto,5,100,"B,C,G,F","ok,ok,ok,ok","100,100,100,100"
1658,,BSDC91,,cal_roto,5,100,"B,D,E,F","ok,ok,ok,ok","100,100,100,100"
4402,,BSF66F,,cal_static,4,97,"E,F,G,H","ok,ok,ok,ok","100,100,89,100"
4440,,BS2DCE,,cal_roto,5,100,"B,C,F,G","ok,ok,ok,ok","100,100,100,100"
1659,,BSDC91,,cal_roto,5,100,"B,D,E,F","ok,ok,ok,ok","100,100,100,100"
4403,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
4441,,BS2DCE,,cal_roto,5,100,"B,C,F,G","ok,ok,ok,ok","100,100,100,100"
1660,,BSDC91,,cal_roto,5,100,"B,D,E,F","ok,ok,ok,ok","100,100,100,100"
4404,,BSF66F,,cal_static,4,97,"E,F,G,H","ok,ok,ok,ok","100,100,90,100"
4442,,BS2DCE,,cal_roto,5,100,"B,C,F,G","ok,ok,ok,ok","100,100,100,100"
1661,,BSDC91,,cal_roto,5,100,"B,D,E,F","ok,ok,ok,ok","100,100,100,100"
4405,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
4443,,BS2DCE,,cal_roto,5,100,"C,B,F,G","ok,ok,ok,ok","100,100,100,100"
1662,,BSDC91,,cal_roto,5,100,"D,B,E,F","ok,ok,ok,ok","100,100,100,100"
4406,,BSF66F,,cal_static,4,97,"E,F,G,H","ok,ok,ok,ok","100,100,90,100"
4444,,BS2DCE,,cal_roto,5,100,"B,C,F,G","ok,ok,ok,ok","100,100,100,100"
1663,,BSDC91,,cal_roto,5,100,"D,B,E,F","ok,ok,ok,ok","100,100,100,100"
4445,,BS2DCE,,cal_roto,5,100,"B,C,F,G","ok,ok,ok,ok","100,100,100,100"
4407,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1664,,BSDC91,,cal_roto,5,100,"B,D,E,F","ok,ok,ok,ok","100,100,100,100"
4408,,BSF66F,,cal_static,4,97,"E,F,G,H","ok,ok,ok,ok","100,100,90,100"
4446,,BS2DCE,,cal_roto,5,100,"B,C,F,G","ok,ok,ok,ok","100,100,100,100"
1665,,BSDC91,,cal_roto,5,100,"B,D,F,E","ok,ok,ok,ok","100,100,100,100"
4409,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
4447,,BS2DCE,,cal_roto,5,100,"B,C,G,F","ok,ok,ok,ok","100,100,100,100"
1666,,BSDC91,,cal_roto,5,100,"B,D,E,F","ok,ok,ok,ok","100,100,100,100"
4448,,BS2DCE,,cal_roto,5,100,"B,C,F,G","ok,ok,ok,ok","100,100,100,100"
4410,,BSF66F,,cal_static,4,98,"E,F,G,H","ok,ok,ok,ok","100,100,94,100"
1667,,BSDC91,,cal_roto,5,100,"B,D,E,F","ok,ok,ok,ok","100,100,100,100"
4449,,BS2DCE,,cal_roto,5,100,"B,C,F,G","ok,ok,ok,ok","100,100,100,100"
4411,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1668,,BSDC91,,cal_roto,5,100,"B,D,E,F","ok,ok,ok,ok","100,100,100,100"
4450,,BS2DCE,,cal_roto,5,100,"B,C,F,G","ok,ok,ok,ok","100,100,100,100"
