tag_delay_mm,n_static_cases,n_residuals,raw_rms,raw_p50_abs,raw_p95_abs,norm_rms,case_rms_median,case_rms_p95,status
-120.0,23,184,111.45854064937913,49.28610060731421,231.27204285330788,4.144689513306597,104.52164412450134,164.9492226622602,ok
-119.0,23,184,110.85491809535259,49.64551427056949,229.9806059626902,4.121051747826036,103.94954588863794,163.85939422606577,ok
-118.0,23,184,110.2524449634459,49.39107370645024,228.6869460904246,4.097418149209899,103.37716047081595,162.7668183006448,ok
-117.0,23,184,109.6515152871811,48.55270079633078,227.3910550458253,4.0738043333575,102.8044992998961,161.67150331623765,ok
-116.0,23,184,109.05112204696265,48.2815374186041,226.08838807784122,4.05019161086078,102.23157381937564,160.57345945934287,ok
-115.0,23,184,108.44834656451584,48.549248499447,224.74017482939993,4.0264845159628475,101.65839520323327,159.47269873870948,ok
-114.0,23,184,107.84271364133582,48.5210786953694,223.38995222019264,4.002718349668804,101.0849749998001,158.36923505330256,ok
-113.0,23,184,107.23865195489508,48.503175951970434,222.0375191128486,3.9789643484510298,100.5113250650751,157.26308426227797,ok
-112.0,23,184,106.63584486401541,48.89048961661865,220.68287596910355,3.9552062221706366,99.93746625060176,156.1542642569961,ok
-111.0,23,184,106.03291747047413,49.1522301409309,219.3260192364146,3.9313693021364133,99.36359247605617,155.04279503511208,ok
-110.0,23,184,105.42963690568564,48.917303714540594,217.96694535267585,3.907443621609254,98.78958479858944,153.92869877677677,ok
-109.0,23,184,104.82843139496653,48.34888584318969,216.60565074597483,3.8835165006230064,98.2154576044533,152.82251166996687,ok
-108.0,23,184,104.22756643298857,47.74941557234661,215.31384063245335,3.859567975851228,97.64122563730486,151.72259127948033,ok
-107.0,23,184,103.6281250972653,47.573067415092055,214.18346588954364,3.835633442552833,97.06690400775949,150.62065096772128,ok
-106.0,23,184,103.02985312475617,47.49807656296821,213.0509851637877,3.8116501125316202,96.49250820324764,149.51670341044647,ok
-105.0,23,184,102.42975959848971,47.053553902423914,211.9167215932398,3.78756368024745,95.91780740177231,148.37025204558842,ok
-104.0,23,184,101.83043244184718,46.455098241873316,210.78082975734324,3.763495944020169,95.34294621946249,147.20765515966053,ok
-103.0,23,184,101.2331478563732,45.85273087492726,209.64330703456108,3.7394895671391004,94.72986072272928,146.0441625245777,ok
-102.0,23,184,100.63015070812446,45.2773986663334,208.50415081320818,3.715275716095495,93.98418903509716,144.8798450306654,ok
-101.0,23,184,100.02603129755494,44.903647623129245,207.36335849238958,3.6910446655906664,93.23890330767976,143.71477364422654,ok
-100.0,23,184,99.4237559774458,44.60594914335479,206.22092748303973,3.6668520424910596,92.494058271767,142.54901948290862,ok
-99.0,23,184,98.82316160664409,44.11780654789368,205.07683140693533,3.642689603238994,91.74971073965236,141.3826538992421,ok
-98.0,23,184,98.22388327818773,43.63396315964883,203.9310790951777,3.618550458176122,91.00588106321915,140.2114266671255,ok
-97.0,23,184,97.62580697580228,43.14886888427941,202.78367851433367,3.594456057638318,90.26266730992359,139.02645592751134,ok
-96.0,23,184,97.0289939719083,43.54429596790487,201.6346270442,3.570414408415497,89.52013464719778,137.84142785363312,ok
-95.0,23,184,96.43455611396976,43.46330927825579,200.48397682572718,3.546446861971073,88.77834772157912,136.6564272307352,ok
-94.0,23,184,95.83921726089793,43.38210442406671,199.3317153100625,3.5224934258447553,88.03706003607688,135.80746843076898,ok
-93.0,23,184,95.24029907156164,43.30173588080493,198.17779934850503,3.498506464809081,87.29664828922091,135.19955852933262,ok
-92.0,23,184,94.64218252166373,42.78907191950566,197.02222655491678,3.474502201549715,86.55718657308321,134.59161329818107,ok
-91.0,23,184,94.03971354719089,42.29629632371007,195.83169576628433,3.4503156645962467,85.81949021909034,133.9836531403727,ok
-90.0,23,184,93.43945131831076,41.802322655102216,194.3111512961974,3.426220033073325,85.08323094038165,133.3756985866081,ok
-89.0,23,184,92.84339597505318,41.38537273436009,192.78848071572287,3.4023297015788243,84.34834793112049,132.7677536853342,ok
-88.0,23,184,92.24852026878158,41.19035052118352,191.2638129430346,3.378391710124535,83.61492916061204,132.12089610756635,ok
-87.0,23,184,91.65871878101099,40.99463538991961,189.7373958870134,3.3543736359075593,82.88306570031871,131.45678403375283,ok
-86.0,23,184,91.07218500149844,40.78942945963763,188.21291750622674,3.3304392007577843,82.15341450533867,130.7900111012503,ok
-85.0,23,184,90.48354513818552,40.99343875235786,186.69476721884578,3.3064332377481556,81.42548519120373,130.12109564817248,ok
-84.0,23,184,89.89791496127428,41.226973337102436,185.1749014476378,3.2824810495694283,80.69936772914888,129.45204865302887,ok
-83.0,23,184,89.31570476749292,41.46003432297039,183.65332374649998,3.258588510277602,79.97515601159884,128.78289227080248,ok
-82.0,23,184,88.73686692376506,41.70236937065238,182.1300377422797,3.2348686245004146,79.25294667411916,128.11364918855082,ok
-81.0,23,184,88.15750983945185,41.36217379455502,180.60485389272597,3.2112656645465503,78.53425957877597,127.44008379586039,ok
-80.0,23,184,87.5738413647827,41.53625592410481,179.07792366707116,3.1877164351853664,77.81863170889545,126.76569259917851,ok
-79.0,23,184,86.99233349888627,41.23680714310444,177.54923218117665,3.164338576063032,77.10520054196559,126.09069450369553,ok
-78.0,23,184,86.4155837561271,40.827483289102474,176.01868257226556,3.1411520436807616,76.39441995855647,125.41558217745272,ok
-77.0,23,184,85.84366503399148,40.38351616427781,174.48641180696626,3.118154257501653,75.68641379144844,124.74039018597688,ok
-76.0,23,184,85.27575433945678,40.853543746866535,172.95228867515905,3.095269187302838,74.98733668854457,124.0617902434974,ok
-75.0,23,184,84.71358031036482,40.460685429738305,171.18356869971484,3.072543299942857,74.3336006048726,123.38322205240318,ok
-74.0,23,184,84.1564421759761,40.39047104004112,169.00839307235233,3.0500290781416894,73.6800412985574,122.70483487911685,ok
-73.0,23,184,83.60247964311372,40.319198905897565,166.84893666182003,3.0276493884895714,73.02669779106677,122.02667875058384,ok
-72.0,23,184,83.05008244648972,39.46734788067897,164.70562970304712,3.0055591398565924,72.37361070954863,121.34864479294842,ok
-71.0,23,184,82.50289900909709,39.48757275751291,162.57886897631877,2.9837236478350486,71.72082235921805,120.67090591508743,ok
-70.0,23,184,81.96513392240135,39.72986058322954,160.50255814972334,2.9622813377015733,71.06837679928391,119.9935364301555,ok
-69.0,23,184,81.43609880965558,39.174940163508154,158.4837025090086,2.9412362266921575,70.41634504143842,119.37897587454152,ok
-68.0,23,184,80.91234731571606,39.02462386664979,156.4802652615846,2.920427689657835,69.57092691949975,118.78621953562062,ok
-67.0,23,184,80.3945107752943,39.21939228431938,154.52862797964465,2.8998653438384725,68.78969254514247,118.19380253876712,ok
-66.0,23,184,79.8825011239274,38.88788472216834,152.88443932699553,2.8795524685688005,68.12366206792392,117.60165376379217,ok
-65.0,23,184,79.37559025205094,38.72820494485654,151.32036668288058,2.8594846509857064,67.46115153252197,117.00979473386106,ok
-64.0,23,184,78.87384706786747,38.64892072683142,149.97097801033064,2.8396630186483387,66.802555062147,116.41824832861798,ok
-63.0,23,184,78.37802110935058,38.12008970093393,148.92820443305868,2.8201046507769085,66.14859526358201,115.82703776810459,ok
-62.0,23,184,77.88843983307619,37.47041434057314,147.8839000421051,2.800813890081456,65.49941682784717,115.23618660772168,ok
-61.0,23,184,77.40476156129999,36.82040421332363,146.83806347601956,2.7817984765066677,64.85529653502988,114.6457187319823,ok
-60.0,23,184,76.92447769847536,36.17008290935155,144.82213714862655,2.763007270075513,64.2163824137081,114.05563551645089,ok
-59.0,23,184,76.44817561895773,35.49074144988913,143.60845363920936,2.744424779524946,63.58281707258653,113.46588094874554,ok
-58.0,23,184,75.97504806500775,34.7640390777666,142.84632853670334,2.726063399960729,62.95473580442093,112.87656726045114,ok
-57.0,23,184,75.5083417118238,34.48823299157584,142.07103196706103,2.707982777926805,62.3241324129178,112.28771760737747,ok
-56.0,23,184,75.04698638823355,34.05031762067733,141.05667864740477,2.6901277469661222,61.680803846708685,111.69937079791394,ok
-55.0,23,184,74.5945315117973,33.41776113632568,139.79951739224376,2.6725841389223453,61.043527191526174,111.11155454590025,ok
-54.0,23,184,74.14906395112598,33.33845444788426,138.539753607819,2.655355420953388,60.41247876367312,110.52429696294327,ok
