version,eval_set,pair,measured_mm,predicted_mm,residual_mm,abs_residual_mm
v4-io-td,last500,A-B,3007.933236574746,2981.662367890712,-26.270868684033758,26.270868684033758
v4-io-td,last500,A-C,5531.585365853659,5540.654543246269,9.069177392610072,9.069177392610072
v4-io-td,last500,A-D,4664.998266897747,4676.9011661063105,11.902899208563213,11.902899208563213
v4-io-td,last500,A-E,1456.8322147651006,1455.2719779042227,-1.5602368608779216,1.5602368608779216
v4-io-td,last500,A-F,3194.6611927398444,3210.515628762483,15.854436022638765,15.854436022638765
v4-io-td,last500,A-G,5760.2,5780.1821118424605,19.982111842460654,19.982111842460654
v4-io-td,last500,A-H,4858.484939066452,4836.06584459097,-22.41909447548187,22.41909447548187
v4-io-td,last500,B-C,4566.530275229358,4564.805576064372,-1.7246991649863048,1.7246991649863048
v4-io-td,last500,B-D,5432.717806041335,5454.958363259158,22.240557217823152,22.240557217823152
v4-io-td,last500,B-E,3213.3323076923075,3225.572828351745,12.240520659437607,12.240520659437607
v4-io-td,last500,B-F,1437.6805111821086,1437.9001943474536,0.21968316534503174,0.21968316534503174
v4-io-td,last500,B-G,4998.5,4985.403919843958,-13.096080156042262,13.096080156042262
v4-io-td,last500,B-H,5659.665753424659,5670.250606343459,10.584852918800607,10.584852918800607
v4-io-td,last500,C-D,3119.9662535748334,3031.321895152225,-88.64435842260855,88.64435842260855
v4-io-td,last500,C-E,5669.0,5756.246871934104,87.24687193410409,87.24687193410409
v4-io-td,last500,C-F,4802.499999999999,4777.772007062587,-24.727992937411727,24.727992937411727
v4-io-td,last500,C-G,1735.3312101910828,1728.787098693082,-6.544111498000802,6.544111498000802
v4-io-td,last500,C-H,3453.5900131406042,3468.825977067419,15.235963926814748,15.235963926814748
v4-io-td,last500,D-E,5093.915608357231,5016.736570309573,-77.17903804765774,77.17903804765774
v4-io-td,last500,D-F,5594.490674318508,5606.7409318679565,12.250257549448179,12.250257549448179
v4-io-td,last500,D-G,3272.29216152019,3292.5971658854005,20.305004365210607,20.305004365210607
v4-io-td,last500,D-H,1524.6286472148543,1520.0772715210232,-4.551375693831005,4.551375693831005
v4-io-td,last500,E-F,2790.5058823529407,2781.2106132837635,-9.295269069177266,9.295269069177266
v4-io-td,last500,E-G,5602.305882352941,5575.164957540661,-27.14092481227999,27.14092481227999
v4-io-td,last500,E-H,4568.435980551054,4731.759447275059,163.3234667240049,163.3234667240049
v4-io-td,last500,F-G,4656.619808306709,4694.517495954,37.897687647290695,37.897687647290695
v4-io-td,last500,F-H,5452.602209944751,5437.0005761409875,-15.601633803763434,15.601633803763434
v4-io-td,last500,G-H,2940.327116212339,2931.8224228446725,-8.504693367666732,8.504693367666732
