row_spec,seed_id,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L19:I1:T6,S03,simulate_imu_prior,0.755614636989776,,,,
R4:L19:I1:T6,S03,cpu_golden,28.495277862006333,,,,
R4:L19:I1:T6,S03,torch_gpu,3.254623510001693,0,1,3.254623510001693,3.254623510001693
R4:L19:I1:T8,S03,simulate_imu_prior,1.0223973270040005,,,,
R4:L19:I1:T8,S03,cpu_golden,20.997230976994615,,,,
R4:L19:I1:T8,S03,torch_gpu,2.24266706299386,0,1,2.24266706299386,2.24266706299386
