experiment_id,deployability,description,track_count,capture_count,sample_err3d_n,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err3d_rmse_mm,trackmedian_horizontal_xz_p95_mm,trackmedian_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_circle_thickness_p95_mm,imu_only_endpoint_drift_3d_trackmedian_mm,imu_only_endpoint_drift_xz_trackmedian_mm,imu_only_drift_rate_3d_trackmedian_mm_s,uwb_update_accept_rate_trackmedian,uwb_innovation_nis_trackmedian,uwb_innovation_nis_p95_trackmedian,raw_range_ge4_ratio_trackmedian,raw_range_full8_ratio_trackmedian,capture_pair_count,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,A,L,I,T,kind,seed_id,experiment_uid,verdict,screening_score,rank,U,P,R
X_A0_L4_I0_T11,imu_only_diagnostic_screening,Phase4 L4 single-I T11.,34,17,40661,25370.760203207596,117505.87165622468,144644.76094930648,65758.56325066242,40661,18779.3709084166,98316.52620747832,127872.37248465732,55807.7382751182,40661,8932.178820928626,60250.961368112396,81156.01574966234,34780.52600820291,34011.26830582286,132424.34902732642,64590.69633533886,96711.1815140178,54174.63716920792,250517.7329586707,249367.95631416052,15154.1945728826,248916.87445480464,630.2930793289702,1189.6912006783532,148351.78403527167,108308.35584784226,1237.2835101438436,nan,nan,nan,nan,nan,17,601764.0225331311,358447.4243347674,1032848.3442981205,A0,L4,I0,T11,imu_only,S00,X_A0_L4_I0_T11__S00,IMU_ONLY_DRIFTS_AS_EXPECTED,626053.0434659811,1374,,,
X_A0_L4_I0_T12,imu_only_diagnostic_screening,Phase4 L4 single-I T12.,34,17,40661,25370.39539103451,117478.14474244596,144619.1690956762,65758.52159063265,40661,18779.01551092319,98318.41647151574,127884.97793307157,55807.70317213962,40661,8931.907073692604,60258.55082079853,81156.7828179517,34780.5035678907,34013.39249472527,132420.7493424007,64590.65197708994,96714.39128456774,54173.41316210909,250802.11440155032,249653.35157575776,15153.742126213383,249203.8181991136,630.0719263599076,1187.5733307477785,148351.78403527167,108308.35584784226,1237.2835101438436,nan,nan,nan,nan,nan,17,602160.0480877918,358476.35523686593,1033133.5116979583,A0,L4,I0,T12,imu_only,S00,X_A0_L4_I0_T12__S00,IMU_ONLY_DRIFTS_AS_EXPECTED,626474.5975255766,1375,,,
X_A0_L4_I1_T11,imu_only_diagnostic_screening,Phase4 L4 single-I T11.,34,17,40661,14012.948738868614,51980.107270977394,65685.29487873251,29849.63507054736,40661,9864.905299361228,43542.60647017886,58162.9022502225,25727.220879344546,40661,3709.6841365044256,23783.29952229106,32527.352394841633,15136.407092512707,14515.609196083335,55331.084294304594,26124.042419774632,41162.13980536669,21460.665860997386,93039.80227823315,92897.52341845498,6085.238330216968,92214.70146631067,475.90729053448695,865.4765843812842,62413.32862169565,44535.87673844991,520.617922542576,nan,nan,nan,nan,nan,17,199607.22590578094,103123.07080754323,375542.2195659538,A0,L4,I1,T11,imu_only,S00,X_A0_L4_I1_T11__S00,IMU_ONLY_DRIFTS_AS_EXPECTED,219713.8975662919,1354,,,
X_A0_L4_I1_T12,imu_only_diagnostic_screening,Phase4 L4 single-I T12.,34,17,40661,14011.016646642689,51975.081139934184,65688.7721283513,29849.615502989196,40661,9864.044769430498,43544.97428634942,58159.783598310416,25727.204214553847,40661,3709.6422951961345,23785.987586318304,32526.660653097748,15136.396829461622,14515.060286656388,55329.34415223345,26124.021479961797,41162.05077583455,21461.60201100084,93072.82920258962,92930.58430277716,6084.976240244823,92248.10378354533,474.0533794262899,862.8353117765871,62413.32862169565,44535.87673844991,520.617922542576,nan,nan,nan,nan,nan,17,199859.09500137795,102849.25330895052,375776.0495833202,A0,L4,I1,T12,imu_only,S00,X_A0_L4_I1_T12__S00,IMU_ONLY_DRIFTS_AS_EXPECTED,219905.74913267532,1355,,,
X_A0_L4_I2_T11,imu_only_diagnostic_screening,Phase4 L4 single-I T11.,34,17,40661,14775.931978398388,63117.887189625224,80706.66961703713,36117.56280558155,40661,10649.345926652735,48562.99683982301,63474.97276365569,28256.87994113827,40661,5641.774821080028,37572.808809173264,51994.51799265001,22495.045654704165,17873.70907698995,64602.76433989235,32331.340439502797,47533.84838967689,31933.526181999565,94998.51214943349,94969.23481086582,7688.5845464178765,92250.6901567422,489.96320416579084,934.8013898756224,71322.10318305428,52860.87492385646,594.8024603287471,nan,nan,nan,nan,nan,17,262572.8585057722,78386.82121475022,538327.2708129222,A0,L4,I2,T11,imu_only,S00,X_A0_L4_I2_T11__S00,IMU_ONLY_DRIFTS_AS_EXPECTED,270411.0226283639,1360,,,
X_A0_L4_I2_T12,imu_only_diagnostic_screening,Phase4 L4 single-I T12.,34,17,40661,14775.348797467916,63115.23813144827,80705.81167553815,36117.53921903236,40661,10648.442621870645,48566.44811145922,63479.35260369951,28256.861306564628,40661,5643.45933024819,37576.70374286074,51988.95315146857,22495.03119224135,17872.69438473143,64604.03073567782,32331.32064386858,47535.242131407904,31933.41663640058,95035.57468467201,95006.3156917836,7688.495164313303,92271.44258168011,489.10482008080066,933.6104224394264,71322.10318305428,52860.87492385646,594.8024603287471,nan,nan,nan,nan,nan,17,262777.9245187408,78419.95924588032,538462.5338120803,A0,L4,I2,T12,imu_only,S00,X_A0_L4_I2_T12__S00,IMU_ONLY_DRIFTS_AS_EXPECTED,270564.37359617726,1361,,,
X_A0_L4_I3_T11,imu_only_diagnostic_screening,Phase4 L4 single-I T11.,34,17,40661,7307.501198122087,29085.540051703283,36837.4413085912,17055.73918386721,40661,5157.663915485849,23088.148187555405,29608.63622136928,13675.670297549554,40661,2743.989721488922,15423.41938907701,21664.933404540414,10191.873283200892,7669.316137485113,30863.99993225342,14800.494829851286,24012.07310571798,14529.309535036558,30415.291000329024,29438.254911692908,3372.6260547755624,25473.54945585091,493.51751868692645,968.7143912306688,35088.18076868067,27099.053205871234,292.54128899387945,nan,nan,nan,nan,nan,17,58630.8130304861,32711.892554400303,123297.13044004417,A0,L4,I3,T11,imu_only,S00,X_A0_L4_I3_T11__S00,IMU_ONLY_DRIFTS_AS_EXPECTED,72250.05996303953,1308,,,
X_A0_L4_I3_T12,imu_only_diagnostic_screening,Phase4 L4 single-I T12.,34,17,40661,7307.030602850634,29084.902636379942,36835.42492809174,17055.7272567621,40661,5156.864418476907,23085.24580293129,29610.86748044249,13675.661172883414,40661,2744.8706773344993,15424.477733661597,21664.64276418428,10191.865567281911,7669.557452395311,30865.47511032285,14800.486184465115,24011.155670981745,14530.061307663495,30421.15537632731,29499.62430912784,3373.026828920382,25550.53585934332,492.35095232430695,967.2205876970729,35088.18076868067,27099.053205871234,292.54128899387945,nan,nan,nan,nan,nan,17,58724.69237766352,32799.45622431589,123409.65372540487,A0,L4,I3,T12,imu_only,S00,X_A0_L4_I3_T12__S00,IMU_ONLY_DRIFTS_AS_EXPECTED,72355.02633504444,1309,,,
X_A0_L4_I4_T11,imu_only_diagnostic_screening,Phase4 L4 single-I T11.,34,17,40661,10892.928057375217,40575.99486914961,50253.29040726075,23679.738153099155,40661,7377.088374881427,31552.112705554548,41513.783939969384,19169.13887588724,40661,3589.9947902488548,22714.506579285826,32943.63304449638,13902.306058934548,11037.463588964463,43178.56112148274,20784.89753141375,30548.427317422153,18249.619056712483,62238.27334011049,62226.037526324,4718.040052547249,58856.25715358977,465.6960999736033,876.164677441325,48301.2493319204,33919.74664728143,402.83454440225273,nan,nan,nan,nan,nan,17,157765.27948594585,75994.18421639028,344718.69955467683,A0,L4,I4,T11,imu_only,S00,X_A0_L4_I4_T11__S00,IMU_ONLY_DRIFTS_AS_EXPECTED,166013.78419844038,1340,,,
X_A0_L4_I4_T12,imu_only_diagnostic_screening,Phase4 L4 single-I T12.,34,17,40661,10893.438729912585,40575.02633255593,50256.34744171321,23679.72286951508,40661,7376.848605422707,31551.64966121028,41516.797816880746,19169.126297244624,40661,3589.6418386506093,22715.348431612234,32943.32952642633,13902.297370482343,11036.470608505486,43180.734552693066,20784.88157944715,30548.421638659507,18250.61314885223,62381.412245360305,62369.28366516637,4715.876852136715,59004.39366688569,463.8767313824143,874.1922958416021,48301.2493319204,33919.74664728143,402.83454440225273,nan,nan,nan,nan,nan,17,158037.3791208245,76169.34929983842,345558.0770525685,A0,L4,I4,T12,imu_only,S00,X_A0_L4_I4_T12__S00,IMU_ONLY_DRIFTS_AS_EXPECTED,166278.08991996804,1341,,,
