row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L2:I3:T6,simulate_imu_prior,0.5955539979913738,,,,
R2:L2:I3:T6,cpu_golden,0.18253507200279273,,,,
R2:L2:I3:T6,torch_gpu,0.45360139998956583,0,1,0.45360139998956583,0.45360139998956583
