26;3996;6808;5929;2084;120;48;1088
CRX;1;1080;4;2841;4098170420;7441;47640;3471;3430;3194;434;61;24;544
CRX;1;1080;1;3247;3901561540;5460;47792;3170;2681;1793;382;61;20;420
CRX;1;1080;2;2683;3967097747;5931;47991;3401;3359;1995;514;61;36;759
CRX;1;1080;6;2477;4216136379;11180;47751;467;6254;6813;2234;123;48;1040
CRX;1;1080;3;2730;4032633994;5943;47726;3275;3291;2231;485;61;20;436
CRX;1;1081;0;2749;2670064088;5159;48060;5218;6383;3745;1958;120;52;1176
CRX;1;1081;4;2850;2932209117;7478;48073;3317;3255;3164;404;61;24;522
CRX;1;1081;1;3250;2735600386;5540;47854;3177;3071;2058;409;61;24;497
CRX;1;1081;2;2679;2801136087;5894;48067;3302;3285;3280;511;61;36;764
CRX;1;1081;6;2481;3050175483;11173;48071;195;6393;6897;2236;122;44;1008
CRX;1;1081;3;2745;2866672773;5942;47721;3400;3464;2569;508;62;24;517
CRX;1;1082;0;2737;1504246769;5185;48077;2664;6295;6419;1946;120;48;1086
CRX;1;1082;4;2834;1766392203;7477;47975;3245;3319;2525;414;62;24;498
CRX;1;1082;1;3253;1569783618;5452;47918;3219;3159;2143;433;62;20;418
CRX;1;1082;2;2694;1635319332;5790;47632;3366;3517;3434;537;62;36;800
CRX;1;1082;6;2490;1884358464;11204;47884;470;6506;6554;2070;122;52;1122
CRX;1;1082;3;2689;1700855925;5967;47713;3448;3348;2746;505;62;24;518
CRX;1;1083;0;2780;336785930;5108;48102;4785;6775;5034;2054;121;48;1039
CRX;1;1083;4;2777;598931245;7714;47889;4009;3975;3879;583;70;28;635
CRX;1;1083;1;3221;402322808;5750;47972;3580;3387;2622;516;66;24;522
CRX;1;1083;2;2665;467858543;5995;47699;3680;3688;3486;609;68;36;765
CRX;1;1083;6;2431;716897403;11270;47687;531;6061;6617;2061;118;44;957
CRX;1;1083;3;2692;533395070;6172;47706;3678;3867;3474;611;69;32;689
CRX;1;1084;0;2738;3424379820;5157;48008;2373;6265;6725;2032;120;44;997
CRX;1;1084;4;2718;3686524949;7720;48121;3535;3615;2097;492;65;24;522
CRX;1;1084;1;3235;3489916210;5644;47902;3146;3087;2433;398;62;24;473
