host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,plan,pmode,solve_reason,quality_flag_percent,active_anchor_count,valid_anchor_count,rms_mm,max_mm,step_mm
2.762685,1777218964.010074,44,,BS2DCE,,cal_roto,5,success,89,4,4,86,119,0
2.98829,1777218964.235679,45,,BS2DCE,,cal_roto,5,success,90,4,4,241,352,0
3.168428,1777218964.415817,46,,BS2DCE,,cal_roto,5,success,90,4,4,252,271,0
3.42906,1777218964.676449,47,,BS2DCE,,cal_roto,5,success,91,4,4,252,271,0
3.586211,1777218964.8336,48,,BS2DCE,,cal_roto,5,pending,88,4,2,0,0,0
3.864834,1777218965.112223,49,,BS2DCE,,cal_roto,5,success,89,4,4,197,296,0
4.021356,1777218965.268745,50,,BS2DCE,,cal_roto,5,success,89,4,4,57,86,0
4.23104,1777218965.478429,51,,BS2DCE,,cal_roto,5,success,90,4,4,89,133,0
4.375578,1777218965.622967,52,,BS2DCE,,cal_roto,5,success,91,4,4,28,37,0
4.531867,1777218965.779256,53,,BS2DCE,,cal_roto,5,pending,90,4,3,0,0,0
4.71319,1777218965.960579,54,,BS2DCE,,cal_roto,5,success,90,4,4,291,447,0
4.740863,1777218965.988252,55,,BS2DCE,,cal_roto,5,pending,89,4,3,0,0,0
4.82404,1777218966.071429,56,,BS2DCE,,cal_roto,5,success,90,4,4,207,317,0
4.914725,1777218966.162114,57,,BS2DCE,,cal_roto,5,pending,90,4,3,0,0,0
5.043369,1777218966.290758,58,,BS2DCE,,cal_roto,5,success,90,4,4,162,247,0
5.177377,1777218966.424766,59,,BS2DCE,,cal_roto,5,success,90,4,4,193,280,0
5.386793,1777218966.634182,60,,BS2DCE,,cal_roto,5,pending,89,4,3,0,0,0
5.665778,1777218966.913167,61,,BS2DCE,,cal_roto,5,success,90,4,4,134,188,0
5.798,1777218967.045389,62,,BS2DCE,,cal_roto,5,pending,89,4,3,0,0,0
5.99883,1777218967.246219,63,,BS2DCE,,cal_roto,5,pending,89,4,3,0,0,0
6.125669,1777218967.373058,64,,BS2DCE,,cal_roto,5,pending,88,4,3,0,0,0
6.256946,1777218967.504335,65,,BS2DCE,,cal_roto,5,success,91,4,4,202,301,0
6.362336,1777218967.609725,66,,BS2DCE,,cal_roto,5,success,91,4,4,195,287,0
6.625208,1777218967.872597,67,,BS2DCE,,cal_roto,5,success,91,4,4,245,358,0
6.753284,1777218968.000673,68,,BS2DCE,,cal_roto,5,success,92,4,4,323,472,0
6.925757,1777218968.173146,69,,BS2DCE,,cal_roto,5,pending,91,4,3,0,0,0
7.053209,1777218968.300598,70,,BS2DCE,,cal_roto,5,success,91,4,4,163,232,0
7.254186,1777218968.501575,71,,BS2DCE,,cal_roto,5,success,92,4,4,230,251,0
7.438268,1777218968.685657,72,,BS2DCE,,cal_roto,5,success,92,4,4,234,341,0
7.66836,1777218968.915749,73,,BS2DCE,,cal_roto,5,success,93,4,4,217,317,0
7.846944,1777218969.094333,74,,BS2DCE,,cal_roto,5,success,93,4,4,174,260,0
8.033443,1777218969.280832,75,,BS2DCE,,cal_roto,5,success,93,4,4,122,188,0
8.185485,1777218969.432874,76,,BS2DCE,,cal_roto,5,success,93,4,4,120,185,0
8.393595,1777218969.640984,77,,BS2DCE,,cal_roto,5,pending,92,4,3,0,0,0
8.515808,1777218969.763197,78,,BS2DCE,,cal_roto,5,pending,92,4,3,0,0,0
8.672366,1777218969.919755,79,,BS2DCE,,cal_roto,5,success,92,4,4,187,288,0
8.806299,1777218970.053688,80,,BS2DCE,,cal_roto,5,pending,91,4,3,0,0,0
8.985822,1777218970.233211,81,,BS2DCE,,cal_roto,5,pending,92,4,3,0,0,0
9.26413,1777218970.511519,82,,BS2DCE,,cal_roto,5,success,92,4,4,174,263,0
9.362977,1777218970.610366,83,,BS2DCE,,cal_roto,5,pending,91,4,3,0,0,0
9.466664,1777218970.714053,84,,BS2DCE,,cal_roto,5,success,92,4,4,160,233,0
9.646972,1777218970.894361,85,,BS2DCE,,cal_roto,5,success,92,4,4,140,169,0
9.722513,1777218970.969902,86,,BS2DCE,,cal_roto,5,pending,91,4,3,0,0,0
9.857024,1777218971.104413,87,,BS2DCE,,cal_roto,5,success,92,4,4,244,337,0
9.984472,1777218971.231861,88,,BS2DCE,,cal_roto,5,success,92,4,4,163,232,0
10.22358,1777218971.470969,89,,BS2DCE,,cal_roto,5,success,93,4,4,165,243,0
10.314531,1777218971.56192,90,,BS2DCE,,cal_roto,5,pending,92,4,3,0,0,0
10.445489,1777218971.692878,91,,BS2DCE,,cal_roto,5,success,92,4,4,206,296,0
10.525238,1777218971.772627,92,,BS2DCE,,cal_roto,5,pending,91,4,3,0,0,0
10.674562,1777218971.921951,93,,BS2DCE,,cal_roto,5,success,92,4,4,205,279,0
10.805959,1777218972.053348,94,,BS2DCE,,cal_roto,5,pending,91,4,3,0,0,0
10.959429,1777218972.206818,95,,BS2DCE,,cal_roto,5,success,91,4,4,27,38,0
11.145899,1777218972.393288,96,,BS2DCE,,cal_roto,5,success,91,4,4,108,145,0
11.394581,1777218972.64197,97,,BS2DCE,,cal_roto,5,pending,92,4,3,0,0,0
11.522358,1777218972.769747,98,,BS2DCE,,cal_roto,5,pending,91,4,3,0,0,0
11.656984,1777218972.904373,99,,BS2DCE,,cal_roto,5,success,91,4,4,248,302,0
11.785404,1777218973.032793,100,,BS2DCE,,cal_roto,5,success,92,4,4,187,273,0
12.039747,1777218973.287136,101,,BS2DCE,,cal_roto,5,success,92,4,4,173,261,0
12.225773,1777218973.473162,102,,BS2DCE,,cal_roto,5,pending,91,4,3,0,0,0
12.455259,1777218973.702648,103,,BS2DCE,,cal_roto,5,success,91,4,4,108,163,0
12.585872,1777218973.833261,104,,BS2DCE,,cal_roto,5,success,92,4,4,27,35,0
12.886629,1777218974.134018,105,,BS2DCE,,cal_roto,5,success,93,4,4,122,184,0
12.965684,1777218974.213073,106,,BS2DCE,,cal_roto,5,pending,92,4,3,0,0,0
13.067211,1777218974.3146,107,,BS2DCE,,cal_roto,5,success,92,4,4,205,318,0
13.171853,1777218974.419242,108,,BS2DCE,,cal_roto,5,success,92,4,4,131,202,0
13.377479,1777218974.624868,109,,BS2DCE,,cal_roto,5,success,92,4,4,191,279,0
13.590408,1777218974.837797,110,,BS2DCE,,cal_roto,5,pending,92,4,3,0,0,0
13.736017,1777218974.983406,111,,BS2DCE,,cal_roto,5,pending,90,4,2,0,0,0
13.839311,1777218975.0867,112,,BS2DCE,,cal_roto,5,success,90,4,4,200,299,0
13.966574,1777218975.213963,113,,BS2DCE,,cal_roto,5,success,92,4,4,183,272,0
14.124331,1777218975.37172,114,,BS2DCE,,cal_roto,5,pending,91,4,3,0,0,0
14.252709,1777218975.500098,115,,BS2DCE,,cal_roto,5,success,91,4,4,237,330,0
14.401387,1777218975.648776,116,,BS2DCE,,cal_roto,5,success,92,4,4,274,377,0
14.560256,1777218975.807645,117,,BS2DCE,,cal_roto,5,success,92,4,4,275,395,0
14.762673,1777218976.010062,118,,BS2DCE,,cal_roto,5,success,92,4,4,261,375,0
14.97801,1777218976.225399,119,,BS2DCE,,cal_roto,5,pending,91,4,3,0,0,0
15.158346,1777218976.405735,120,,BS2DCE,,cal_roto,5,success,92,4,4,272,399,0
15.481397,1777218976.728786,121,,BS2DCE,,cal_roto,5,success,93,4,4,139,193,0
15.586754,1777218976.834143,122,,BS2DCE,,cal_roto,5,success,93,4,4,232,342,0
15.767896,1777218977.015285,123,,BS2DCE,,cal_roto,5,success,93,4,4,267,376,0
16.051788,1777218977.299177,124,,BS2DCE,,cal_roto,5,success,93,4,4,220,332,0
16.126806,1777218977.374195,125,,BS2DCE,,cal_roto,5,pending,92,4,3,0,0,0
16.253854,1777218977.501243,126,,BS2DCE,,cal_roto,5,success,93,4,4,203,305,0
16.360102,1777218977.607491,127,,BS2DCE,,cal_roto,5,success,93,4,4,151,230,0
16.545471,1777218977.79286,128,,BS2DCE,,cal_roto,5,success,93,4,4,9,13,0
16.830129,1777218978.077518,129,,BS2DCE,,cal_roto,5,success,95,4,4,73,100,0
16.925784,1777218978.173173,130,,BS2DCE,,cal_roto,5,pending,94,4,3,0,0,0
17.056836,1777218978.304225,131,,BS2DCE,,cal_roto,5,success,94,4,4,132,197,0
17.281783,1777218978.529172,132,,BS2DCE,,cal_roto,5,success,95,4,4,164,247,0
17.388394,1777218978.635783,133,,BS2DCE,,cal_roto,5,success,95,4,4,234,353,0
17.573505,1777218978.820894,134,,BS2DCE,,cal_roto,5,success,95,4,4,162,247,0
17.726292,1777218978.973681,135,,BS2DCE,,cal_roto,5,pending,94,4,3,0,0,0
17.874014,1777218979.121403,136,,BS2DCE,,cal_roto,5,success,94,4,4,192,278,0
17.927631,1777218979.17502,137,,BS2DCE,,cal_roto,5,pending,93,4,2,0,0,0
18.054026,1777218979.301415,138,,BS2DCE,,cal_roto,5,success,93,4,4,155,212,0
18.162828,1777218979.410217,139,,BS2DCE,,cal_roto,5,success,93,4,4,203,289,0
18.363647,1777218979.611036,140,,BS2DCE,,cal_roto,5,success,93,4,4,179,263,0
18.520491,1777218979.76788,141,,BS2DCE,,cal_roto,5,pending,92,4,3,0,0,0
18.6482,1777218979.895589,142,,BS2DCE,,cal_roto,5,success,93,4,4,246,358,0
18.803767,1777218980.051156,143,,BS2DCE,,cal_roto,5,success,93,4,4,220,323,0
18.989992,1777218980.237381,144,,BS2DCE,,cal_roto,5,pending,92,4,3,0,0,0
19.238775,1777218980.486164,145,,BS2DCE,,cal_roto,5,success,94,4,4,198,288,0
19.441243,1777218980.688632,146,,BS2DCE,,cal_roto,5,success,94,4,4,180,254,0
19.578201,1777218980.82559,147,,BS2DCE,,cal_roto,5,success,94,4,4,141,198,0
19.803783,1777218981.051172,148,,BS2DCE,,cal_roto,5,success,95,4,4,231,338,0
20.064253,1777218981.311642,149,,BS2DCE,,cal_roto,5,success,95,4,4,245,368,0
20.161605,1777218981.408994,150,,BS2DCE,,cal_roto,5,success,95,4,4,190,286,0
20.373327,1777218981.620716,151,,BS2DCE,,cal_roto,5,success,95,4,4,169,259,0
20.557263,1777218981.804652,152,,BS2DCE,,cal_roto,5,success,95,4,4,138,213,0
20.784229,1777218982.031618,153,,BS2DCE,,cal_roto,5,success,96,4,4,113,174,0
20.967271,1777218982.21466,154,,BS2DCE,,cal_roto,5,success,96,4,4,40,53,0
21.115839,1777218982.363228,155,,BS2DCE,,cal_roto,5,pending,95,4,3,0,0,0
21.241578,1777218982.488967,156,,BS2DCE,,cal_roto,5,success,95,4,4,158,237,0
21.45116,1777218982.698549,157,,BS2DCE,,cal_roto,5,success,95,4,4,269,409,0
21.601136,1777218982.848525,158,,BS2DCE,,cal_roto,5,success,95,4,4,206,317,0
21.760414,1777218983.007803,159,,BS2DCE,,cal_roto,5,success,95,4,4,240,363,0
21.963438,1777218983.210827,160,,BS2DCE,,cal_roto,5,success,95,4,4,180,268,0
22.174713,1777218983.422102,161,,BS2DCE,,cal_roto,5,success,98,4,4,165,245,0
22.37441,1777218983.621799,162,,BS2DCE,,cal_roto,5,success,98,4,4,239,349,0
22.681992,1777218983.929381,163,,BS2DCE,,cal_roto,5,success,98,4,4,290,405,0
22.786639,1777218984.034028,164,,BS2DCE,,cal_roto,5,success,98,4,4,254,370,0
22.914377,1777218984.161766,165,,BS2DCE,,cal_roto,5,pending,97,4,3,0,0,0
23.044787,1777218984.292176,166,,BS2DCE,,cal_roto,5,success,97,4,4,265,375,0
23.227739,1777218984.475128,167,,BS2DCE,,cal_roto,5,success,97,4,4,252,358,0
23.385102,1777218984.632491,168,,BS2DCE,,cal_roto,5,success,97,4,4,294,429,0
23.540216,1777218984.787605,169,,BS2DCE,,cal_roto,5,pending,97,4,3,0,0,0
23.665482,1777218984.912871,170,,BS2DCE,,cal_roto,5,success,97,4,4,113,157,0
23.820253,1777218985.067642,171,,BS2DCE,,cal_roto,5,success,97,4,4,67,90,0
23.942914,1777218985.190303,172,,BS2DCE,,cal_roto,5,pending,95,4,2,0,0,0
24.04708,1777218985.294469,173,,BS2DCE,,cal_roto,5,success,95,4,4,275,399,0
24.123121,1777218985.37051,174,,BS2DCE,,cal_roto,5,pending,94,4,3,0,0,0
