host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,plan,pmode,anchor_id,raw_mm,range_mm,quality_percent,valid,status,quality_flag_percent,first_to_last_us,frame_us,poll_count
7.7e-05,1777916166.088466,5775,,BSF66F,,f,0,0,3201,3201,100,1,O,100,0,671,8
7.7e-05,1777916166.088466,5775,,BSF66F,,f,0,1,2982,2982,100,1,O,100,0,671,8
7.7e-05,1777916166.088466,5775,,BSF66F,,f,0,2,2922,2922,100,1,O,100,0,671,8
7.7e-05,1777916166.088466,5775,,BSF66F,,f,0,3,3176,3176,100,1,O,100,0,671,8
7.7e-05,1777916166.088466,5775,,BSF66F,,f,0,4,2898,2898,100,1,O,100,0,671,8
7.7e-05,1777916166.088466,5775,,BSF66F,,f,0,5,2755,2755,100,1,O,100,0,671,8
7.7e-05,1777916166.088466,5775,,BSF66F,,f,0,6,2465,2465,100,1,O,100,0,671,8
7.7e-05,1777916166.088466,5775,,BSF66F,,f,0,7,0,2897,14,0,T,100,0,671,8
0.090027,1777916166.178416,5776,,BSF66F,,f,0,0,3227,3227,100,1,O,90,0,701,8
0.090027,1777916166.178416,5776,,BSF66F,,f,0,1,3027,3027,100,1,O,90,0,701,8
0.090027,1777916166.178416,5776,,BSF66F,,f,0,2,2870,2870,100,1,O,90,0,701,8
0.090027,1777916166.178416,5776,,BSF66F,,f,0,3,3204,3204,100,1,O,90,0,701,8
0.090027,1777916166.178416,5776,,BSF66F,,f,0,4,2933,2933,100,1,O,90,0,701,8
0.090027,1777916166.178416,5776,,BSF66F,,f,0,5,2726,2726,100,1,O,90,0,701,8
0.090027,1777916166.178416,5776,,BSF66F,,f,0,6,2497,2497,100,1,O,90,0,701,8
0.090027,1777916166.178416,5776,,BSF66F,,f,0,7,2942,2942,25,1,O,90,0,701,8
0.203322,1777916166.291711,5777,,BSF66F,,f,0,0,3194,3194,100,1,O,100,0,671,8
0.203322,1777916166.291711,5777,,BSF66F,,f,0,1,2994,2994,100,1,O,100,0,671,8
0.203322,1777916166.291711,5777,,BSF66F,,f,0,2,2893,2893,100,1,O,100,0,671,8
0.203322,1777916166.291711,5777,,BSF66F,,f,0,3,3108,3108,100,1,O,100,0,671,8
0.203322,1777916166.291711,5777,,BSF66F,,f,0,4,2977,2977,100,1,O,100,0,671,8
0.203322,1777916166.291711,5777,,BSF66F,,f,0,5,2715,2715,100,1,O,100,0,671,8
0.203322,1777916166.291711,5777,,BSF66F,,f,0,6,2498,2498,100,1,O,100,0,671,8
0.203322,1777916166.291711,5777,,BSF66F,,f,0,7,0,2942,22,0,T,100,0,671,8
0.299874,1777916166.388263,5778,,BSF66F,,f,0,0,3222,3222,100,1,O,100,0,701,8
0.299874,1777916166.388263,5778,,BSF66F,,f,0,1,2995,2995,100,1,O,100,0,701,8
0.299874,1777916166.388263,5778,,BSF66F,,f,0,2,2924,2924,100,1,O,100,0,701,8
