filepath,rows,columns,n_columns,usefulness_class,judgment
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/tables/item1_ols_with_intercept.csv,1,"n,b0_mm,b1_mm_per_m,b0_se_mm,b1_se_mm_per_m,b1_ci95_low_mm_per_m,b1_ci95_high_mm_per_m,rmse_mm,sse,centered_r2,note,mean_delta_mm,median_delta_mm",13,unknown_or_intermediate,Intermediate generated CSV; schema audited for surprises.
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/tables/item1_pairwise_delta.csv,28,"pair,i,j,anchor_i,anchor_j,autopos_distance_mm,vicon_distance_mm,delta_mm,ratio_autopos_over_vicon,abs_scale_error_pct,involves_C,involves_D,involves_C_or_D",13,unknown_or_intermediate,Intermediate generated CSV; schema audited for surprises.
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/tables/item2_model_comparison.csv,5,"model,n,n_params,sse,rmse_mm,centered_r2,signal_ss_explained_vs_zero,description",8,useful_summary_but_generated_output,"Contains analysis result summaries; should be covered by final reports/master tables, not new raw data."
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/tables/item2_per_anchor_additive_deltas.csv,8,"anchor,unconstrained_endpoint_delta_mm,zero_mean_gauge_intercept_pair_mm,zero_mean_gauge_delta_mm,A_gauge_intercept_pair_mm,A_gauge_relative_delta_mm,current_v4io_solver_delay_mm,current_v4io_delay_at_plus60_bound",8,diagnostic_detail,Detailed generated diagnostic; useful for traceability but already derived from analysed data.
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/tables/item2_top8_fig4_pairwise_scale_errors.csv,8,"pair,i,j,anchor_i,anchor_j,autopos_distance_mm,vicon_distance_mm,delta_mm,ratio_autopos_over_vicon,abs_scale_error_pct,involves_C,involves_D,involves_C_or_D,rank_abs_scale_error",14,unknown_or_intermediate,Intermediate generated CSV; schema audited for surprises.
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/tables/item3_current_v4io_anchor_delays.csv,8,"anchor,d_anchor_mm,within_1mm_of_plus60_bound",3,unknown_or_intermediate,Intermediate generated CSV; schema audited for surprises.
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/tables/item3_relaxed_delay_bound_summary.csv,2,"case,delay_bound_mm,sim3_scale_autopos_to_vicon,current_sim3_scale_autopos_to_vicon,rigid_anchor_median_mm,rigid_anchor_rmse_mm,current_rigid_anchor_median_mm,current_rigid_anchor_rmse_mm,static_t4_mean_n,static_t4_mean_median_mm,static_t4_mean_p95_mm,static_t4_mean_rmse_mm,current_static_t4_mean_median_mm,current_static_t4_mean_p95_mm,current_static_t4_mean_rmse_mm,delay_A_mm,delay_B_mm,delay_C_mm,delay_D_mm,delay_E_mm,delay_F_mm,delay_G_mm,delay_H_mm,n_saturated_within_1mm,saturated_anchors_within_1mm,layout_json,static_session_table",27,useful_summary_but_generated_output,"Contains analysis result summaries; should be covered by final reports/master tables, not new raw data."
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/tables/item3_static_t4_mean_sessions_v4io_bound150.csv,24,"version,tag_method,point_estimator,eval_set,ID,capture,location,height,facing,tag_truth_source,tag_truth_corrected,frames_input,frames_solved,status,x_mm,y_mm,z_mm,mean_x_mm,mean_y_mm,mean_z_mm,median_x_mm,median_y_mm,median_z_mm,x_std_mm,y_std_mm,z_std_mm,d3_std_mm,radial_p50_mm,radial_p95_mm,anchors_used_median",56,unknown_or_intermediate,Intermediate generated CSV; schema audited for surprises.
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/tables/item3_static_t4_mean_sessions_v4io_bound200.csv,24,"version,tag_method,point_estimator,eval_set,ID,capture,location,height,facing,tag_truth_source,tag_truth_corrected,frames_input,frames_solved,status,x_mm,y_mm,z_mm,mean_x_mm,mean_y_mm,mean_z_mm,median_x_mm,median_y_mm,median_z_mm,x_std_mm,y_std_mm,z_std_mm,d3_std_mm,radial_p50_mm,radial_p95_mm,anchors_used_median",56,unknown_or_intermediate,Intermediate generated CSV; schema audited for surprises.
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/tables/item4_registration_sensitivity_summary.csv,63,"model,metric,n,p50,p5,p95,min,max",8,useful_summary_but_generated_output,"Contains analysis result summaries; should be covered by final reports/master tables, not new raw data."
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/tables/item4_registration_sensitivity_trials.csv,2005,"rigid_anchor_median_mm,rigid_anchor_rmse_mm,sim3_scale_autopos_to_vicon,mean_delta_mm,ols_b0_mm,ols_b1_mm_per_m,static_t4_mean_median_mm,delta_A_mm,delta_B_mm,delta_C_mm,delta_D_mm,delta_E_mm,delta_F_mm,delta_G_mm,delta_H_mm,model,trial,rigid_anchor_median_mm_shift_from_baseline,rigid_anchor_rmse_mm_shift_from_baseline,sim3_scale_autopos_to_vicon_shift_from_baseline,mean_delta_mm_shift_from_baseline,ols_b0_mm_shift_from_baseline,ols_b1_mm_per_m_shift_from_baseline,delta_C_mm_shift_from_baseline,delta_D_mm_shift_from_baseline,static_t4_mean_median_mm_shift_from_baseline,radial_magnitude_mm",27,unknown_or_intermediate,Intermediate generated CSV; schema audited for surprises.
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/tables/v4io_anchor_delays.csv,8,"anchor,d_anchor_mm,within_1mm_of_60_bound",3,unknown_or_intermediate,Intermediate generated CSV; schema audited for surprises.
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1/tables/v4io_pair_abs_range_excess.csv,28,"pair,vicon_distance_mm,autopos_distance_mm,excess_mm,abs_excess_mm",5,unknown_or_intermediate,Intermediate generated CSV; schema audited for surprises.
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1c/tables/item0_tag_delay_parity.csv,1,"production_layout_json,production_tag_delay_mm,phase1_relaxed_layouts_tag_delay_mm,tag_delay_parity_ok,phase1_item3_static_numbers_superseded,note",6,unknown_or_intermediate,Intermediate generated CSV; schema audited for surprises.
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1c/tables/item1_oracle_pair_excess.csv,28,"pair,i,j,anchor_i,anchor_j,dhat_mm,vicon_distance_mm,oracle_excess_mm",8,unknown_or_intermediate,Intermediate generated CSV; schema audited for surprises.
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1c/tables/item1_oracle_per_anchor_delay.csv,8,"anchor,oracle_d_i_mm,phase1_item2_delta_i_mm,difference_oracle_minus_phase1_delta_mm,oracle_d_i_dtu_one_way_equiv",5,diagnostic_detail,Detailed generated diagnostic; useful for traceability but already derived from analysed data.
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1c/tables/item1_oracle_summary.csv,1,"n,n_params,sse,rmse_mm,residual_mean_mm,residual_p95_abs_mm,all_oracle_d_positive,mean_oracle_d_mm,median_oracle_d_mm,sum_oracle_d_mm,mean_oracle_d_dtu_one_way_equiv,dtu_convention,largest_anchor,largest_oracle_d_mm",14,useful_summary_but_generated_output,"Contains analysis result summaries; should be covered by final reports/master tables, not new raw data."
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1c/tables/item2_common_mode_anchor_delays.csv,8,"anchor,c_mm,e_i_mm,d_i_c_plus_e_i_mm,oracle_d_i_mm,phase1_item2_delta_i_mm",6,unknown_or_intermediate,Intermediate generated CSV; schema audited for surprises.
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1c/tables/item2_common_mode_summary.csv,1,"case,c_mm,mean_e_mm,max_abs_e_mm,cost,residual_l2,pair_rmse_mm,sim3_scale_autopos_to_vicon,rigid_anchor_median_mm,rigid_anchor_rmse_mm,rigid_anchor_p95_mm,current_sim3_scale_autopos_to_vicon,current_rigid_anchor_median_mm,current_rigid_anchor_rmse_mm,static_t4_mean_median_mm,static_t4_mean_p95_mm,static_t4_mean_rmse_mm,current_static_t4_mean_median_mm,current_static_t4_mean_p95_mm,current_static_t4_mean_rmse_mm,layout_json",21,useful_summary_but_generated_output,"Contains analysis result summaries; should be covered by final reports/master tables, not new raw data."
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1c/tables/item2_static_t4_mean_sessions_common_mode.csv,24,"version,tag_method,point_estimator,eval_set,ID,capture,location,height,facing,tag_truth_source,tag_truth_corrected,frames_input,frames_solved,status,x_mm,y_mm,z_mm,mean_x_mm,mean_y_mm,mean_z_mm,median_x_mm,median_y_mm,median_z_mm,x_std_mm,y_std_mm,z_std_mm,d3_std_mm,radial_p50_mm,radial_p95_mm,anchors_used_median",56,unknown_or_intermediate,Intermediate generated CSV; schema audited for surprises.
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1c/tables/item3_c_clamp_comparison.csv,2,"case,c_fixed_mm,cost,cost_delta_vs_free,residual_l2,pair_rmse_mm,mean_e_mm,max_abs_e_mm,sim3_scale_autopos_to_vicon,rigid_anchor_median_mm,rigid_anchor_rmse_mm,rigid_anchor_p95_mm,layout_json",13,useful_summary_but_generated_output,"Contains analysis result summaries; should be covered by final reports/master tables, not new raw data."
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1c/tables/item3_identifiability_summary.csv,1,"free_cost,free_c_mm,clamped_rows,perturbed_init_n,perturbed_c_min_mm,perturbed_c_max_mm,perturbed_c_std_mm,perturbed_scale_min,perturbed_scale_max,perturbed_scale_std,valley_note",11,useful_summary_but_generated_output,"Contains analysis result summaries; should be covered by final reports/master tables, not new raw data."
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1c/tables/item3_perturbed_init_spread.csv,5,"trial,c_init_mm,c_fit_mm,cost,cost_delta_vs_free,pair_rmse_mm,mean_e_mm,max_abs_e_mm,success,sim3_scale_autopos_to_vicon,rigid_anchor_median_mm,rigid_anchor_rmse_mm,rigid_anchor_p95_mm",13,unknown_or_intermediate,Intermediate generated CSV; schema audited for surprises.
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1c/tables/item4_verdict_synthesis.csv,1,"supported_verdict,scale_collapsed_within_1pct,c_near_oracle_mean_within_20mm,valley_flat_flag,recommendation,ols_b1_mm_per_m,ols_b1_ci95_low_mm_per_m,ols_b1_ci95_high_mm_per_m,pure_scale_slope_mm_per_m,pure_scale_slope_inside_ols_ci,additive_vs_constant,additive_vs_ols",12,unknown_or_intermediate,Intermediate generated CSV; schema audited for surprises.
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1d/tables/item1_item2_static_per_session.csv,432,"case_id,layout_name,case_kind,fixed_tag_delay_mm,tag_method,point_estimator,ID,capture,location,height,facing,tag_truth_source,tag_truth_corrected,frames_input,status,frames_solved,x_mm,y_mm,z_mm,mean_x_mm,mean_y_mm,mean_z_mm,median_x_mm,median_y_mm,median_z_mm,x_std_mm,y_std_mm,z_std_mm,d3_std_mm,radial_p50_mm",64,unknown_or_intermediate,Intermediate generated CSV; schema audited for surprises.
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1d/tables/item1_item2_static_summary.csv,18,"case_id,layout_name,case_kind,fixed_tag_delay_mm,n_sessions,err_3d_median_mm,err_3d_p95_mm,err_3d_rmse_mm,err_horizontal_median_mm,err_horizontal_p95_mm,err_vertical_median_mm,err_vertical_p95_mm,d_tag_session_median_p50_mm,d_tag_session_median_p25_mm,d_tag_session_median_p75_mm,d_tag_session_median_iqr_mm,d_tag_frame_iqr_session_median_mm,residual_rms_session_median_mm,pct_solved_ge8_session_median",19,useful_summary_but_generated_output,"Contains analysis result summaries; should be covered by final reports/master tables, not new raw data."
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1d/tables/item1_joint_dtag_frame_diagnostics_sampled.csv,2920,"case_id,layout_name,ID,frame_index,d_tag_mm,residual_rms_mm,anchors_input",7,diagnostic_detail,Detailed generated diagnostic; useful for traceability but already derived from analysed data.
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1d/tables/item3_closure_arithmetic.csv,1,"oracle_mean_d_i_mm,raw_per_link_bias_2x_oracle_mean_mm,production_delay_sum_mm,production_per_link_absorbed_sum_over_4_mm,raw_minus_production_absorbed_mm,measured_phase1_mean_pair_delta_mm,closure_difference_mm,oracle_A_mm,phase1_delta_A_mm,oracle_A_minus_delta_A_mm",10,unknown_or_intermediate,Intermediate generated CSV; schema audited for surprises.
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1d/tables/item3_consolidated_delay_table.csv,8,"anchor,oracle_d_i_mm,phase1_unconstrained_delta_i_mm,phase1c_common_mode_c_plus_e_i_mm,production_v4io_fitted_delay_mm",5,unknown_or_intermediate,Intermediate generated CSV; schema audited for surprises.
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1d/tables/item4_roto_joint_dtag_offsets_and_delay.csv,102,"capture_id,status,beta_s,score_median_3d_mm,n_overlap,coarse_beta_min_s,coarse_beta_max_s,coarse_step_s,refine_step_s,second_candidate_score_median_3d_mm,second_to_best_score_ratio,layout_name,tag,d_tag_track_median_mm,d_tag_track_p25_mm,d_tag_track_p75_mm,d_tag_track_iqr_mm,d_tag_track_p5_mm,d_tag_track_p95_mm",19,unknown_or_intermediate,Intermediate generated CSV; schema audited for surprises.
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1d/tables/item4_roto_joint_dtag_per_track.csv,68,"layout,tag_method,capture_id,tag,status,n_overlap,uwb_duration_s,overlap_duration_s,beta_s,layout_anchor_fit_det,layout_anchor_rms_3d_mm,residual_rms_median_mm,residual_rms_p95_mm,anchors_input_median,anchors_used_median,pct_frames_ge7_anchors_input,pct_frames_ge8_anchors_input,err3d_mean_mm,err3d_rmse_mm,err3d_p50_mm,err3d_p90_mm,err3d_p95_mm,err3d_max_mm,err_horizontal_xz_mean_mm,err_horizontal_xz_rmse_mm,err_horizontal_xz_p50_mm,err_horizontal_xz_p90_mm,err_horizontal_xz_p95_mm,err_horizontal_xz_max_mm,err_vertical_y_mean_mm",54,unknown_or_intermediate,Intermediate generated CSV; schema audited for surprises.
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/audit_phase1d/tables/item4_roto_joint_dtag_summary.csv,2,"layout_name,tag_method,tracks_ok,captures_ok,n_overlap_total,err3d_p50_track_median_mm,err3d_p95_track_median_mm,err3d_rmse_track_median_mm,err_horizontal_xz_p50_track_median_mm,err_vertical_y_p50_track_median_mm,d_tag_track_median_p50_mm,d_tag_track_median_iqr_mm",12,useful_summary_but_generated_output,"Contains analysis result summaries; should be covered by final reports/master tables, not new raw data."
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/common_mode_axis_split_20260613/common_mode_by_height.csv,3,"layout,height,n,signed_vertical_median_mm,absolute_vertical_median_mm,horizontal_median_mm,err3d_median_mm",7,unknown_or_intermediate,Intermediate generated CSV; schema audited for surprises.
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/common_mode_axis_split_20260613/common_mode_per_position.csv,24,"case_id,layout_name,case_kind,fixed_tag_delay_mm,tag_method,point_estimator,ID,capture,location,height,facing,tag_truth_source,tag_truth_corrected,frames_input,status,frames_solved,x_mm,y_mm,z_mm,mean_x_mm,mean_y_mm,mean_z_mm,median_x_mm,median_y_mm,median_z_mm,x_std_mm,y_std_mm,z_std_mm,d3_std_mm,radial_p50_mm",64,diagnostic_detail,Detailed generated diagnostic; useful for traceability but already derived from analysed data.
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/common_mode_axis_split_20260613/common_mode_vertical_regression.csv,1,"n,slope_mm_per_m,intercept_mm,r2,pivot_height_mm,pivot_error_mm",6,unknown_or_intermediate,Intermediate generated CSV; schema audited for surprises.
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/common_mode_axis_split_20260613/comparison_table5_vs_common_mode.csv,2,"layout,source,horizontal_median_mm,horizontal_p95_mm,horizontal_rmse_mm,vertical_median_mm,vertical_p95_mm,vertical_rmse_mm,err3d_median_mm,err3d_p95_mm,err3d_rmse_mm,n",12,useful_summary_but_generated_output,"Contains analysis result summaries; should be covered by final reports/master tables, not new raw data."
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/commonmode_tagdelay_candidate_20260614T181639/frozen_recheck/tag_delay_000p000/raw_replay/tables/tag_raw_replay_accuracy_summary.csv,1,"version,tag_method,eval_set,n_sessions,frames_solved_total,frames_input_total,err_3d_median_mm,err_3d_p75_mm,err_3d_p95_mm,err_3d_rms_mm,err_horizontal_median_mm,err_vertical_median_mm,d3_std_median_mm,radial_p95_median_mm,residual_rms_median_mm,pct_solved_ge8_median,median_scale_bias_expected_mm",17,useful_summary_but_generated_output,"Contains analysis result summaries; should be covered by final reports/master tables, not new raw data."
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/commonmode_tagdelay_candidate_20260614T181639/frozen_recheck/tag_delay_000p000/raw_replay/tables/tag_raw_replay_alignment_method_comparison.csv,3,"version,tag_method,eval_set,method,n_tags,err_3d_median_mm,err_3d_p95_mm,err_3d_rms_mm,err_horizontal_median_mm,err_vertical_median_mm,range_median_min_mm,range_median_max_mm,range_p95_min_mm,range_p95_max_mm,det,scale,note",17,useful_summary_but_generated_output,"Contains analysis result summaries; should be covered by final reports/master tables, not new raw data."
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/commonmode_tagdelay_candidate_20260614T181639/frozen_recheck/tag_delay_000p000/static_session_mean_for_tag_abs.csv,24,"version,ID,status,location,height,facing,mean_x,mean_y,mean_z,N_frames,pct_ge8,path",12,unknown_or_intermediate,Intermediate generated CSV; schema audited for surprises.
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/commonmode_tagdelay_candidate_20260614T181639/layout_generation/tables/autopos_quality_summary.csv,2,"version,eval_set,rms,p50_abs,p75_abs,p95_abs,max_abs",7,useful_summary_but_generated_output,"Contains analysis result summaries; should be covered by final reports/master tables, not new raw data."
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/commonmode_tagdelay_candidate_20260614T181639/layout_generation/tables/delay_sanity.csv,1,"version,delay_min,delay_max,delay_l2,n_near_bounds_55mm,tag_delay_mm",6,unknown_or_intermediate,Intermediate generated CSV; schema audited for surprises.
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/commonmode_tagdelay_candidate_20260614T181639/layout_generation/tables/layout_residuals_per_anchor.csv,16,"version,eval_set,anchor,n_pairs,rms,p50_abs,p95_abs,max_abs",8,diagnostic_detail,Detailed generated diagnostic; useful for traceability but already derived from analysed data.
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/commonmode_tagdelay_candidate_20260614T181639/layout_generation/tables/layout_residuals_per_pair.csv,56,"version,eval_set,pair,measured_mm,predicted_mm,residual_mm,abs_residual_mm",7,diagnostic_detail,Detailed generated diagnostic; useful for traceability but already derived from analysed data.
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/commonmode_tagdelay_candidate_20260614T181639/layout_generation/tables/pair_quality_solve.csv,28,"eval_set,pair,n_ab,n_ba,med_ab,med_ba,mad_ab,mad_ba,asymmetry,median_all,mad_all",11,unknown_or_intermediate,Intermediate generated CSV; schema audited for surprises.
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/commonmode_tagdelay_candidate_20260614T181639/layout_generation/tables/roto_all_captures.csv,34,"version,ID,peer,path,tilt,facing,status,N_frames,radius,radial_std,z_plane_std,circle_thickness_std_diagnostic,circle_thickness_rms_diagnostic,circle_thickness_p95_diagnostic,plane_tilt_deg,center_x,center_y,center_z,normal_x,normal_y,normal_z,turn_count,estimated_turns,turn_center_rms_3d_mm,turn_center_p95_3d_mm,turn_center_x_std_mm,turn_center_y_std_mm,turn_center_z_std_mm,turn_radius_std_mm,median_anchors",32,unknown_or_intermediate,Intermediate generated CSV; schema audited for surprises.
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/commonmode_tagdelay_candidate_20260614T181639/layout_generation/tables/roto_physical_consistency_all.csv,17,"version,ID,tilt,facing,inner_radius_mm,outer_radius_mm,deltaR_mm,deltaR_error_mm,abs_deltaR_error_mm,inner_radius_bias_mm,outer_radius_bias_mm,inner_outer_center_sep_mm,inner_turn_center_rms_3d_mm,outer_turn_center_rms_3d_mm,inner_turn_center_p95_3d_mm,outer_turn_center_p95_3d_mm,inner_turn_count,outer_turn_count,inner_circle_thickness_rms_diagnostic,outer_circle_thickness_rms_diagnostic",20,unknown_or_intermediate,Intermediate generated CSV; schema audited for surprises.
