row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L10:I3:T6,simulate_imu_prior,0.6059500139963347,,,,
R2:L10:I3:T6,cpu_golden,21.39410884999961,,,,
R2:L10:I3:T6,torch_gpu,2.7019774229993345,0,1,2.7019774229993345,2.7019774229993345
R2:L10:I3:T8,simulate_imu_prior,0.6565769139997428,,,,
R2:L10:I3:T8,cpu_golden,23.066040717996657,,,,
R2:L10:I3:T8,torch_gpu,2.5738786319998326,0,1,2.5738786319998326,2.5738786319998326
R2:L10:I4:T6,simulate_imu_prior,0.66195264099224,,,,
R2:L10:I4:T6,cpu_golden,22.526073899993207,,,,
R2:L10:I4:T6,torch_gpu,2.2636654609959805,0,1,2.2636654609959805,2.2636654609959805
R2:L10:I4:T8,simulate_imu_prior,0.6065201070014155,,,,
R2:L10:I4:T8,cpu_golden,23.077518116988358,,,,
R2:L10:I4:T8,torch_gpu,2.5663038400089135,0,1,2.5663038400089135,2.5663038400089135
