mode,time_s,from_state,to_state,reason,evidence
S1,1.04496491287,INIT,STATIONARY,ROBUST_INITIAL_CONSENSUS,{}
S2P,1.04496491287,INIT,STATIONARY,INITIAL_ROBUST_PLATFORM,"{""anchor_support"":8}"
S2R,1.04496491287,INIT,STATIONARY,INITIAL_ROBUST_PLATFORM,"{""anchor_support"":8}"
