sweep,peer_name,plan,pmode,anchor_label,status,reason,raw_mm,filt_mm,pred_mm,resid_mm,tracker_quality_percent,solve_quality_percent
31639,BSF66F,cal_static,4,A,pending,not_measured,0,0,0,0,0,0
31639,BSF66F,cal_static,4,B,pending,not_measured,0,0,0,0,0,0
31639,BSF66F,cal_static,4,C,pending,not_measured,0,0,0,0,0,0
31639,BSF66F,cal_static,4,D,pending,not_measured,0,0,0,0,0,0
