host_time_iso,target,port_label,stream,seq,receiver_anchor_id,receiver_anchor,source_kind,source_id,source_anchor,source_addr,raw_distance_mm,rx_timestamp,carrier_integrator,first_path,fp_amp_sum,max_growth_cir,std_noise,acc_len,bin_path
2026-06-23T14:36:58.752+02:00,BSF66F,G,anchor,51,6,G,T,1,B,0xb101,-1,3898741505,-11168,47909,19684,1893,52,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_cleanrun2_backend_20260623_142842/CIRRAW_BSF66F_20260623_143657/accumulator_bin/anchor_G_frame_00000001_seq_00000051_rxG_srcB.bin
2026-06-23T14:36:58.759+02:00,BSF66F,E,anchor,51,4,E,T,1,B,0xb101,-1,3824013828,-8562,47640,13903,1794,48,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_cleanrun2_backend_20260623_142842/CIRRAW_BSF66F_20260623_143657/accumulator_bin/anchor_E_frame_00000002_seq_00000051_rxE_srcB.bin
2026-06-23T14:36:58.765+02:00,BSF66F,A,anchor,51,0,A,T,1,B,0xb101,-1,786175063,-6162,47707,16817,2079,48,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_cleanrun2_backend_20260623_142842/CIRRAW_BSF66F_20260623_143657/accumulator_bin/anchor_A_frame_00000003_seq_00000051_rxA_srcB.bin
2026-06-23T14:36:58.766+02:00,BSF66F,B,anchor,51,1,B,T,1,B,0xb101,-1,3147538464,-6250,47668,12643,1797,40,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_cleanrun2_backend_20260623_142842/CIRRAW_BSF66F_20260623_143657/accumulator_bin/anchor_B_frame_00000004_seq_00000051_rxB_srcB.bin
2026-06-23T14:36:58.767+02:00,BSF66F,F,anchor,51,5,F,T,1,B,0xb101,-1,665622908,-1004,47992,18498,2144,48,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_cleanrun2_backend_20260623_142842/CIRRAW_BSF66F_20260623_143657/accumulator_bin/anchor_F_frame_00000005_seq_00000051_rxF_srcB.bin
2026-06-23T14:36:58.769+02:00,BSF66F,D,anchor,51,3,D,T,1,B,0xb101,-1,3454255072,-7281,48100,20494,2155,48,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_cleanrun2_backend_20260623_142842/CIRRAW_BSF66F_20260623_143657/accumulator_bin/anchor_D_frame_00000006_seq_00000051_rxD_srcB.bin
2026-06-23T14:36:59.751+02:00,BSF66F,G,anchor,52,6,G,T,1,B,0xb101,-1,3362223729,-11241,47765,19798,1776,52,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_cleanrun2_backend_20260623_142842/CIRRAW_BSF66F_20260623_143657/accumulator_bin/anchor_G_frame_00000007_seq_00000052_rxG_srcB.bin
2026-06-23T14:36:59.760+02:00,BSF66F,E,anchor,52,4,E,T,1,B,0xb101,-1,3287618666,-8568,47766,14179,2009,48,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_cleanrun2_backend_20260623_142842/CIRRAW_BSF66F_20260623_143657/accumulator_bin/anchor_E_frame_00000008_seq_00000052_rxE_srcB.bin
2026-06-23T14:36:59.764+02:00,BSF66F,A,anchor,52,0,A,T,1,B,0xb101,-1,249890504,-6174,47820,14672,1953,48,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_cleanrun2_backend_20260623_142842/CIRRAW_BSF66F_20260623_143657/accumulator_bin/anchor_A_frame_00000009_seq_00000052_rxA_srcB.bin
2026-06-23T14:36:59.766+02:00,BSF66F,B,anchor,52,1,B,T,1,B,0xb101,-1,2611203336,-6283,47884,15674,2081,48,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_cleanrun2_backend_20260623_142842/CIRRAW_BSF66F_20260623_143657/accumulator_bin/anchor_B_frame_00000010_seq_00000052_rxB_srcB.bin
2026-06-23T14:36:59.767+02:00,BSF66F,F,anchor,52,5,F,T,1,B,0xb101,-1,129507227,-1043,48023,19891,1907,56,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_cleanrun2_backend_20260623_142842/CIRRAW_BSF66F_20260623_143657/accumulator_bin/anchor_F_frame_00000011_seq_00000052_rxF_srcB.bin
2026-06-23T14:36:59.768+02:00,BSF66F,D,anchor,52,3,D,T,1,B,0xb101,-1,2917921768,-7401,47620,19306,2045,48,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_cleanrun2_backend_20260623_142842/CIRRAW_BSF66F_20260623_143657/accumulator_bin/anchor_D_frame_00000012_seq_00000052_rxD_srcB.bin
