version,tag_method,eval_set,ID,capture,location,height,facing,tag_truth_source,tag_truth_corrected,tag_truth_permutation,tag_truth_shift_from_motive_mm,tag_ball_fingerprint_as_is_max_abs_dev_mm,tag_ball_fingerprint_corrected_max_abs_dev_mm,point_estimator,frames_input,frames_solved,solve_fraction,status,x_mm,y_mm,z_mm,mean_x_mm,mean_y_mm,mean_z_mm,median_x_mm,median_y_mm,median_z_mm,x_std_mm,y_std_mm,z_std_mm,d3_std_mm,radial_p50_mm,radial_p95_mm,anchors_used_median,anchors_input_median,pct_solved_ge7,pct_solved_ge8,residual_rms_median_mm,residual_rms_p95_mm,rejected_frames,rejected_anchor_counts,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm,anchor_fit_det,anchor_fit_scale,anchor_similarity_scale_diagnostic,distance_to_array_centroid_mm,scale_bias_expected_mm,source_tr_all,layout_json
v1-old,T1,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,True,"0,1,4,2,3",54.12208743140742,29.051378695780997,1.5155498742221383,median,1201,1201,1.0,ok,1317.5810871619954,778.4413837964706,203.0724061638031,1318.2790664682336,775.4355737682667,208.57071338168922,1317.5810871619954,778.4413837964706,203.0724061638031,19.768026410725817,33.4129326723817,50.992124444241036,64.398362902958,46.82298513219857,121.50461720134501,8.0,8.0,99.75020815986679,91.75686927560366,85.94227243856004,160.08238910386987,0,{},-483.76447607159525,-9.540483815899023,-389.40333921180695,-542.215344349341,182.54280058407934,-383.3240609304319,58.45086827774571,-192.08328439997837,-6.079278281375025,58.76616055898818,192.08328439997837,200.87172467205968,-1.0000000000000013,1.0,0.9549735987772424,889.8367413746068,40.066146139884225,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
v1-old,T1,all8,ID02,static_ID02_BSF66F_120s_20260528_111027,edge,mid,ABEF,motive_iantenna,False,"0,1,2,3,4",0.0,0.6572220380767959,0.6572220380767959,median,1201,1201,1.0,ok,1494.5492408137575,702.7887381260764,-854.4483203047691,1494.3756558188818,702.7558377745147,-854.7442305847709,1494.5492408137575,702.7887381260764,-854.4483203047691,25.03723105287011,32.542038241775195,46.022091763058285,61.67656685523854,49.01590153587933,108.07459352144627,8.0,8.0,99.91673605328893,95.67027477102414,89.24682611233604,152.63051485172832,0,{},-527.5549428821006,1055.2599815210085,-249.14108074829846,-543.22998,1105.589,-259.92136,15.675037117899365,-50.32901847899143,10.78027925170153,19.02422690655758,50.32901847899143,53.80456588850848,-1.0000000000000013,1.0,0.9549735987772424,461.6346339824702,20.785746248015545,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID02_BSF66F_120s_20260528_111027/tag_capture_20260528_111027/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
v1-old,T1,all8,ID03,static_ID03_BSF66F_120s_20260528_111354,edge,high,ABEF,motive_iantenna,False,"0,1,2,3,4",0.0,0.6213212809211015,0.6213212809211015,median,1201,1201,1.0,ok,1513.8952660975456,622.5322859579984,-1834.1249661588604,1511.7823004898785,618.2800928060204,-1828.8467116308154,1513.8952660975456,622.5322859579984,-1834.1249661588604,25.222636067364018,38.430764541169665,52.804051473118406,70.3688754102621,50.54816580243645,139.13299560914407,8.0,8.0,100.0,92.2564529558701,156.4310687706387,203.38120420731843,0,{},-568.2682317391615,2037.4516716619487,-264.0946478590429,-554.00287,1625.5614500000001,-256.2951,-14.265361739161449,411.89022166194854,-7.799547859042889,16.258336088131276,411.89022166194854,412.2109753428258,-1.0000000000000013,1.0,0.9549735987772424,813.3092827400905,36.6203900828485,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID03_BSF66F_120s_20260528_111354/tag_capture_20260528_111355/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
v1-old,T1,all8,ID04,static_ID04_BSF66F_120s_20260528_111732,edge,low,BCGF,motive_iantenna,False,"0,1,2,3,4",0.0,1.6855830977794,1.6855830977794,median,1201,1201,1.0,ok,2178.291239080268,1073.0878967724288,354.84473585366266,2179.4993551966727,1070.452056963988,355.9950986782449,2178.291239080268,1073.0878967724288,354.84473585366266,20.383253074631,25.249692921143044,50.03479794259356,59.71796659588552,37.26102711485681,120.14560610817786,8.0,8.0,100.0,93.83846794338052,84.18360075275565,118.26527210817547,0,{},-255.8545077246074,-145.15076644272648,493.96536685463684,-321.178815,182.16379,479.93381999999997,65.32430727539258,-327.3145564427265,14.031546854636872,66.81429059822291,327.3145564427265,334.0643175908534,-1.0000000000000013,1.0,0.9549735987772424,1047.8906733259494,47.1827458947598,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID04_BSF66F_120s_20260528_111732/tag_capture_20260528_111732/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
v1-old,T1,all8,ID05,static_ID05_BSF66F_120s_20260528_112057,edge,mid,BCGF,reconstructed_from_relabelled_balls,True,"3,4,2,0,1",2.0942332073721013,5.490229164285438,0.8401003929094628,median,1200,1200,1.0,ok,2268.0654372394347,1116.2589393827175,-988.5048398930172,2268.3722095058283,1117.5055457490305,-988.6113135896132,2268.0654372394347,1116.2589393827175,-988.5048398930172,20.706201212808402,30.71581414664138,44.66579531536844,58.042232484758365,47.06615975916573,101.41437717901965,8.0,8.0,99.75,91.5,152.8532760108369,238.97679715540133,0,{},-163.33071933604083,1197.6469485505113,547.3027217303058,-184.9818897969324,1103.5866165595767,473.70402893394925,21.651170460891564,94.06033199093463,73.5986927963566,76.71727812989103,94.06033199093463,121.37910371189885,-1.0000000000000013,1.0,0.9549735987772424,705.9514108073571,31.786451466783824,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID05_BSF66F_120s_20260528_112057/tag_capture_20260528_112057/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
v1-old,T1,all8,ID06,static_ID06_BSF66F_120s_20260528_112429,edge,high,BCGF,motive_iantenna,False,"0,1,2,3,4",0.0,1.4652634113752043,1.4652634113752043,median,1201,1201,1.0,ok,2222.4605360982755,1042.3969126429008,-1715.590463860732,2223.502959491577,1046.244262241239,-1713.496545919197,2222.4605360982755,1042.3969126429008,-1715.590463860732,26.029766129561107,36.19312444850471,36.201529402135634,57.60481708127285,41.00332976501457,95.8382786204457,8.0,8.0,99.83347210657784,92.83930058284763,85.96919721888443,173.16850446095202,0,{},-203.65437381908134,1925.241859362547,475.41002924847476,-193.231255,1684.95255,476.52297999999996,-10.423118819081338,240.2893093625471,-1.1129507515252044,10.482369259476032,240.2893093625471,240.517841872951,-1.0000000000000013,1.0,0.9549735987772424,1013.9317064581626,45.653695827460496,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID06_BSF66F_120s_20260528_112429/tag_capture_20260528_112429/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
v1-old,T1,all8,ID07,static_ID07_BSF66F_120s_20260528_112810,edge,low,CDHG,motive_iantenna,False,"0,1,2,3,4",0.0,3.010748996927397,3.010748996927397,median,1201,1201,1.0,ok,1747.1845916127452,1628.519187961598,213.3905502850297,1747.2641764817322,1630.2555444373581,206.4519947371614,1747.1845916127452,1628.519187961598,213.3905502850297,17.228331752593206,25.689525438800043,70.00972921776918,76.87193335702355,58.11202062354522,134.71109829621562,8.0,8.0,100.0,90.84096586178185,79.42566486316257,184.7946929277488,0,{},333.4294643829014,-39.5210687530525,99.05662483842707,352.14755,211.565355,53.795866000000004,-18.71808561709861,-251.08642375305251,45.260758838427066,48.97859756872677,251.08642375305251,255.818871885748,-1.0000000000000013,1.0,0.9549735987772424,906.6934696461826,40.8251439503432,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID07_BSF66F_120s_20260528_112810/tag_capture_20260528_112810/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
v1-old,T1,all8,ID08,static_ID08_BSF66F_120s_20260528_113136,edge,mid,CDHG,motive_iantenna,False,"0,1,2,3,4",0.0,0.8379427491692439,0.8379427491692439,median,1201,1201,1.0,ok,1575.3030202039733,1708.6361333795428,-952.9146667425515,1573.3087837176686,1714.3929358181695,-952.076244670175,1575.3030202039733,1708.6361333795428,-952.9146667425515,34.875847202121605,47.50284263993776,58.471893895047224,83.24438634326172,60.99960014782826,144.8510345697688,8.0,8.0,100.0,90.25811823480433,143.41433568494568,183.6328063989997,0,{},473.5219178994157,1116.6309343546216,-100.7345385713711,391.90054,1132.2804,-71.53192899999999,81.62137789941573,-15.649465645378541,-29.202609571371113,86.6881868306009,15.649465645378541,88.08942905345141,-1.0000000000000013,1.0,0.9549735987772424,557.6228692802323,25.107751043197045,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID08_BSF66F_120s_20260528_113136/tag_capture_20260528_113136/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
v1-old,T1,all8,ID09,static_ID09_BSF66F_120s_20260528_113816,edge,high,CDHG,motive_iantenna,False,"0,1,2,3,4",0.0,1.1233421057233244,1.1233421057233244,median,1201,1201,1.0,ok,1610.2242411523205,1691.6511081106903,-1449.577366434919,1610.9886521564088,1690.1075465289205,-1451.6031034436041,1610.2242411523205,1691.6511081106903,-1449.577366434919,34.01397075970088,35.71091105437554,46.45314380999246,67.80254023246765,51.08423896411814,120.5810077552332,8.0,8.0,99.91673605328893,93.42214820982515,150.83816874170816,229.17836295668297,0,{},474.7711878115638,1614.4405535975102,-81.60753317181843,408.80994,1568.1853500000002,-62.425788499999996,65.9612478115638,46.25520359750999,-19.181744671818436,68.69370816540162,46.25520359750999,82.81527275424784,-1.0000000000000013,1.0,0.9549735987772424,828.1828777899989,37.2900945411905,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID09_BSF66F_120s_20260528_113816/tag_capture_20260528_113816/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
v1-old,T1,all8,ID10,static_ID10_BSF66F_120s_20260528_114216,edge,low,ADHE,motive_iantenna,False,"0,1,2,3,4",0.0,1.700334281718746,1.700334281718746,median,1201,1201,1.0,ok,665.1222372522975,1311.2338147663172,76.5694571953214,663.6871011518675,1308.575149670871,77.63676622230153,665.1222372522975,1311.2338147663172,76.5694571953214,24.185723785530204,24.132741034306687,37.709420176043324,50.98633208172392,36.42765107519606,94.53104800152758,8.0,8.0,99.91673605328893,90.75770191507078,76.15364570926553,124.01712165217342,0,{},97.63244277818353,74.96142832087176,-1006.1775045423441,65.499245,238.64973,-938.19342,32.13319777818353,-163.68830167912824,-67.98408454234414,75.19559927623726,163.68830167912824,180.13394532155718,-1.0000000000000013,1.0,0.9549735987772424,1028.888366883956,46.32714042074481,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID10_BSF66F_120s_20260528_114216/tag_capture_20260528_114216/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
