version,eval_set,n,err_3d_median_mm,err_3d_p95_mm,err_3d_rms_mm,err_horizontal_median_mm,err_vertical_median_mm,median_distance_to_array_centroid_mm,median_scale_bias_expected_mm
v1-old,all8,24,157.40234329476465,326.14966583343823,192.62143066526318,51.84490781924797,139.80614399695287,743.71828715619,33.48695799419664
v2,all8,24,81.13460329414812,248.02407163922993,135.69995289331194,44.28357685826775,73.9743679648144,743.71828715619,45.76196931432573
v3-full,all8,24,120.60450688340441,293.7794627311122,160.68710414352867,48.82973465735603,113.66056336900604,743.71828715619,26.874041309979624
v3-lite,all8,24,81.82464638448295,248.462740065971,135.91872083075157,44.613472802163486,74.56152306114006,743.71828715619,45.724659721166105
v4-io,all8,24,73.96289045329976,282.12949495641834,139.55059600371152,42.291734757487475,65.3185860074235,743.71828715619,31.037393484167744
