method,tag_method,layout,keep_k,repeats,elapsed_s,repeat_batch,captures_ok,solved_total,x_std_mm_median,y_std_mm_median,z_std_mm_median,d3_std_mm_median,d3_std_mm_p95,residual_rms_median_mm,residual_rms_p95_mm,kind,source_csv,roto_tracks_ok,turn_center_rms_3d_mm_median,turn_center_p95_3d_mm_median,circle_thickness_rms_mm_median,radius_mm_median,turn_count_median
T3_CUDA_REPLAY,T3,v2,5,5000,127.098840577004,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T3/roto/roto_keepk_summary.csv,34.0,41.4930126487418,69.58575854265793,153.2977852970529,558.8312833034756,23.0
T3_CUDA_REPLAY,T3,v2,4,5000,126.96321427999646,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T3/roto/roto_keepk_summary.csv,34.0,63.907026804773295,108.3535832871332,206.0274345587772,579.3564497765256,23.0
T4_CUDA_REPLAY,T4,v2,8,1,5.209804572994472,1000,24.0,26564.0,22.6303186416626,25.98049259185791,45.359018325805664,62.08700180053711,90.83458938598632,87.25265502929688,169.1909187316895,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T4/static/static_keepk_summary.csv,,,,,,
T4_CUDA_REPLAY,T4,v2,7,5000,98.26403650200518,1000,24.0,28818.0,30.087995529174805,37.34639644622803,63.36747741699219,85.37842559814453,126.04983978271484,84.61124801635742,165.30649185180664,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T4/static/static_keepk_summary.csv,,,,,,
T4_CUDA_REPLAY,T4,v2,6,5000,98.70041435999156,1000,24.0,28818.0,41.228209495544434,50.36959362030029,83.31882095336914,107.7422866821289,162.36448059082028,78.07236671447754,150.9392967224121,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T4/static/static_keepk_summary.csv,,,,,,
T4_CUDA_REPLAY,T4,v2,5,5000,98.7041339139978,1000,24.0,28818.0,62.37190341949463,75.50316619873047,108.44896507263184,146.32998275756836,238.72797203063965,64.92234516143799,131.86138534545898,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T4/static/static_keepk_summary.csv,,,,,,
T4_CUDA_REPLAY,T4,v2,4,5000,98.86308659600036,1000,24.0,28818.0,88.62932586669922,110.3787899017334,144.26080322265625,201.6984825134277,329.4611396789551,36.66908073425293,117.42409706115724,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T4/static/static_keepk_summary.csv,,,,,,
T4_CUDA_REPLAY,T4,v2,8,1,5.208049945009407,1000,,38457.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T4/roto/roto_keepk_summary.csv,34.0,12.36650550904402,22.16794281117858,80.98318446729284,538.1447635848635,23.0
T4_CUDA_REPLAY,T4,v2,7,5000,127.1158483600302,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T4/roto/roto_keepk_summary.csv,34.0,21.688103507370588,36.51845420928996,99.06354525774464,546.4403932576422,23.0
T4_CUDA_REPLAY,T4,v2,6,5000,127.0127486380079,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T4/roto/roto_keepk_summary.csv,34.0,30.66706324149352,51.01093428165149,121.87633900923058,551.227392701649,23.0
T4_CUDA_REPLAY,T4,v2,5,5000,126.9571808979672,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T4/roto/roto_keepk_summary.csv,34.0,41.4930126487418,69.58575854265793,153.2977852970529,558.8312833034756,23.0
T4_CUDA_REPLAY,T4,v2,4,5000,126.95461413401064,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T4/roto/roto_keepk_summary.csv,34.0,63.907026804773295,108.3535832871332,206.0274345587772,579.3564497765256,23.0
T1_CUDA_REPLAY,T1,v3-lite,8,1,5.214075677009532,1000,24.0,26564.0,21.83518886566162,24.95224094390869,43.57012367248535,58.56135940551758,85.76604957580565,86.40637969970703,169.5644992828369,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T1/static/static_keepk_summary.csv,,,,,,
T1_CUDA_REPLAY,T1,v3-lite,7,5000,89.33367222500965,1000,24.0,28818.0,32.960413455963135,38.93690586090088,75.88186073303223,93.06305313110352,158.41950263977046,83.70432090759277,161.73395919799805,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T1/static/static_keepk_summary.csv,,,,,,
T1_CUDA_REPLAY,T1,v3-lite,6,5000,89.61421153295669,1000,24.0,28818.0,47.34545421600342,56.1568603515625,94.03614807128906,124.51245880126952,205.95135421752929,77.48761367797852,146.6997108459473,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T1/static/static_keepk_summary.csv,,,,,,
T1_CUDA_REPLAY,T1,v3-lite,5,5000,89.82290459095384,1000,24.0,28818.0,69.42532920837402,84.64594459533691,121.31298446655272,164.4103775024414,274.2316009521484,64.36170291900635,129.51097106933594,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T1/static/static_keepk_summary.csv,,,,,,
T1_CUDA_REPLAY,T1,v3-lite,4,5000,89.64858352200827,1000,24.0,28818.0,100.44538688659668,126.1087532043457,162.4476203918457,228.31867218017575,374.8786071777344,36.20981502532959,116.88974380493164,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T1/static/static_keepk_summary.csv,,,,,,
T1_CUDA_REPLAY,T1,v3-lite,8,1,5.119467726995936,1000,,38457.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T1/roto/roto_keepk_summary.csv,34.0,13.46800320557848,22.82425039239809,80.70719610916208,547.7136880628467,23.0
T1_CUDA_REPLAY,T1,v3-lite,7,5000,118.67506088101072,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T1/roto/roto_keepk_summary.csv,34.0,20.558556551779198,34.52322123882788,103.63706406533356,547.6275715158129,23.0
T1_CUDA_REPLAY,T1,v3-lite,6,5000,118.4240821460262,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T1/roto/roto_keepk_summary.csv,34.0,31.112400768981235,51.88411787645582,131.4348841202,552.6953173918437,23.0
T1_CUDA_REPLAY,T1,v3-lite,5,5000,120.60290613601684,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T1/roto/roto_keepk_summary.csv,34.0,44.06977302548218,74.16819412861554,166.45996957400416,563.3600636299947,23.0
T1_CUDA_REPLAY,T1,v3-lite,4,5000,119.09935179594322,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T1/roto/roto_keepk_summary.csv,34.0,73.561553431709,125.4404507850017,227.1660767743712,592.0305988171939,23.0
T2_CUDA_REPLAY,T2,v3-lite,8,1,5.280012660019565,1000,24.0,26564.0,21.99380779266357,25.01913547515869,43.46457862854004,58.57261276245117,87.00823593139648,86.49402236938477,170.17127342224114,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T2/static/static_keepk_summary.csv,,,,,,
T2_CUDA_REPLAY,T2,v3-lite,7,5000,90.02587560395477,1000,24.0,28818.0,32.97540903091431,39.0828742980957,75.9608154296875,93.31589317321776,157.69403877258296,83.65919494628906,161.90886306762695,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T2/static/static_keepk_summary.csv,,,,,,
T2_CUDA_REPLAY,T2,v3-lite,6,5000,90.7789172110206,1000,24.0,28818.0,47.2247371673584,56.00831031799317,94.09520149230956,124.31063842773438,206.2621677398681,77.45993614196777,146.9553337097168,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T2/static/static_keepk_summary.csv,,,,,,
T2_CUDA_REPLAY,T2,v3-lite,5,5000,93.73085606005044,1000,24.0,28818.0,69.26037216186523,84.17027282714844,121.14566230773926,163.73514938354492,274.7062538146972,64.36194038391113,129.80878829956055,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T2/static/static_keepk_summary.csv,,,,,,
T2_CUDA_REPLAY,T2,v3-lite,4,5000,92.97684509996908,1000,24.0,28818.0,100.1246852874756,125.61591720581056,162.04205322265625,227.4832801818848,375.53001251220695,36.22665309906006,117.10060119628906,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T2/static/static_keepk_summary.csv,,,,,,
T2_CUDA_REPLAY,T2,v3-lite,8,1,5.232446808018722,1000,,38457.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T2/roto/roto_keepk_summary.csv,34.0,13.46840379081131,22.800929950947182,80.54953988035115,547.6547291411152,23.0
T2_CUDA_REPLAY,T2,v3-lite,7,5000,119.0662860670127,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T2/roto/roto_keepk_summary.csv,34.0,20.61622302971141,34.64669130950584,103.56268474769378,547.5537277744825,23.0
T2_CUDA_REPLAY,T2,v3-lite,6,5000,118.7496428799932,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T2/roto/roto_keepk_summary.csv,34.0,31.154129102593508,51.9136298189554,131.332376857141,552.6659946685811,23.0
T2_CUDA_REPLAY,T2,v3-lite,5,5000,119.04840499395505,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T2/roto/roto_keepk_summary.csv,34.0,44.075876494385525,74.16073951112989,166.3794731501626,563.3274970180607,23.0
T2_CUDA_REPLAY,T2,v3-lite,4,5000,119.0100710390252,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T2/roto/roto_keepk_summary.csv,34.0,73.59144469717216,125.446671685018,227.18902976556544,592.0541594003266,23.0
T3_CUDA_REPLAY,T3,v3-lite,8,1,6.532820326974616,1000,24.0,26564.0,20.870635986328125,24.753214836120605,41.653520584106445,60.43862915039063,109.79083633422852,87.87045097351074,177.27132072448725,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T3/static/static_keepk_summary.csv,,,,,,
T3_CUDA_REPLAY,T3,v3-lite,7,5000,98.28799560997868,1000,24.0,28818.0,30.161646842956543,37.42143630981445,63.49125671386719,85.37080001831055,125.99026374816894,84.54545783996582,165.1839141845703,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T3/static/static_keepk_summary.csv,,,,,,
T3_CUDA_REPLAY,T3,v3-lite,6,5000,98.7037738810177,1000,24.0,28818.0,41.32186412811279,50.43729114532471,83.30330467224121,107.88956260681152,162.77010231018065,78.00820350646973,150.90072631835938,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T3/static/static_keepk_summary.csv,,,,,,
T3_CUDA_REPLAY,T3,v3-lite,5,5000,98.19431000493933,1000,24.0,28818.0,62.43434715270996,75.54839515686035,108.61618041992188,146.52729415893555,239.2530261993408,64.88189888000488,131.89876174926758,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T3/static/static_keepk_summary.csv,,,,,,
T3_CUDA_REPLAY,T3,v3-lite,4,5000,98.46781323899631,1000,24.0,28818.0,88.65312194824219,110.36979484558104,144.28790664672852,201.66936874389648,330.0071166992187,36.72597026824951,117.3729305267334,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T3/static/static_keepk_summary.csv,,,,,,
T3_CUDA_REPLAY,T3,v3-lite,8,1,6.539400656009093,1000,,38457.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T3/roto/roto_keepk_summary.csv,34.0,14.428763448163863,24.614041196155107,80.06154959503584,545.5400204679988,23.0
T3_CUDA_REPLAY,T3,v3-lite,7,5000,134.6413043709763,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T3/roto/roto_keepk_summary.csv,34.0,21.71285699744764,36.57147448119313,99.13316151224689,546.4144816107654,23.0
T3_CUDA_REPLAY,T3,v3-lite,6,5000,135.75287113399827,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T3/roto/roto_keepk_summary.csv,34.0,30.7182999911268,51.08159987073487,121.97086881164672,551.2239759212582,23.0
T3_CUDA_REPLAY,T3,v3-lite,5,5000,141.5309006080206,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T3/roto/roto_keepk_summary.csv,34.0,41.53286763037683,69.65860861430866,153.39648785302313,558.8472584808225,23.0
T3_CUDA_REPLAY,T3,v3-lite,4,5000,138.37949055299396,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T3/roto/roto_keepk_summary.csv,34.0,63.93677592732957,108.42752190897218,206.1575084097161,579.4130052453986,23.0
T4_CUDA_REPLAY,T4,v3-lite,8,1,8.520475912000165,1000,24.0,26564.0,22.66524124145508,26.04104995727539,45.28173828125,62.09052848815918,91.0943473815918,87.2265625,168.94436607360848,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T4/static/static_keepk_summary.csv,,,,,,
T4_CUDA_REPLAY,T4,v3-lite,7,5000,171.35379672499948,1000,24.0,28818.0,30.161646842956543,37.42143630981445,63.49125671386719,85.37080001831055,125.99026374816894,84.54545783996582,165.1839141845703,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T4/static/static_keepk_summary.csv,,,,,,
T4_CUDA_REPLAY,T4,v3-lite,6,5000,125.19495923199996,1000,24.0,28818.0,41.32186412811279,50.43729114532471,83.30330467224121,107.88956260681152,162.77010231018065,78.00820350646973,150.90072631835938,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T4/static/static_keepk_summary.csv,,,,,,
T4_CUDA_REPLAY,T4,v3-lite,5,5000,111.63852109499976,1000,24.0,28818.0,62.43434715270996,75.54839515686035,108.61618041992188,146.52729415893555,239.2530261993408,64.88189888000488,131.89876174926758,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T4/static/static_keepk_summary.csv,,,,,,
T4_CUDA_REPLAY,T4,v3-lite,4,5000,109.08623115600015,1000,24.0,28818.0,88.65312194824219,110.36979484558104,144.28790664672852,201.66936874389648,330.0071166992187,36.72597026824951,117.3729305267334,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T4/static/static_keepk_summary.csv,,,,,,
T4_CUDA_REPLAY,T4,v3-lite,8,1,8.592470004000006,1000,,38457.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T4/roto/roto_keepk_summary.csv,34.0,12.396477521471704,22.160497157281085,80.90766269568093,538.1016589745666,23.0
T4_CUDA_REPLAY,T4,v3-lite,7,5000,155.32334214800017,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T4/roto/roto_keepk_summary.csv,34.0,21.71285699744764,36.57147448119313,99.13316151224689,546.4144816107654,23.0
T4_CUDA_REPLAY,T4,v3-lite,6,5000,135.2837321310003,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T4/roto/roto_keepk_summary.csv,34.0,30.7182999911268,51.08159987073487,121.97086881164672,551.2239759212582,23.0
T4_CUDA_REPLAY,T4,v3-lite,5,5000,132.1133740940004,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T4/roto/roto_keepk_summary.csv,34.0,41.53286763037683,69.65860861430866,153.39648785302313,558.8472584808225,23.0
T4_CUDA_REPLAY,T4,v3-lite,4,5000,125.5925875920002,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-lite/T4/roto/roto_keepk_summary.csv,34.0,63.93677592732957,108.42752190897218,206.1575084097161,579.4130052453986,23.0
T1_CUDA_REPLAY,T1,v3-full,8,1,8.91312273199992,1000,24.0,26564.0,21.57335662841797,26.951072692871094,42.95724487304688,59.36058616638184,90.13723945617674,92.7808609008789,172.3861431121826,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-full/T1/static/static_keepk_summary.csv,,,,,,
T1_CUDA_REPLAY,T1,v3-full,7,5000,112.90527654699986,1000,24.0,28818.0,33.736165046691895,46.47579860687256,72.37516975402832,96.40977478027344,165.7961688995361,87.24069404602051,157.94023513793945,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-full/T1/static/static_keepk_summary.csv,,,,,,
T1_CUDA_REPLAY,T1,v3-full,6,5000,107.23038714800032,1000,24.0,28818.0,50.17613220214844,66.4001350402832,99.86639213562012,140.94921875,222.44890251159663,81.26654243469238,146.00327682495117,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-full/T1/static/static_keepk_summary.csv,,,,,,
T1_CUDA_REPLAY,T1,v3-full,5,5000,102.640476605,1000,24.0,28818.0,74.58014488220215,93.43168258666992,130.06495094299316,178.9804725646973,293.5014106750488,68.40825271606445,131.10293006896973,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-full/T1/static/static_keepk_summary.csv,,,,,,
T1_CUDA_REPLAY,T1,v3-full,4,5000,98.7908141019998,1000,24.0,28818.0,107.30251121520996,128.18320083618164,174.99070358276367,238.7110481262207,385.4004837036133,37.88894271850586,119.06437683105467,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-full/T1/static/static_keepk_summary.csv,,,,,,
T1_CUDA_REPLAY,T1,v3-full,8,1,5.475316886000201,1000,,38457.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-full/T1/roto/roto_keepk_summary.csv,34.0,13.945005458392274,24.497130636749063,83.35031770507985,577.0421740104455,23.0
T1_CUDA_REPLAY,T1,v3-full,7,5000,118.47679130500046,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-full/T1/roto/roto_keepk_summary.csv,34.0,22.50562199850261,37.34529466668558,116.16052298379236,579.6607700337436,23.0
T1_CUDA_REPLAY,T1,v3-full,6,5000,122.47159071899932,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-full/T1/roto/roto_keepk_summary.csv,34.0,34.475713620299125,57.46990071779996,145.71908776314476,584.2917603528468,23.0
T1_CUDA_REPLAY,T1,v3-full,5,5000,124.02855363399884,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-full/T1/roto/roto_keepk_summary.csv,34.0,48.96940337206992,82.66865702432523,183.63184546915488,594.0637473779466,23.0
T1_CUDA_REPLAY,T1,v3-full,4,5000,128.55421620800007,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-full/T1/roto/roto_keepk_summary.csv,34.0,78.47049468878237,133.24147226561342,244.74808621190303,621.1161741255548,23.0
T2_CUDA_REPLAY,T2,v3-full,8,1,7.646180954000101,1000,24.0,26564.0,21.96957397460937,26.88801097869873,42.9462833404541,59.55454063415527,91.3686237335205,92.49237823486328,173.03649215698232,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-full/T2/static/static_keepk_summary.csv,,,,,,
T2_CUDA_REPLAY,T2,v3-full,7,5000,95.92236244099968,1000,24.0,28818.0,33.611470222473145,46.67763519287109,72.50539779663086,96.69900321960448,166.01853904724118,87.0612907409668,158.12302780151367,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-full/T2/static/static_keepk_summary.csv,,,,,,
T2_CUDA_REPLAY,T2,v3-full,6,5000,92.29106834899994,1000,24.0,28818.0,50.00724124908447,66.21829128265381,99.60349082946776,140.4677391052246,222.15170707702637,81.20868492126465,146.09906005859375,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-full/T2/static/static_keepk_summary.csv,,,,,,
T2_CUDA_REPLAY,T2,v3-full,5,5000,92.10932666300003,1000,24.0,28818.0,74.2526969909668,92.92248153686523,130.01658248901367,178.62815856933594,292.71319351196286,68.37447738647461,131.2258586883545,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-full/T2/static/static_keepk_summary.csv,,,,,,
T2_CUDA_REPLAY,T2,v3-full,4,5000,92.38207311699988,1000,24.0,28818.0,107.055570602417,128.0025749206543,174.66841888427734,238.28354263305664,384.4172134399414,37.90876770019531,119.07186126708984,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-full/T2/static/static_keepk_summary.csv,,,,,,
T2_CUDA_REPLAY,T2,v3-full,8,1,5.460720764000143,1000,,38457.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-full/T2/roto/roto_keepk_summary.csv,34.0,13.60215725594593,23.40939391678157,83.30924405695215,577.0158849337465,23.0
