mask,facing,height,n,vdop_median,vdop_p95,gdop_median,radial_p95_median,pct_ge8_median
all8,ABEF,high,2,0.7473444044589996,0.7856476098299027,1.117154598236084,106.63362100495875,91.7985012489592
all8,ABEF,low,2,0.75090491771698,0.7598663389682769,1.1140685677528381,113.40754186680162,92.12530703146321
all8,ABEF,mid,2,0.906635046005249,0.9086979866027832,1.2001845240592957,115.40944847510812,93.6684707188454
all8,ADHE,high,2,0.7842487990856171,0.7897654324769974,1.1243491768836975,104.66248926254788,91.96502914238135
all8,ADHE,low,2,0.741475909948349,0.7561157554388046,1.1041106581687927,137.55633401300634,91.09075770191507
all8,ADHE,mid,2,0.8797467350959778,0.8994212746620178,1.1771425008773804,77.7054933473849,90.7993338884263
all8,BCGF,high,2,0.7675105929374695,0.808688348531723,1.1170772314071655,109.62870113291399,92.75603663613657
all8,BCGF,low,2,0.7319451570510864,0.7698028206825256,1.1028574109077454,91.98003244102073,93.37461345459269
all8,BCGF,mid,2,0.8791552186012268,0.905258959531784,1.1769638657569885,82.58665185358097,91.7116985845129
all8,CDHG,high,2,0.7929415106773376,0.8172921597957611,1.1360769271850586,115.29532142575104,93.58867610324731
all8,CDHG,low,2,0.7363382279872894,0.7371281117200852,1.1093830466270447,179.82700603813663,90.3413821815154
all8,CDHG,mid,2,0.9012729227542877,0.9081617742776871,1.1974685788154602,120.72604325592548,92.9225645295587
