eval_id,label,source_kind,version,tag_method,eval_set,threshold_mm,fraction_exceeding,percent_exceeding,fraction_within_or_equal,percent_within_or_equal,n_positions,count_exceeding,count_within_or_equal,note
production_v4io_all8,production v4-io/all8,production_output,v4-io,production,all8,50,0.875,87.5,0.125,12.5,24,21,3,cm-scale thresholds; metre-scale generic thresholds intentionally not used
production_v4io_all8,production v4-io/all8,production_output,v4-io,production,all8,80,0.4583333333333333,45.83333333333333,0.5416666666666667,54.16666666666667,24,11,13,cm-scale thresholds; metre-scale generic thresholds intentionally not used
production_v4io_all8,production v4-io/all8,production_output,v4-io,production,all8,100,0.4166666666666667,41.66666666666667,0.5833333333333333,58.33333333333333,24,10,14,cm-scale thresholds; metre-scale generic thresholds intentionally not used
production_v4io_all8,production v4-io/all8,production_output,v4-io,production,all8,200,0.08333333333333333,8.333333333333332,0.9166666666666666,91.66666666666666,24,2,22,cm-scale thresholds; metre-scale generic thresholds intentionally not used
production_v4io_all8,production v4-io/all8,production_output,v4-io,production,all8,300,0.041666666666666664,4.166666666666666,0.9583333333333334,95.83333333333334,24,1,23,cm-scale thresholds; metre-scale generic thresholds intentionally not used
raw_v4io_T3_all8,best-case raw v4-io/T3/all8,raw_replay,v4-io,T3,all8,50,0.75,75.0,0.25,25.0,24,18,6,cm-scale thresholds; metre-scale generic thresholds intentionally not used
raw_v4io_T3_all8,best-case raw v4-io/T3/all8,raw_replay,v4-io,T3,all8,80,0.375,37.5,0.625,62.5,24,9,15,cm-scale thresholds; metre-scale generic thresholds intentionally not used
raw_v4io_T3_all8,best-case raw v4-io/T3/all8,raw_replay,v4-io,T3,all8,100,0.2916666666666667,29.166666666666668,0.7083333333333333,70.83333333333333,24,7,17,cm-scale thresholds; metre-scale generic thresholds intentionally not used
raw_v4io_T3_all8,best-case raw v4-io/T3/all8,raw_replay,v4-io,T3,all8,200,0.041666666666666664,4.166666666666666,0.9583333333333334,95.83333333333334,24,1,23,cm-scale thresholds; metre-scale generic thresholds intentionally not used
raw_v4io_T3_all8,best-case raw v4-io/T3/all8,raw_replay,v4-io,T3,all8,300,0.041666666666666664,4.166666666666666,0.9583333333333334,95.83333333333334,24,1,23,cm-scale thresholds; metre-scale generic thresholds intentionally not used
raw_v4io_T4_all8,deployment raw v4-io/T4/all8,raw_replay,v4-io,T4,all8,50,0.7916666666666666,79.16666666666666,0.20833333333333337,20.833333333333336,24,19,5,cm-scale thresholds; metre-scale generic thresholds intentionally not used
raw_v4io_T4_all8,deployment raw v4-io/T4/all8,raw_replay,v4-io,T4,all8,80,0.4583333333333333,45.83333333333333,0.5416666666666667,54.16666666666667,24,11,13,cm-scale thresholds; metre-scale generic thresholds intentionally not used
raw_v4io_T4_all8,deployment raw v4-io/T4/all8,raw_replay,v4-io,T4,all8,100,0.375,37.5,0.625,62.5,24,9,15,cm-scale thresholds; metre-scale generic thresholds intentionally not used
raw_v4io_T4_all8,deployment raw v4-io/T4/all8,raw_replay,v4-io,T4,all8,200,0.041666666666666664,4.166666666666666,0.9583333333333334,95.83333333333334,24,1,23,cm-scale thresholds; metre-scale generic thresholds intentionally not used
raw_v4io_T4_all8,deployment raw v4-io/T4/all8,raw_replay,v4-io,T4,all8,300,0.0,0.0,1.0,100.0,24,0,24,cm-scale thresholds; metre-scale generic thresholds intentionally not used
