version,tag_method,eval_set,method,n_tags,err_3d_median_mm,err_3d_p95_mm,err_3d_rms_mm,err_horizontal_median_mm,err_vertical_median_mm,range_median_min_mm,range_median_max_mm,range_p95_min_mm,range_p95_max_mm,det,scale,note
v1-old,T1,all8,A_tag_cloud_fit_WRONG_circular,24,150.11564139537757,331.2339100882538,191.54291395338765,51.37829660439172,134.5263510561226,,,,,-0.9999999999999993,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v1-old,T1,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,308.1804306948575,1625.8466414640711,609.3252939701579,2262.6376262756603,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v1-old,T1,all8,C_anchor_locked_OFFICIAL,24,157.90653824826057,327.76620499243177,193.3283236438886,53.87237906385748,140.50537616590668,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v1-old,T2,all8,A_tag_cloud_fit_WRONG_circular,24,149.42710142280112,331.177724730645,191.34479608921686,52.0920507857832,134.58585943746456,,,,,-1.0000000000000002,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v1-old,T2,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,308.0011422499476,1626.0584007775612,608.5939658229814,2263.593660000995,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v1-old,T2,all8,C_anchor_locked_OFFICIAL,24,157.54042823595933,327.6599839402525,193.20069652430666,53.68629349928473,140.80981836076694,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v1-old,T3,all8,A_tag_cloud_fit_WRONG_circular,24,119.70982090253884,314.910492349655,165.80597456913364,52.498100820449636,108.33081658087747,,,,,-1.0000000000000009,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v1-old,T3,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,241.10771538397694,1603.5404432775867,596.56455361819,2251.5715785541497,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v1-old,T3,all8,C_anchor_locked_OFFICIAL,24,121.62909508848014,318.7330831661761,168.69728612243895,55.54658864814977,96.51172187687064,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v1-old,T4,all8,A_tag_cloud_fit_WRONG_circular,24,134.912265676317,244.11681318369835,158.9040918209383,45.086889621001916,124.46869068553303,,,,,-0.9999999999999998,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v1-old,T4,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,260.5920344142987,1620.5791287748011,600.5907289119003,2247.964734352505,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v1-old,T4,all8,C_anchor_locked_OFFICIAL,24,132.94628338061537,236.76504127370683,160.2474857316514,49.94624622874585,120.81352007782996,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v2,T1,all8,A_tag_cloud_fit_WRONG_circular,24,79.2438927617862,225.81268784024388,130.8028849451012,45.27997785166009,60.22802801014518,,,,,-0.9999999999999989,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v2,T1,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,252.48696404708085,1563.4543979390398,557.1329543949929,2187.06996781302,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v2,T1,all8,C_anchor_locked_OFFICIAL,24,81.58399405513643,247.48140660665905,134.68235133117662,43.452848681522255,74.04672919472546,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v2,T2,all8,A_tag_cloud_fit_WRONG_circular,24,80.38355333121683,225.0828305150748,130.4406258751835,44.92290916021017,60.30530180724918,,,,,-0.9999999999999997,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v2,T2,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,251.0928161205897,1563.794800530402,556.6421459795464,2188.5513760552194,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v2,T2,all8,C_anchor_locked_OFFICIAL,24,81.16658813937609,246.4222386987881,134.32992100711792,44.38671902578472,73.34951099521425,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v2,T3,all8,A_tag_cloud_fit_WRONG_circular,24,63.40907060520884,175.7718825733333,90.20227343480191,40.46642621783451,42.12026021817587,,,,,-0.9999999999999986,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v2,T3,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,217.72254535900848,1531.8330557903178,512.1514160036096,2172.537866943011,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v2,T3,all8,C_anchor_locked_OFFICIAL,24,73.99061023337322,205.32257463017135,106.16767673311104,48.967065575875196,60.058804135561445,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v2,T4,all8,A_tag_cloud_fit_WRONG_circular,24,60.58332957059133,184.93227618855187,98.12745868658973,44.84186079777886,50.40086956381481,,,,,-0.9999999999999996,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v2,T4,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,226.24246331158486,1555.3065081851294,552.9965018188809,2174.8985719632105,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v2,T4,all8,C_anchor_locked_OFFICIAL,24,76.54077562798278,168.21967577495647,104.90767433894408,42.624082284041634,66.0203216584348,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
