version,eval_set,anchor_similarity_scale_diagnostic,one_minus_scale_abs,median_distance_to_array_centroid_mm,median_scale_bias_expected_mm,median_err_3d_mm,corr_err_vs_distance,ols_err_per_distance_slope,ols_intercept_mm
v1-old,all8,0.9549735987772424,0.045026401222757584,743.71828715619,33.48695799419664,157.40234329476465,0.628998662320996,0.22372265458654692,15.70928045668735
v2,all8,0.9384686781209736,0.061531321879026435,743.71828715619,45.76196931432573,81.13460329414812,0.4528050740622801,0.13717372731993652,16.772996839218845
v3-full,all8,0.9638652944615093,0.03613470553849074,743.71828715619,26.874041309979624,120.60450688340441,0.6527341322707285,0.1997913952512939,2.730630322608439
v3-lite,all8,0.9385188444188903,0.06148115558110967,743.71828715619,45.724659721166105,81.82464638448295,0.4512530281596233,0.1367740245314443,17.28673661700409
v4-io,all8,0.9582672713308588,0.04173272866914124,743.71828715619,31.037393484167744,73.96289045329976,0.5235265269962468,0.16677275022693275,-1.708378418883511
