mask,facing,height,n,vdop_median,vdop_p95,gdop_median,radial_p95_median,pct_ge8_median
all8,ABEF,high,2,0.7423413097858429,0.7791381329298019,1.1133532524108887,106.63362100495875,91.7985012489592
all8,ABEF,low,2,0.7591652274131775,0.7715613782405853,1.1170729994773865,113.40754186680162,92.12530703146321
all8,ABEF,mid,2,0.9056639969348907,0.9076504677534103,1.1996725797653198,115.40944847510812,93.6684707188454
all8,ADHE,high,2,0.7839714586734772,0.7841710954904556,1.1239625215530396,104.66248926254788,91.96502914238135
all8,ADHE,low,2,0.7408000826835632,0.765703535079956,1.1043938994407654,137.55633401300634,91.09075770191507
all8,ADHE,mid,2,0.8813657164573669,0.9052206397056579,1.1782846450805664,77.7054933473849,90.7993338884263
all8,BCGF,high,2,0.7647702395915985,0.8086322158575058,1.1162137985229492,109.62870113291399,92.75603663613657
all8,BCGF,low,2,0.7292968928813934,0.7700941234827041,1.1023463606834412,91.98003244102073,93.37461345459269
all8,BCGF,mid,2,0.8813976943492889,0.9052238374948501,1.1785950660705566,82.58665185358097,91.7116985845129
all8,CDHG,high,2,0.8025643229484558,0.8190982639789581,1.1414132118225098,115.29532142575104,93.58867610324731
all8,CDHG,low,2,0.7480812966823578,0.7524408787488938,1.113662838935852,179.82700603813663,90.3413821815154
all8,CDHG,mid,2,0.899115115404129,0.9069955796003342,1.1960828304290771,120.72604325592548,92.9225645295587
