host_elapsed_s,host_epoch_s,listener_t_ms,seq,anchor,anchor_id,src,dst,code,q,level,cir,rxpacc,fp1,len
71.310,1777924880.727414,14339005,25051,E,4,0xa104,0xb101,0xe1,18525,7,1968,118,6469,20
71.409,1777924880.825890,14339104,25052,C,2,0xa102,0xb101,0xe1,14574,7,1628,121,5534,20
71.507,1777924880.924327,14339202,25053,B,1,0xa101,0xb101,0xe1,16247,7,1906,124,7370,20
71.610,1777924881.027635,14339306,25054,E,4,0xa104,0xb101,0xe1,14638,7,302,52,2383,20
71.709,1777924881.126148,14339404,25055,D,3,0xa103,0xb101,0xe1,18852,7,2176,123,7635,20
71.807,1777924881.224614,14339503,25056,B,1,0xa101,0xb101,0xe1,16884,7,1886,121,7283,20
72.207,1777924881.624400,14339903,25057,B,1,0xa101,0xb101,0xe1,16767,7,1967,124,7349,20
72.310,1777924881.727714,14340006,25058,E,4,0xa104,0xb101,0xe1,13523,6,182,42,1306,20
72.409,1777924881.826217,14340104,25059,D,3,0xa103,0xb101,0xe1,17955,7,2039,122,7568,20
72.507,1777924881.924656,14340203,25060,B,1,0xa101,0xb101,0xe1,17474,7,2017,123,7770,20
72.807,1777924882.224660,14340503,25061,B,1,0xa101,0xb101,0xe1,17551,7,2059,124,7472,20
73.207,1777924882.624511,14340903,25062,B,1,0xa101,0xb101,0xe1,15771,7,1704,119,6943,20
73.409,1777924882.826785,14341105,25063,D,3,0xa103,0xb101,0xe1,17018,7,1901,121,7117,20
73.508,1777924882.925248,14341203,25064,C,2,0xa102,0xb101,0xe1,15454,7,1813,124,3927,20
73.707,1777924883.124513,14341403,25065,B,1,0xa101,0xb101,0xe1,16642,7,1798,119,7090,20
74.007,1777924883.424626,14341703,25066,B,1,0xa101,0xb101,0xe1,16891,7,1825,119,7022,20
74.407,1777924883.824485,14342103,25067,B,1,0xa101,0xb101,0xe1,18004,7,1978,120,7267,20
74.707,1777924884.124590,14342403,25068,B,1,0xa101,0xb101,0xe1,16092,7,1768,120,7114,20
75.007,1777924884.424308,14342703,25069,H,7,0xa107,0xb102,0xe1,9450,6,1021,119,4335,20
75.210,1777924884.627407,14342906,25070,E,4,0xa104,0xb101,0xe1,16076,7,601,70,1828,20
75.309,1777924884.725919,14343004,25071,D,3,0xa103,0xb101,0xe1,16614,7,1765,118,7056,20
75.407,1777924884.824324,14343103,25072,B,1,0xa101,0xb101,0xe1,17240,7,1990,123,7580,20
75.707,1777924885.124275,14343403,25073,B,1,0xa101,0xb101,0xe1,17132,7,1851,119,7466,20
76.007,1777924885.424272,14343703,25074,B,1,0xa101,0xb101,0xe1,15681,7,1810,123,7069,20
76.407,1777924885.824239,14344103,25075,B,1,0xa101,0xb101,0xe1,17121,7,1881,120,7097,20
76.707,1777924886.124238,14344403,25076,B,1,0xa101,0xb101,0xe1,18202,7,2067,122,7571,20
77.010,1777924886.427287,14344706,25077,E,4,0xa104,0xb101,0xe1,16580,7,1945,124,3519,20
77.133,1777924886.550786,14344829,25078,D,3,0xa103,0xb101,0xe1,18268,7,2007,120,7408,20
77.307,1777924886.724134,14345003,25079,B,1,0xa101,0xb101,0xe1,17958,7,2006,121,7600,20
77.607,1777924887.024129,14345303,25080,B,1,0xa101,0xb101,0xe1,17094,7,1816,118,6770,20
77.907,1777924887.324134,14345603,25081,B,1,0xa101,0xb101,0xe1,18320,7,2184,125,7739,20
78.307,1777924887.724127,14346003,25082,B,1,0xa101,0xb101,0xe1,17219,7,2020,124,7462,20
78.606,1777924888.023782,14346303,25083,H,7,0xa107,0xb102,0xe1,4076,4,486,125,2896,20
