host_elapsed_s,host_epoch_s,listener_t_ms,seq,anchor,anchor_id,src,dst,code,q,level,cir,rxpacc,fp1,len
103.834,1777923822.140168,13280339,24383,H,7,0xa107,0xb101,0xe1,15185,7,1586,117,3446,20
104.733,1777923823.039903,13281239,24384,H,7,0xa107,0xb101,0xe1,16816,7,1941,123,5189,20
106.733,1777923825.039810,13283239,24385,H,7,0xa107,0xb101,0xe1,15225,7,1729,122,6181,20
107.733,1777923826.039706,13284239,24386,H,7,0xa107,0xb101,0xe1,15544,7,1853,125,6717,20
108.733,1777923827.039739,13285239,24387,H,7,0xa107,0xb101,0xe1,15810,7,1737,120,5571,20
109.733,1777923828.039687,13286239,24388,H,7,0xa107,0xb101,0xe1,16311,7,1792,120,5922,20
111.633,1777923829.939251,13288138,24389,H,7,0xa107,0xb101,0xe1,15591,7,1829,124,4795,20
112.333,1777923830.639243,13288838,24390,H,7,0xa107,0xb101,0xe1,15683,7,1781,122,4694,20
113.633,1777923831.939307,13290139,24391,H,7,0xa107,0xb101,0xe1,15281,7,1707,121,5995,20
114.333,1777923832.639247,13290839,24392,H,7,0xa107,0xb101,0xe1,15827,7,1710,119,4646,20
116.232,1777923834.538888,13292738,24393,H,7,0xa107,0xb101,0xe1,15701,7,1668,118,4452,20
117.232,1777923835.538910,13293739,24394,H,7,0xa107,0xb101,0xe1,16177,7,1837,122,5629,20
118.332,1777923836.639018,13294839,24395,H,7,0xa107,0xb101,0xe1,14917,7,1694,122,4003,20
119.332,1777923837.638798,13295839,24396,H,7,0xa107,0xb101,0xe1,15482,7,1617,117,2931,20
121.732,1777923840.038602,13298239,24397,H,7,0xa107,0xb101,0xe1,16151,7,1745,119,6175,20
122.732,1777923841.038682,13299239,24398,H,7,0xa107,0xb101,0xe1,15273,7,1678,120,5698,20
123.632,1777923841.938449,13300139,24399,H,7,0xa107,0xb101,0xe1,15670,7,1693,119,5010,20
125.632,1777923843.938202,13302138,24400,H,7,0xa107,0xb101,0xe1,16347,7,1826,121,4474,20
126.632,1777923844.938197,13303139,24401,H,7,0xa107,0xb101,0xe1,16006,7,1788,121,6284,20
127.632,1777923845.938252,13304139,24402,H,7,0xa107,0xb101,0xe1,16624,7,1857,121,4819,20
128.632,1777923846.938159,13305139,24403,H,7,0xa107,0xb101,0xe1,16039,7,1912,125,5051,20
130.632,1777923848.938108,13307139,24404,H,7,0xa107,0xb101,0xe1,15559,7,1681,119,5790,20
131.731,1777923850.038006,13308239,24405,H,7,0xa107,0xb101,0xe1,16275,7,1729,118,4641,20
132.631,1777923850.937683,13309138,24406,H,7,0xa107,0xb101,0xe1,14759,7,1676,122,3808,20
133.345,1777923851.651085,13309838,24407,H,7,0xa107,0xb101,0xe1,15155,7,1610,118,4181,20
133.432,1777923851.738160,13309939,24408,H,7,0xa107,0xb101,0xe1,15482,7,1701,120,5627,20
134.131,1777923852.437893,13310639,24409,H,7,0xa107,0xb101,0xe1,16384,7,1922,124,5261,20
