attempts,child_run_id,chunk_id,estimated_cost,finished_utc,gpu_device,log_path,max_frames,max_tracks,message,row_count,rows,stage,started_utc,status,wall_time_s
1,nightly_1080ti_20260604T231033Z_partial_raw_0116_cuda1,partial_raw_0116,32,2026-06-05T00:16:00.796790+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0116_cuda1.log,0,0,ok,4,"['R4:L13:I0:T6', 'R4:L13:I0:T8', 'R4:L13:I1:T6', 'R4:L13:I1:T8']",partial_raw,2026-06-05T00:13:28.742617+00:00,done,152.05106988000625
1,nightly_1080ti_20260604T231033Z_partial_raw_0117_cuda0,partial_raw_0117,32,2026-06-05T00:16:07.268298+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0117_cuda0.log,0,0,ok,4,"['R4:L13:I3:T6', 'R4:L13:I3:T8', 'R4:L13:I4:T6', 'R4:L13:I4:T8']",partial_raw,2026-06-05T00:13:38.120375+00:00,done,149.14440227700106
1,nightly_1080ti_20260604T231033Z_partial_raw_0118_cuda1,partial_raw_0118,32,2026-06-05T00:17:53.705051+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0118_cuda1.log,0,0,ok,4,"['R4:L13:I7:T6', 'R4:L13:I7:T8', 'R4:L13:I8:T6', 'R4:L13:I8:T8']",partial_raw,2026-06-05T00:15:26.240719+00:00,done,147.46098640499986
1,nightly_1080ti_20260604T231033Z_partial_raw_0119_cuda0,partial_raw_0119,32,2026-06-05T00:18:12.621392+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0119_cuda0.log,0,0,ok,4,"['R4:L13:I1+I3+I7:T6', 'R4:L13:I1+I3+I7:T8', 'R4:L13:I1+I2+I3+I8:T6', 'R4:L13:I1+I2+I3+I8:T8']",partial_raw,2026-06-05T00:15:45.327099+00:00,done,147.2908675810031
1,nightly_1080ti_20260604T231033Z_partial_raw_0120_cuda1,partial_raw_0120,32,2026-06-05T00:18:14.464286+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0120_cuda1.log,0,0,ok,4,"['R4:L14:I0:T6', 'R4:L14:I0:T8', 'R4:L14:I1:T6', 'R4:L14:I1:T8']",partial_raw,2026-06-05T00:15:46.967127+00:00,done,147.49390092999965
1,nightly_1080ti_20260604T231033Z_partial_raw_0121_cuda0,partial_raw_0121,32,2026-06-05T00:18:26.683941+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0121_cuda0.log,0,0,ok,4,"['R4:L14:I3:T6', 'R4:L14:I3:T8', 'R4:L14:I4:T6', 'R4:L14:I4:T8']",partial_raw,2026-06-05T00:15:56.340208+00:00,done,150.3393817190081
1,nightly_1080ti_20260604T231033Z_partial_raw_0122_cuda1,partial_raw_0122,32,2026-06-05T00:18:30.500225+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0122_cuda1.log,0,0,ok,4,"['R4:L14:I7:T6', 'R4:L14:I7:T8', 'R4:L14:I8:T6', 'R4:L14:I8:T8']",partial_raw,2026-06-05T00:16:00.802395+00:00,done,149.6938808299892
1,nightly_1080ti_20260604T231033Z_partial_raw_0123_cuda0,partial_raw_0123,32,2026-06-05T00:18:36.187385+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0123_cuda0.log,0,0,ok,4,"['R4:L14:I1+I3+I7:T6', 'R4:L14:I1+I3+I7:T8', 'R4:L14:I1+I2+I3+I8:T6', 'R4:L14:I1+I2+I3+I8:T8']",partial_raw,2026-06-05T00:16:07.274598+00:00,done,148.90942699900188
1,nightly_1080ti_20260604T231033Z_partial_raw_0124_cuda1,partial_raw_0124,32,2026-06-05T00:20:22.408109+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0124_cuda1.log,0,0,ok,4,"['R4:L15:I0:T6', 'R4:L15:I0:T8', 'R4:L15:I1:T6', 'R4:L15:I1:T8']",partial_raw,2026-06-05T00:17:53.710975+00:00,done,148.69397483300418
1,nightly_1080ti_20260604T231033Z_partial_raw_0125_cuda0,partial_raw_0125,32,2026-06-05T00:20:39.806141+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0125_cuda0.log,0,0,ok,4,"['R4:L15:I3:T6', 'R4:L15:I3:T8', 'R4:L15:I4:T6', 'R4:L15:I4:T8']",partial_raw,2026-06-05T00:18:12.626747+00:00,done,147.17612781599746
1,nightly_1080ti_20260604T231033Z_partial_raw_0126_cuda1,partial_raw_0126,32,2026-06-05T00:20:41.579558+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0126_cuda1.log,0,0,ok,4,"['R4:L15:I7:T6', 'R4:L15:I7:T8', 'R4:L15:I8:T6', 'R4:L15:I8:T8']",partial_raw,2026-06-05T00:18:14.470452+00:00,done,147.10549554599856
1,nightly_1080ti_20260604T231033Z_partial_raw_0127_cuda0,partial_raw_0127,32,2026-06-05T00:20:54.894617+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0127_cuda0.log,0,0,ok,4,"['R4:L15:I1+I3+I7:T6', 'R4:L15:I1+I3+I7:T8', 'R4:L15:I1+I2+I3+I8:T6', 'R4:L15:I1+I2+I3+I8:T8']",partial_raw,2026-06-05T00:18:26.689791+00:00,done,148.2026394429995
1,nightly_1080ti_20260604T231033Z_partial_raw_0128_cuda1,partial_raw_0128,32,2026-06-05T00:21:02.671702+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0128_cuda1.log,0,0,ok,4,"['R4:L16:I0:T6', 'R4:L16:I0:T8', 'R4:L16:I1:T6', 'R4:L16:I1:T8']",partial_raw,2026-06-05T00:18:30.511037+00:00,done,152.15678884000226
1,nightly_1080ti_20260604T231033Z_partial_raw_0129_cuda0,partial_raw_0129,32,2026-06-05T00:21:02.730827+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0129_cuda0.log,0,0,ok,4,"['R4:L16:I3:T6', 'R4:L16:I3:T8', 'R4:L16:I4:T6', 'R4:L16:I4:T8']",partial_raw,2026-06-05T00:18:36.193387+00:00,done,146.53370770699985
1,nightly_1080ti_20260604T231033Z_partial_raw_0130_cuda1,partial_raw_0130,32,2026-06-05T00:22:57.290953+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0130_cuda1.log,0,0,ok,4,"['R4:L16:I7:T6', 'R4:L16:I7:T8', 'R4:L16:I8:T6', 'R4:L16:I8:T8']",partial_raw,2026-06-05T00:20:22.413736+00:00,done,154.87398366500565
1,nightly_1080ti_20260604T231033Z_partial_raw_0131_cuda0,partial_raw_0131,32,2026-06-05T00:23:14.136646+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0131_cuda0.log,0,0,ok,4,"['R4:L16:I1+I3+I7:T6', 'R4:L16:I1+I3+I7:T8', 'R4:L16:I1+I2+I3+I8:T6', 'R4:L16:I1+I2+I3+I8:T8']",partial_raw,2026-06-05T00:20:39.809498+00:00,done,154.3248694819922
1,nightly_1080ti_20260604T231033Z_partial_raw_0132_cuda1,partial_raw_0132,32,2026-06-05T00:23:16.424760+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0132_cuda1.log,0,0,ok,4,"['R4:L17:I0:T6', 'R4:L17:I0:T8', 'R4:L17:I1:T6', 'R4:L17:I1:T8']",partial_raw,2026-06-05T00:20:41.585430+00:00,done,154.83586263000325
1,nightly_1080ti_20260604T231033Z_partial_raw_0133_cuda0,partial_raw_0133,32,2026-06-05T00:23:27.787903+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0133_cuda0.log,0,0,ok,4,"['R4:L17:I3:T6', 'R4:L17:I3:T8', 'R4:L17:I4:T6', 'R4:L17:I4:T8']",partial_raw,2026-06-05T00:20:54.900428+00:00,done,152.88406397000654
1,nightly_1080ti_20260604T231033Z_partial_raw_0134_cuda1,partial_raw_0134,32,2026-06-05T00:23:34.749912+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0134_cuda1.log,0,0,ok,4,"['R4:L17:I7:T6', 'R4:L17:I7:T8', 'R4:L17:I8:T6', 'R4:L17:I8:T8']",partial_raw,2026-06-05T00:21:02.677689+00:00,done,152.06897458000458
1,nightly_1080ti_20260604T231033Z_partial_raw_0135_cuda0,partial_raw_0135,32,2026-06-05T00:23:32.450869+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0135_cuda0.log,0,0,ok,4,"['R4:L17:I1+I3+I7:T6', 'R4:L17:I1+I3+I7:T8', 'R4:L17:I1+I2+I3+I8:T6', 'R4:L17:I1+I2+I3+I8:T8']",partial_raw,2026-06-05T00:21:02.737331+00:00,done,149.70964373899915
1,nightly_1080ti_20260604T231033Z_partial_raw_0136_cuda1,partial_raw_0136,32,2026-06-05T00:25:30.032552+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0136_cuda1.log,0,0,ok,4,"['R4:L18:I0:T6', 'R4:L18:I0:T8', 'R4:L18:I1:T6', 'R4:L18:I1:T8']",partial_raw,2026-06-05T00:22:57.296830+00:00,done,152.73230275600508
1,nightly_1080ti_20260604T231033Z_partial_raw_0137_cuda0,partial_raw_0137,32,2026-06-05T00:25:42.656777+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0137_cuda0.log,0,0,ok,4,"['R4:L18:I3:T6', 'R4:L18:I3:T8', 'R4:L18:I4:T6', 'R4:L18:I4:T8']",partial_raw,2026-06-05T00:23:14.142238+00:00,done,148.5113045689941
1,nightly_1080ti_20260604T231033Z_partial_raw_0138_cuda1,partial_raw_0138,32,2026-06-05T00:25:46.765003+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0138_cuda1.log,0,0,ok,4,"['R4:L18:I7:T6', 'R4:L18:I7:T8', 'R4:L18:I8:T6', 'R4:L18:I8:T8']",partial_raw,2026-06-05T00:23:16.428391+00:00,done,150.33268689199758
1,nightly_1080ti_20260604T231033Z_partial_raw_0139_cuda0,partial_raw_0139,32,2026-06-05T00:25:55.995661+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0139_cuda0.log,0,0,ok,4,"['R4:L18:I1+I3+I7:T6', 'R4:L18:I1+I3+I7:T8', 'R4:L18:I1+I2+I3+I8:T6', 'R4:L18:I1+I2+I3+I8:T8']",partial_raw,2026-06-05T00:23:27.793965+00:00,done,148.1985812750063
1,nightly_1080ti_20260604T231033Z_partial_raw_0140_cuda0,partial_raw_0140,32,2026-06-05T00:25:59.696156+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0140_cuda0.log,0,0,ok,4,"['R4:L19:I0:T6', 'R4:L19:I0:T8', 'R4:L19:I1:T6', 'R4:L19:I1:T8']",partial_raw,2026-06-05T00:23:32.457406+00:00,done,147.23542960999475
1,nightly_1080ti_20260604T231033Z_partial_raw_0141_cuda1,partial_raw_0141,32,2026-06-05T00:26:02.250579+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0141_cuda1.log,0,0,ok,4,"['R4:L19:I3:T6', 'R4:L19:I3:T8', 'R4:L19:I4:T6', 'R4:L19:I4:T8']",partial_raw,2026-06-05T00:23:34.756610+00:00,done,147.49063114699675
1,nightly_1080ti_20260604T231033Z_partial_raw_0142_cuda1,partial_raw_0142,32,2026-06-05T00:27:42.546345+00:00,cuda:1,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0142_cuda1.log,0,0,ok,4,"['R4:L19:I7:T6', 'R4:L19:I7:T8', 'R4:L19:I8:T6', 'R4:L19:I8:T8']",partial_raw,2026-06-05T00:25:30.039029+00:00,done,132.5038259060093
1,nightly_1080ti_20260604T231033Z_partial_raw_0143_cuda0,partial_raw_0143,32,2026-06-05T00:27:55.090268+00:00,cuda:0,runs/phase4_algorithm_factory/nightly_1080ti_20260604T231033Z/logs/partial_raw_0143_cuda0.log,0,0,ok,4,"['R4:L19:I1+I3+I7:T6', 'R4:L19:I1+I3+I7:T8', 'R4:L19:I1+I2+I3+I8:T6', 'R4:L19:I1+I2+I3+I8:T8']",partial_raw,2026-06-05T00:25:42.662852+00:00,done,132.42385188599292
