height,ABEF,BCGF,CDHG,ADHE,spread
low,118.10439752258478,86.0737384182297,72.58548737612581,74.79024078592522,45.518910146458964
mid,109.78558426160834,54.83033825686174,75.40806406214206,64.60608229635746,54.9552460047466
high,64.99385548949607,80.07989019316527,68.22131244102864,84.28413647599531,19.29028098649924
