experiment_id,deployability,description,track_count,capture_count,sample_err3d_n,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err3d_rmse_mm,trackmedian_horizontal_xz_p95_mm,trackmedian_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_circle_thickness_p95_mm,imu_only_endpoint_drift_3d_trackmedian_mm,imu_only_endpoint_drift_xz_trackmedian_mm,imu_only_drift_rate_3d_trackmedian_mm_s,uwb_update_accept_rate_trackmedian,uwb_innovation_nis_trackmedian,uwb_innovation_nis_p95_trackmedian,raw_range_ge4_ratio_trackmedian,raw_range_full8_ratio_trackmedian,capture_pair_count,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,imu_packet_model,orientation_source,L,I
REAL6_B0_A0_U4_P0_T1,real_6axis_vertical_slice,"Pure UWB baseline A0/U4/P0/T1, copied into real-6axis smoke run.",34,17,40661,102.63336074100665,208.3503804473449,256.9324074144989,141.2659848479643,40661,66.14323345844781,145.82607164755368,178.9530610667181,93.41834672726387,40661,61.57092076688957,163.1159939953268,205.89630418252534,105.96740522354024,105.83784720842489,231.80213799547772,132.8297379891087,167.47209082957747,187.38314568289843,81.85817424679978,68.97030504345278,38.73430278830949,59.73216676551942,97.22019722085115,173.57057176081128,,,,,,,,,17,80.07935390701411,26.37186507012177,172.16272100899008,explicit_ax_ay_az_gx_gy_gz,world_aligned,,
REAL6_X_A0_L0_I0_T11,real_6axis_vertical_slice,Perfect simulated 6-axis IMU-only strapdown diagnostic.,34,17,40643,0.844762383435126,1.3773615111639383,1.50519596001683,0.9849276840796696,40643,0.6631587317989975,1.2775426444092723,1.4220094200734084,0.8413397660215483,40643,0.3408965737347671,0.8011471045496367,0.9443569617956428,0.5120839198582082,0.7965853331863539,1.435188562940684,0.9586362045734547,1.2704542963333978,0.8635196456051233,0.35002933418293847,0.2553898956198124,0.1672195417305602,0.9066138333611775,14.790716812186208,22.719945276702823,8.09378329414056,6.9175444957728764,0.06751020749493102,,,,,,17,247.794413313268,13.127369274851105,591.8925287985837,explicit_ax_ay_az_gx_gy_gz,world_aligned,L0,I0
REAL6_X_A0_L15_I1+I3_T11,real_6axis_vertical_slice,Realistic simulated 6-axis L15/I1+I3 IMU-only strapdown diagnostic.,34,17,40643,2258.20164666825,7122.653478321463,8812.242567695348,4136.253729425422,40643,1481.0442485135789,5272.095216610668,7111.677331101471,3161.3204096079876,40643,1110.8899128348862,4408.890425322159,6042.439151493968,2667.329785006288,2438.215963026201,6878.219807599609,3384.3602351659656,4142.44953287438,3693.4426895325823,3376.1607005753167,2696.296712020413,1322.678404579487,1387.009780398154,428.0912331988071,793.651229158681,9244.185070431053,5190.396544560263,77.1077850808814,,,,,,17,7057.257741684421,2145.9841966304234,11009.387584795477,explicit_ax_ay_az_gx_gy_gz,world_aligned,L15,I1+I3
REAL6_X_A0_U4_P0_L15_I1+I3_T5LITE,real_6axis_vertical_slice,Realistic simulated 6-axis L15/I1+I3 causal UWB+IMU T5-lite smoke.,34,17,40661,58.914531999647835,95.5913087036061,106.77679983591862,67.11580060615917,40661,37.33230101543873,66.25170821107429,76.63272908372817,45.02128677078938,40661,37.84375446585295,77.80507661664501,92.5525686962618,49.77564091509079,60.97508519718769,88.42631482116295,65.96792497729325,57.79453789052778,66.06583880787906,57.5260425698439,40.536122484828724,32.509769679402496,4.585592993500882,58.1476383337601,89.19161273397606,,,,1.0,0.9242983062385531,3.904893227101751,,,17,512.1951584897712,20.901224382585497,890.2979277636224,explicit_ax_ay_az_gx_gy_gz,world_aligned,L15,I1+I3
