capture_id,tag,frames,finite_frames,xyz_diff_rmse_mm,xyz_diff_p95_mm,xyz_diff_max_mm,cpu_accept_rate,gpu_accept_rate,row_spec,seed_id,R,L,I,T,prior_sigma_mm,range_sigma_scale,robust
R01,BS2DCE,1201,1201,0.0004359700778686292,0.0008335357175258863,0.001292011220170025,1.0,1.0,R2:L19:I0:T6,S01,R2,L19,I0,T6,171.834,1.0,False
R01,BSDC91,1200,1200,0.0005535243962366357,0.0011494820669345179,0.0017045507897867694,1.0,1.0,R2:L19:I0:T6,S01,R2,L19,I0,T6,171.834,1.0,False
R02,BS2DCE,1201,1201,0.0004131793315550146,0.0008690492871266218,0.001281519206617961,1.0,1.0,R2:L19:I0:T6,S01,R2,L19,I0,T6,171.834,1.0,False
R02,BSDC91,1200,1200,0.0005368554388683836,0.0011203241696040058,0.0020189420853733,1.0,1.0,R2:L19:I0:T6,S01,R2,L19,I0,T6,171.834,1.0,False
R03,BS2DCE,1200,1200,0.0003431915190034071,0.0005807705800637414,0.0008272267352055784,1.0,1.0,R2:L19:I0:T6,S01,R2,L19,I0,T6,171.834,1.0,False
R03,BSDC91,1200,1200,0.00043953301861555754,0.0008233326163358349,0.0015616067658131897,1.0,1.0,R2:L19:I0:T6,S01,R2,L19,I0,T6,171.834,1.0,False
R04,BS2DCE,1200,1200,0.00036331479217424227,0.0006382502063074671,0.001159357767069044,1.0,1.0,R2:L19:I0:T6,S01,R2,L19,I0,T6,171.834,1.0,False
R04,BSDC91,1200,1200,0.0003957831189798823,0.0006910030169330578,0.0011324800967842789,1.0,1.0,R2:L19:I0:T6,S01,R2,L19,I0,T6,171.834,1.0,False
R05,BS2DCE,1200,1200,0.00046932148717776783,0.0008952573967982579,0.0014589893899475768,1.0,1.0,R2:L19:I0:T6,S01,R2,L19,I0,T6,171.834,1.0,False
R05,BSDC91,1201,1201,0.0005800359825276969,0.0011687602952975766,0.0016425585864504892,1.0,1.0,R2:L19:I0:T6,S01,R2,L19,I0,T6,171.834,1.0,False
R06,BS2DCE,1200,1200,0.0005175679620418404,0.0011577208924803874,0.001738582755091481,1.0,1.0,R2:L19:I0:T6,S01,R2,L19,I0,T6,171.834,1.0,False
R06,BSDC91,1201,1201,0.0006217578033135518,0.0014233228001214468,0.002131331343295523,1.0,1.0,R2:L19:I0:T6,S01,R2,L19,I0,T6,171.834,1.0,False
R07,BS2DCE,1200,1200,0.00039106718423936735,0.000672238328148671,0.0009930456175671367,1.0,1.0,R2:L19:I0:T6,S01,R2,L19,I0,T6,171.834,1.0,False
R07,BSDC91,1201,1201,0.0004146608136417492,0.0008072203865714821,0.0014086713428759108,1.0,1.0,R2:L19:I0:T6,S01,R2,L19,I0,T6,171.834,1.0,False
R08,BS2DCE,1201,1201,0.00027701032925793575,0.0003937097887863672,0.0005602319663112493,1.0,1.0,R2:L19:I0:T6,S01,R2,L19,I0,T6,171.834,1.0,False
R08,BSDC91,1200,1200,0.00029775960886215447,0.0004770437080037854,0.0007021145700970106,1.0,1.0,R2:L19:I0:T6,S01,R2,L19,I0,T6,171.834,1.0,False
R09,BS2DCE,1200,1200,0.00032353636215101374,0.0005827561014687421,0.000858494669329036,1.0,1.0,R2:L19:I0:T6,S01,R2,L19,I0,T6,171.834,1.0,False
R09,BSDC91,1200,1200,0.000482622843564343,0.000902736699084992,0.0013117579763052797,1.0,1.0,R2:L19:I0:T6,S01,R2,L19,I0,T6,171.834,1.0,False
R10,BS2DCE,1200,1200,0.0004746016368370946,0.0009083282906182748,0.0018427987485092185,1.0,1.0,R2:L19:I0:T6,S01,R2,L19,I0,T6,171.834,1.0,False
