row_spec,seed_id,stage,cache_key,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L15:I7:T6,S00,simulate_imu_prior,L15:I7,0.7919938450000075,,,,
R2:L15:I7:T6,S00,build_track_tensors,L15:I7,14.452862889000016,,,,
R2:L15:I7:T6,S00,torch_gpu,,15.86792233700001,0,1,15.86792233700001,15.86792233700001
R2:L15:I7:T8,S00,torch_gpu,,13.988522664000016,0,1,13.988522664000016,13.988522664000016
R2:L15:I8:T6,S00,simulate_imu_prior,L15:I8,0.5407819509999854,,,,
R2:L15:I8:T6,S00,build_track_tensors,L15:I8,11.774849032999981,,,,
R2:L15:I8:T6,S00,torch_gpu,,1.5552685450000183,0,1,1.5552685450000183,1.5552685450000183
R2:L15:I8:T8,S00,torch_gpu,,1.1269029700000033,0,1,1.1269029700000033,1.1269029700000033
R2:L15:I1+I3+I7:T6,S00,simulate_imu_prior,L15:I1+I3+I7,0.6003413229999808,,,,
R2:L15:I1+I3+I7:T6,S00,build_track_tensors,L15:I1+I3+I7,11.00627822200002,,,,
R2:L15:I1+I3+I7:T6,S00,torch_gpu,,16.164351087,0,1,16.164351087,16.164351087
R2:L15:I1+I3+I7:T8,S00,torch_gpu,,6.909849215000008,0,1,6.909849215000008,6.909849215000008
R2:L15:I1+I2+I3+I8:T6,S00,simulate_imu_prior,L15:I1+I2+I3+I8,0.6005301750000172,,,,
R2:L15:I1+I2+I3+I8:T6,S00,build_track_tensors,L15:I1+I2+I3+I8,13.315824399999968,,,,
R2:L15:I1+I2+I3+I8:T6,S00,torch_gpu,,14.871563525,0,1,14.871563525,14.871563525
R2:L15:I1+I2+I3+I8:T8,S00,torch_gpu,,13.531385599000032,0,1,13.531385599000032,13.531385599000032
