L,name,description,axes,market_class,accel_noise_mg,gyro_noise_dps,residual_accel_bias_mg,residual_gyro_bias_dps,accel_bias_random_walk_mg_sqrt_s,gyro_bias_random_walk_dps_sqrt_s,timestamp_jitter_ms,quantization_mg,odr_hz,vibration_sensitivity_mg,extrinsic_mg
L2,mpu6050_like_6axis_i3_residual,MPU6050-like residual noise after simple I3 bias calibration,6,legacy_consumer_6axis_generic,0.8,0.05,0.2,0.02,0.03,0.002,1.0,0.061,120.0,0.25,0.05
