version,eval_set,method,n_tags,err_3d_median_mm,err_3d_p95_mm,err_3d_rms_mm,err_horizontal_median_mm,err_vertical_median_mm,range_median_min_mm,range_median_max_mm,range_p95_min_mm,range_p95_max_mm,det,scale,note
v4-io-commonmode,all8,A_tag_cloud_fit_WRONG_circular,24,110.86507815101214,239.43587372594226,138.74655379111786,47.82571677648278,103.38077594139395,,,,,-0.9999999999999991,1.0,WRONG for accuracy: transform fitted to tag truth; included only to show circular optimism.
v4-io-commonmode,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,257.9764972159835,1603.9187461167426,569.9292795475548,2225.343167559689,,1.0,"WRONG for accuracy: centroid fixes translation only; rotation/reflection remain free, so error is a range."
v4-io-commonmode,all8,C_anchor_locked_OFFICIAL,24,109.51538194751677,223.85923780458197,140.52524928793662,45.21830372733827,89.42072844018016,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
