version,eval_set,n,err_3d_median_mm,err_3d_p95_mm,err_3d_rms_mm,err_horizontal_median_mm,err_vertical_median_mm,median_distance_to_array_centroid_mm,median_scale_bias_expected_mm
v4-io,all8,24,72.68911932045481,171.49736845476423,109.84509967728258,37.4203480766745,61.870068315403614,743.71828715619,31.037393484167744
