version,eval_set,pair,measured_mm,predicted_mm,residual_mm,abs_residual_mm
v3-full,solve,A-B,2895.1933471933476,2901.04817332615,5.854826132802373,5.854826132802373
v3-full,solve,A-C,3717.5,3717.5,0.0,0.0
v3-full,solve,A-D,2428.8099547511315,2422.3139116132315,-6.49604313789996,6.49604313789996
v3-full,solve,A-E,1548.9817587802886,1549.5624104670267,0.5806516867380651,0.5806516867380651
v3-full,solve,A-F,3321.9016657710913,3313.4075420017543,-8.494123769336966,8.494123769336966
v3-full,solve,A-G,4020.659751037345,4022.1818509704713,1.5220999331263556,1.5220999331263556
v3-full,solve,A-H,2687.5000000000005,2695.4372143565597,7.937214356559252,7.937214356559252
v3-full,solve,B-C,2407.1395939086296,2095.261648032386,-311.87794587624376,311.87794587624376
v3-full,solve,B-D,3669.8390243902436,3673.0619312502195,3.222906859975865,3.222906859975865
v3-full,solve,B-E,3134.515596330275,3129.922298635839,-4.5932976944359325,4.5932976944359325
v3-full,solve,B-F,1619.7131979695432,1624.2253271365175,4.512129166974319,4.512129166974319
v3-full,solve,B-G,2744.951219512195,2744.951219512195,0.0,0.0
v3-full,solve,B-H,3901.1882352941175,3843.9234515362623,-57.264783757855184,57.264783757855184
v3-full,solve,C-D,2887.3329758713135,3046.9736441027726,159.64066823145913,159.64066823145913
v3-full,solve,C-E,3885.9282218597064,3890.5548974264566,4.626675566750237,4.626675566750237
v3-full,solve,C-F,2672.0,2665.9763087621723,-6.023691237827734,6.023691237827734
v3-full,solve,C-G,1617.9904153354632,1619.6234328766109,1.6330175411476375,1.6330175411476375
v3-full,solve,C-H,3346.5,3346.3936488478666,-0.10635115213335666,0.10635115213335666
v3-full,solve,D-E,2792.3801916932907,2792.3801916932907,0.0,0.0
v3-full,solve,D-F,3848.748235294118,3995.1389565122454,146.3907212181275,146.3907212181275
v3-full,solve,D-G,3160.241095890411,3154.882992174252,-5.358103716158894,5.358103716158894
v3-full,solve,D-H,1659.3837837837839,1289.3520869251774,-370.03169685860644,370.03169685860644
v3-full,solve,E-F,2760.4705882352937,2760.4705882352937,0.0,0.0
v3-full,solve,E-G,3711.716981132075,3615.04117219324,-96.67580893883496,96.67580893883496
v3-full,solve,E-H,2332.5829694323143,2332.582969432314,-4.547473508864641e-13,4.547473508864641e-13
v3-full,solve,F-G,2373.6393442622953,2371.8700538616,-1.769290400695354,1.769290400695354
v3-full,solve,F-H,3659.487804878049,3664.652782995926,5.164978117877126,5.164978117877126
v3-full,solve,G-H,2880.0,2886.1783153829792,6.178315382979235,6.178315382979235
