row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L16:I3:T6,simulate_imu_prior,0.55094480200205,,,,
R4:L16:I3:T6,cpu_golden,19.785665050003445,,,,
R4:L16:I3:T6,torch_gpu,2.5051598739955807,0,1,2.5051598739955807,2.5051598739955807
R4:L16:I3:T8,simulate_imu_prior,0.5736829390079947,,,,
R4:L16:I3:T8,cpu_golden,20.49234173700097,,,,
R4:L16:I3:T8,torch_gpu,2.072776361994329,0,1,2.072776361994329,2.072776361994329
R4:L16:I4:T6,simulate_imu_prior,0.5730271569918841,,,,
R4:L16:I4:T6,cpu_golden,20.15322543498769,,,,
R4:L16:I4:T6,torch_gpu,2.0376743160013575,0,1,2.0376743160013575,2.0376743160013575
R4:L16:I4:T8,simulate_imu_prior,0.7564246580004692,,,,
R4:L16:I4:T8,cpu_golden,20.892090977999032,,,,
R4:L16:I4:T8,torch_gpu,2.0713750069990056,0,1,2.0713750069990056,2.0713750069990056
