sweep,conn_id,peer_name,tag_id,anchor_id,status,raw_mm,filt_mm,quality_percent,ok_count,fail_count
24056,,BSF66F,,0,ok,3847,3847,100,5,0
24056,,BSF66F,,1,ok,2586,2586,100,5,0
24056,,BSF66F,,2,ok,2149,2149,100,5,0
24057,,BSF66F,,4,ok,3712,3712,100,6,0
24057,,BSF66F,,5,ok,2355,2355,100,6,0
24058,,BSF66F,,0,ok,3900,3900,100,6,0
24058,,BSF66F,,1,ok,2489,2489,100,6,0
24058,,BSF66F,,2,ok,2170,2170,100,6,0
24058,,BSF66F,,3,ok,3492,3492,100,6,0
24059,,BSF66F,,4,ok,3783,3783,100,7,0
24059,,BSF66F,,5,ok,2362,2362,100,7,0
24059,,BSF66F,,6,ok,1980,1980,100,7,0
24060,,BSF66F,,0,ok,3918,3918,100,7,0
24060,,BSF66F,,1,ok,2537,2537,100,7,0
24061,,BSF66F,,4,ok,3776,3776,100,8,0
24061,,BSF66F,,5,ok,2353,2353,100,8,0
24061,,BSF66F,,6,ok,2040,2040,100,8,0
24061,,BSF66F,,7,ok,3536,3536,100,8,0
24062,,BSF66F,,0,ok,3836,3836,100,8,0
24062,,BSF66F,,1,ok,2487,2487,100,8,0
24062,,BSF66F,,2,ok,2163,2163,100,8,0
24063,,BSF66F,,4,ok,3782,3782,100,9,0
24063,,BSF66F,,5,ok,2343,2343,100,9,0
24064,,BSF66F,,0,ok,3857,3857,100,9,0
24064,,BSF66F,,1,ok,2588,2588,100,9,0
24064,,BSF66F,,2,timeout,0,2163,88,8,1
24064,,BSF66F,,3,ok,3467,3467,100,9,0
24065,,BSF66F,,4,ok,3771,3771,100,10,0
24065,,BSF66F,,5,ok,2374,2374,100,10,0
24065,,BSF66F,,6,ok,1994,1994,100,10,0
24066,,BSF66F,,0,ok,3820,3820,100,10,0
24066,,BSF66F,,1,ok,2475,2475,100,10,0
24067,,BSF66F,,4,ok,3753,3753,100,11,0
24067,,BSF66F,,5,timeout,0,2374,90,10,1
24067,,BSF66F,,6,ok,1972,1972,100,11,0
24067,,BSF66F,,7,ok,3542,3542,100,11,0
24068,,BSF66F,,0,ok,3875,3875,100,11,0
24068,,BSF66F,,1,ok,2552,2552,100,11,0
24068,,BSF66F,,2,ok,2151,2151,90,10,1
24069,,BSF66F,,4,ok,3822,3822,100,12,0
24069,,BSF66F,,5,ok,2343,2343,91,11,1
24070,,BSF66F,,0,ok,3844,3844,100,12,0
24070,,BSF66F,,1,ok,2490,2490,100,12,0
24070,,BSF66F,,2,ok,2138,2138,91,11,1
24070,,BSF66F,,3,ok,3496,3496,91,11,1
24071,,BSF66F,,4,ok,3776,3776,100,13,0
24071,,BSF66F,,5,ok,2386,2386,92,12,1
24071,,BSF66F,,6,ok,2001,2001,100,13,0
24072,,BSF66F,,0,ok,3821,3821,100,13,0
24072,,BSF66F,,1,ok,2501,2501,100,13,0
24073,,BSF66F,,4,ok,3804,3804,100,14,0
24073,,BSF66F,,5,ok,2344,2344,92,13,1
24073,,BSF66F,,6,ok,2016,2016,100,14,0
24073,,BSF66F,,7,ok,3522,3522,92,13,1
24074,,BSF66F,,0,ok,3830,3830,100,14,0
24074,,BSF66F,,1,ok,2494,2494,100,14,0
24074,,BSF66F,,2,ok,2123,2123,92,13,1
24075,,BSF66F,,4,ok,3800,3800,100,15,0
24075,,BSF66F,,5,ok,2369,2369,93,14,1
24076,,BSF66F,,0,ok,3790,3790,100,15,0
24076,,BSF66F,,1,ok,2545,2545,100,15,0
24076,,BSF66F,,2,ok,2173,2173,93,14,1
24076,,BSF66F,,3,ok,3530,3530,93,14,1
