row_spec,seed_id,stage,cache_key,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L8:I7:T6,S01,simulate_imu_prior,L8:I7,1.4461276029996952,,,,
R2:L8:I7:T6,S01,build_track_tensors,L8:I7,15.517665436999778,,,,
R2:L8:I7:T6,S01,torch_gpu,,12.74783928099987,0,1,12.74783928099987,12.74783928099987
R2:L8:I7:T8,S01,torch_gpu,,9.241650545999619,0,1,9.241650545999619,9.241650545999619
R2:L8:I8:T6,S01,simulate_imu_prior,L8:I8,1.2964212819997556,,,,
R2:L8:I8:T6,S01,build_track_tensors,L8:I8,19.51175208099994,,,,
R2:L8:I8:T6,S01,torch_gpu,,10.99849279999944,0,1,10.99849279999944,10.99849279999944
R2:L8:I8:T8,S01,torch_gpu,,6.3733355630001824,0,1,6.3733355630001824,6.3733355630001824
R2:L8:I1+I3+I7:T6,S01,simulate_imu_prior,L8:I1+I3+I7,0.5495251789998292,,,,
R2:L8:I1+I3+I7:T6,S01,build_track_tensors,L8:I1+I3+I7,14.750257824000073,,,,
R2:L8:I1+I3+I7:T6,S01,torch_gpu,,7.083709881999312,0,1,7.083709881999312,7.083709881999312
R2:L8:I1+I3+I7:T8,S01,torch_gpu,,9.201550275000045,0,1,9.201550275000045,9.201550275000045
R2:L8:I1+I2+I3+I8:T6,S01,load_imu_prior_cache,L8:I1+I2+I3+I8,0.003682272999867564,,,,
R2:L8:I1+I2+I3+I8:T6,S01,build_track_tensors,L8:I1+I2+I3+I8,19.138833927999258,,,,
R2:L8:I1+I2+I3+I8:T6,S01,torch_gpu,,4.324233021000509,0,1,4.324233021000509,4.324233021000509
R2:L8:I1+I2+I3+I8:T8,S01,torch_gpu,,6.41960432399992,0,1,6.41960432399992,6.41960432399992
