L,A,U,P,I,T,kind,n,p50_mean,p95_mean,p95_std,rmse_mean,legacy_xz_p95_mean,legacy_yvertical_p95_mean,sameP_uwb_p95_mean,sameP_delta_p95_mean,sameP_improved_seed_fraction,b0_delta_p95_mean,radius_abs_mean,thickness_p95_mean,deltaR_rms_mean,sensor_label,experiment_short,accuracy_rank,rescue_rank
L16,A0,U4,P5,I1,T2,position_fusion,5,88.16541155480363,140.45788447257968,1.3611844457934097,95.24010385448425,113.78531316944313,107.30186726862567,156.73705943320283,16.279174960623145,1.0,91.34425352289801,47.840455416141104,113.6099430259505,281.0327876377859,L16 ICM-45686,X_A0_U4_P5_L16_I1_T2,153,330
L16,A0,U4,P1,I2,T2,position_fusion,5,82.37398686731606,140.4785275449559,4.445298905776076,90.52448818060542,108.76867106084846,104.10979537355156,179.58127537090328,39.10274782594737,1.0,91.32361045052178,42.45615984224572,121.80694223098783,323.49806620807703,L16 ICM-45686,X_A0_U4_P1_L16_I2_T2,154,114
L20,A0,U4,P5,I1,T2,position_fusion,5,85.85745745137783,140.94258048902654,2.1224768397845994,95.50994562571225,109.01900699194246,102.55546035490497,156.73705943320283,15.794478944176285,1.0,90.85955750645114,47.19953662225162,103.82547804950457,277.9861443626625,L20 Xsens MTi-3,X_A0_U4_P5_L20_I1_T2,155,344
L20,A0,U4,P0,I8,T2,position_fusion,5,81.59275132051623,141.1045264923217,4.6882120962616565,90.09004857989014,106.78156230806162,109.62912549861956,231.8021379954777,90.69761150315598,1.0,90.69761150315598,40.87487886719747,120.74357915083385,308.72651809483597,L20 Xsens MTi-3,X_A0_U4_P0_L20_I8_T2,156,4
L16,A0,U4,P1,I1,T2,position_fusion,5,81.15719472056378,141.3923462001132,1.7512558432912544,88.3346462752634,111.74732342959335,103.91820203812131,179.58127537090328,38.188929170790104,1.0,90.40979179536451,42.656868299925286,129.7700713600479,305.3196322057131,L16 ICM-45686,X_A0_U4_P1_L16_I1_T2,157,123
L20,A0,U4,P2,I7,T2,position_fusion,5,84.98272689835835,141.45705057736257,2.0480542749768005,91.68372751879312,111.81901748894875,105.4519948981992,191.34655064695076,49.8895000695882,1.0,90.34508741811513,33.621070378608586,123.66914598950034,321.03658767211596,L20 Xsens MTi-3,X_A0_U4_P2_L20_I7_T2,158,61
L20,A0,U4,P2,I3,T2,position_fusion,5,84.8808345095334,141.52605009935058,6.369246142126529,92.96100111822275,108.87598028276886,105.18283176046972,191.34655064695076,49.820500547600155,1.0,90.2760878961271,32.414742153587106,116.31928634662131,309.6584060187362,L20 Xsens MTi-3,X_A0_U4_P2_L20_I3_T2,159,62
L16,A0,U4,P3,I7,T2,position_fusion,5,82.365215818269,141.61870160072175,6.2411401268486335,91.42672766149573,111.25632734012501,105.78609601631487,200.2766290041533,58.65792740343154,1.0,90.18343639475593,43.864779300823145,129.04197285110916,293.1582085746115,L16 ICM-45686,X_A0_U4_P3_L16_I7_T2,160,36
L20,A0,U4,P2,I2,T2,position_fusion,5,84.81538786564536,141.71528424704513,3.139699379470245,93.70947727648111,107.9197398165483,105.55118600250478,191.34655064695076,49.63126639990563,1.0,90.08685374843256,33.937352501801584,120.98994952905589,278.00747426509423,L20 Xsens MTi-3,X_A0_U4_P2_L20_I2_T2,161,64
L16,A0,U4,P5,I2,T2,position_fusion,5,88.66199019237817,141.79402228888992,3.7873440353814027,96.44374766389399,111.66984450122568,105.35723122873631,156.73705943320283,14.943037144312921,1.0,90.00811570658779,47.44665114811056,106.44185281463247,325.7176418734233,L16 ICM-45686,X_A0_U4_P5_L16_I2_T2,162,354
L16,A0,U4,P3,I2,T2,position_fusion,5,83.8126978553133,142.18819671286326,3.7200462489222037,92.1051080941471,113.00494843207564,106.44643512063855,200.2766290041533,58.088432291290054,1.0,89.61394128261443,43.97988382172399,131.32257427767811,297.37629462852954,L16 ICM-45686,X_A0_U4_P3_L16_I2_T2,163,37
L16,A0,U4,P5,I7,T2,position_fusion,5,88.8187167692695,142.7969274935958,3.160408342054387,97.39537553356472,111.33130594472831,108.07626649972767,156.73705943320283,13.940131939607028,1.0,89.00521050188189,47.32343564347236,108.53712671820338,327.3204370049614,L16 ICM-45686,X_A0_U4_P5_L16_I7_T2,164,358
L20,A0,U4,P0,I4,T2,position_fusion,5,80.67886501167295,143.61984755265883,5.7857595054351805,90.46761342641223,108.85705266688572,109.15447452882447,231.8021379954777,88.18229044281887,1.0,88.18229044281887,42.91007591719734,121.42452590769417,327.56374589324014,L20 Xsens MTi-3,X_A0_U4_P0_L20_I4_T2,165,5
L20,A0,U4,P2,I1,T2,position_fusion,5,86.44185835938242,144.44699801310588,3.9657758394325073,94.0441174586039,111.60432631884893,106.18211686035902,191.34655064695076,46.89955263384489,1.0,87.35513998237181,34.33364640905872,121.03377319215528,266.14699272548506,L20 Xsens MTi-3,X_A0_U4_P2_L20_I1_T2,166,75
L16,A0,U4,P3,I1,T2,position_fusion,5,83.07128677267335,144.554116216344,2.5237613212119174,90.14464574178007,114.23509657900851,106.92975260405527,200.2766290041533,55.72251278780931,1.0,87.2480217791337,44.30628627808927,133.71380362502126,275.17505631506816,L16 ICM-45686,X_A0_U4_P3_L16_I1_T2,167,44
L16,A0,U4,P2,I2,T2,position_fusion,5,88.16441230774653,144.63495898398938,3.3048445678699787,96.01599274102854,114.12343040684691,109.25499110991589,191.34655064695076,46.711591662961396,1.0,87.16717901148833,34.832739885220704,123.04379691432692,292.4120194165174,L16 ICM-45686,X_A0_U4_P2_L16_I2_T2,168,76
L16,A0,U4,P0,I6,T2,position_fusion,5,83.55793890893379,144.76774382328512,5.652231014332471,92.16237029260355,107.59193737997157,111.72646812817386,231.8021379954777,87.03439417219259,1.0,87.03439417219259,40.60244361072062,123.40134685178866,312.4882089661843,L16 ICM-45686,X_A0_U4_P0_L16_I6_T2,169,6
L16,A0,U4,P2,I7,T2,position_fusion,5,86.27103447870307,145.10017855732147,4.70342796022028,94.69770107331478,113.66486482442588,110.18096678202514,191.34655064695076,46.246372089629304,1.0,86.70195943815624,34.5617439051159,123.27617851401257,292.7814867524386,L16 ICM-45686,X_A0_U4_P2_L16_I7_T2,170,78
L16,A0,U4,P0,I8,T2,position_fusion,5,84.6126652600362,145.47071731819662,2.8956869567247163,94.02691397457922,104.93731808699201,112.41888972409542,231.8021379954777,86.33142067728106,1.0,86.33142067728106,41.57181866281387,122.87063652619966,229.23181354590255,L16 ICM-45686,X_A0_U4_P0_L16_I8_T2,171,7
L2,A0,U4,P4,I8,T2,position_fusion,5,82.78867496760554,145.65396076757145,3.3182720161242503,92.70659181415739,111.2800210137943,111.69002180420776,138.8862359430275,-6.767724824543961,0.0,86.14817722790625,21.281171545851596,127.69723321034414,196.32493790552078,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I8_T2,172,638
L16,A0,U4,P2,I1,T2,position_fusion,5,86.84058351120265,145.73655096415195,3.7615129043468194,93.61319361818967,115.49752880140542,108.08423205293711,191.34655064695076,45.609999682798794,1.0,86.06558703132573,35.31981903311415,129.3256541702479,273.60970117364724,L16 ICM-45686,X_A0_U4_P2_L16_I1_T2,173,81
L2,A0,U4,P4,I5,T2,position_fusion,5,83.86779888889393,146.15495123017536,6.487294837535839,94.24268874749994,106.21100354685413,109.28249878610457,138.8862359430275,-7.268715287147865,0.0,85.64718676530234,20.131923599181693,129.58016707200755,333.38571001784396,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I5_T2,174,640
L2,A0,U4,P4,I6,T2,position_fusion,5,84.59422820364087,146.54364758258095,2.756706997594219,93.57250536749319,108.33896145553013,114.39027013545035,138.8862359430275,-7.65741163955347,0.0,85.25849041289673,20.65779729908342,131.66985853791755,240.6277179582833,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I6_T2,175,641
L20,A0,U4,P5,I5,T4,position_fusion,5,87.77411272530966,147.29078286613844,1.126729822685558,97.88654532035957,113.41095385840944,109.07529426077205,156.73705943320283,9.446276567064393,1.0,84.51135512933925,53.568391275307114,100.80537834677841,474.77768803210785,L20 Xsens MTi-3,X_A0_U4_P5_L20_I5_T4,176,408
L2,A0,U4,P4,I4,T2,position_fusion,5,84.44213518384443,147.49994141379787,7.742957154676036,93.52147447206619,107.69335460918005,112.71711793861282,138.8862359430275,-8.613705470770384,0.0,84.30219658167982,21.515798348306028,127.35016309185205,234.55781899604708,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I4_T2,177,642
L16,A0,U4,P0,I4,T2,position_fusion,5,84.60115455262567,147.9521139267534,4.606058542229295,94.58540410990022,107.99588343230566,113.99898657434778,231.8021379954777,83.85002406872427,1.0,83.85002406872427,43.61721072933422,125.58856747011767,286.3279747852859,L16 ICM-45686,X_A0_U4_P0_L16_I4_T2,178,8
L16,A0,U4,P1,I5,T4,position_fusion,5,83.55624584049679,148.0797878733428,2.2253827330154587,94.54130069982918,114.85086566728084,108.50919166669999,179.58127537090328,31.501487497560486,1.0,83.72235012213488,48.36926161052343,121.2323856483554,320.38859112184883,L16 ICM-45686,X_A0_U4_P1_L16_I5_T4,179,155
L16,A0,U4,P0,I3,T2,position_fusion,5,82.58739417886474,148.2963275525189,1.870495581375909,92.01752645173374,110.65659438180826,115.96461023296358,231.8021379954777,83.50581044295879,1.0,83.50581044295879,45.294547537665196,122.34864450056902,258.083952742711,L16 ICM-45686,X_A0_U4_P0_L16_I3_T2,180,9
L20,A0,U4,P1,I5,T4,position_fusion,5,82.94674252479888,148.4405021211891,2.8734841917389145,93.28620180118843,114.60658797644831,109.6961317050338,179.58127537090328,31.140773249714197,1.0,83.36163587428861,48.14844841672419,120.56912545259522,321.9498929864805,L20 Xsens MTi-3,X_A0_U4_P1_L20_I5_T4,181,160
L2,A0,U4,P4,I1,T2,position_fusion,5,85.50631850007441,148.57297028279905,4.783602711119536,93.94197478363996,105.07586519949034,115.27867449993168,138.8862359430275,-9.686734339771556,0.0,83.22916771267865,22.887862148725265,127.89325651811885,328.13830261613583,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I1_T2,182,643
L16,A0,U4,P5,I5,T4,position_fusion,5,88.13379237646998,148.62712593007387,0.9302693881244656,98.31570813509896,113.95459734728911,108.84999882753327,156.73705943320283,8.109933503128968,1.0,83.17501206540382,53.709676954067824,100.14882691368955,453.6652421254662,L16 ICM-45686,X_A0_U4_P5_L16_I5_T4,183,438
L16,A0,U4,P5,I0,T2,position_fusion,5,91.14344093967566,149.17982222461765,3.009928888428989,100.65213090539919,118.33294363181025,112.36446872484905,156.73705943320283,7.5572372085851836,1.0,82.62231577086004,54.748927778546886,110.57880166035704,387.49721061412527,L16 ICM-45686,X_A0_U4_P5_L16_I0_T2,184,451
L20,A0,U4,P5,I5,T3,position_fusion,5,88.42129901442709,149.65139692339528,1.4413024202192448,99.03466696694191,115.66336851946707,111.37435692760528,156.73705943320283,7.085662509807554,1.0,82.15074107208241,54.5281009793561,106.5729315797824,503.20709622651987,L20 Xsens MTi-3,X_A0_U4_P5_L20_I5_T3,185,463
L20,A0,U4,P5,I8,T4,position_fusion,5,89.62808254136596,149.79190942014338,1.5821390237129636,100.16989221483325,116.40943061839668,110.87242313775334,156.73705943320283,6.945150013059447,1.0,82.01022857533431,54.496389019086735,104.93283394611122,515.7956222454651,L20 Xsens MTi-3,X_A0_U4_P5_L20_I8_T4,186,466
L20,A0,U4,P5,I6,T4,position_fusion,5,88.47290038951166,149.82924272668794,1.6246409533200383,98.62575959513154,114.49339391112599,111.05007356955772,156.73705943320283,6.90781670651491,1.0,81.97289526878977,54.224680451836136,104.7239997493306,516.0197901040859,L20 Xsens MTi-3,X_A0_U4_P5_L20_I6_T4,187,469
L20,A0,U4,P0,I3,T2,position_fusion,5,83.24403333503956,149.85661221727636,5.291700145800807,93.43165704372466,109.23470266611442,115.76621398644006,231.8021379954777,81.94552577820134,1.0,81.94552577820134,44.6082200426511,119.86859748339444,298.2754066145462,L20 Xsens MTi-3,X_A0_U4_P0_L20_I3_T2,188,10
L16,A0,U4,P5,I8,T4,position_fusion,5,89.08556492994751,150.09383078239048,2.4080557833706835,99.28396181422843,115.05544725949107,111.30357267739764,156.73705943320283,6.6432286508123415,1.0,81.70830721308721,54.59060588820974,107.19364295119848,455.89864599375994,L16 ICM-45686,X_A0_U4_P5_L16_I8_T4,189,470
L2,A0,U4,P4,I7,T2,position_fusion,5,85.77762373308813,150.69699196500133,5.994858627726516,96.47423736760891,111.02214019793371,113.31464720856772,138.8862359430275,-11.810756021973827,0.0,81.10514603047639,22.661396503580356,121.50422674315573,270.8449019683541,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I7_T2,190,646
L16,A0,U4,P5,I5,T3,position_fusion,5,88.65696121711544,150.7974051810408,0.6860171072322239,99.33743532886713,116.27036093910594,110.5193945276857,156.73705943320283,5.939654252162029,1.0,81.00473281443689,54.621815182614895,107.5189297006181,488.7485834415367,L16 ICM-45686,X_A0_U4_P5_L16_I5_T3,191,484
L16,A0,U4,P5,I2,T4,position_fusion,5,90.11248519829667,150.9825582725966,1.41094825612167,100.46683117667087,120.32753283524475,112.46414472910192,156.73705943320283,5.754501160606225,1.0,80.81957972288109,55.330095846776125,105.45318088570495,495.3046877323697,L16 ICM-45686,X_A0_U4_P5_L16_I2_T4,192,486
L16,A0,U4,P5,I4,T4,position_fusion,5,89.3560878275665,150.99467124967873,1.9834382270595232,100.01294413469097,118.11035351067763,111.9965281531648,156.73705943320283,5.7423881835240875,1.0,80.80746674579896,54.938792230985904,107.92029883203263,511.16190871708915,L16 ICM-45686,X_A0_U4_P5_L16_I4_T4,193,487
L16,A0,U4,P5,I6,T4,position_fusion,5,89.47156487648824,151.19043229801392,1.390108980946696,100.06537886543273,117.39779435783457,111.34875728858495,156.73705943320283,5.546627135188913,1.0,80.61170569746378,54.35089656932074,103.29178341592421,496.9408766997529,L16 ICM-45686,X_A0_U4_P5_L16_I6_T4,194,491
L20,A0,U4,P0,I2,T2,position_fusion,5,84.76131399266328,151.24815255865602,1.6772652849254759,95.22462227229354,109.01694182918273,116.97754392132974,231.8021379954777,80.55398543682169,1.0,80.55398543682169,45.717365006801636,125.35359335364083,270.7839324845503,L20 Xsens MTi-3,X_A0_U4_P0_L20_I2_T2,195,11
L20,A0,U4,P0,I7,T2,position_fusion,5,83.24764940267534,151.30174263045262,2.3061365702681345,93.78894282755407,113.3902740969944,117.38561441278019,231.8021379954777,80.50039536502507,1.0,80.50039536502507,45.52985282649031,130.09854713968645,308.6251190196725,L20 Xsens MTi-3,X_A0_U4_P0_L20_I7_T2,196,12
L20,A0,U4,P5,I6,T3,position_fusion,5,89.17684203865345,151.43571893204248,1.0233323616670726,99.5187506714723,116.27307073763288,112.3229324899834,156.73705943320283,5.3013405011603485,1.0,80.3664190634352,54.96220548041494,108.77789376456789,532.3515561990689,L20 Xsens MTi-3,X_A0_U4_P5_L20_I6_T3,197,497
L16,A0,U4,P5,I3,T4,position_fusion,5,89.42857291794067,151.48350509419163,1.1903930493367014,99.9686465128448,118.25974230367471,110.76054032379757,156.73705943320283,5.2535543390112025,1.0,80.31863290128607,55.20335174470786,107.81936454492624,504.79195592231554,L16 ICM-45686,X_A0_U4_P5_L16_I3_T4,198,498
L20,A0,U4,P5,I1,T4,position_fusion,5,90.01731605947131,151.58849419796698,1.933228183807237,100.54128567829139,119.5345777083567,112.1739914278241,156.73705943320283,5.148565235235855,1.0,80.21364379751071,55.29530581927037,107.73395686755525,492.4610698559386,L20 Xsens MTi-3,X_A0_U4_P5_L20_I1_T4,199,502
L2,A0,U4,P4,I2,T2,position_fusion,5,87.89713184537801,151.61961511059192,2.186581013540104,97.2592264966638,105.56238640291986,120.11835331677824,138.8862359430275,-12.733379167564426,0.0,80.18252288488578,22.826558590502593,130.91200886087438,321.0546851400034,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I2_T2,200,648
L2,A0,U4,P5,I6,T4,position_fusion,5,92.0542750472953,151.7417740590966,2.9506223917322147,101.16719003625856,119.59753992089277,113.86820092970268,156.73705943320283,4.995285374106226,1.0,80.0603639363811,55.19717596119408,109.94977355904307,389.90363608961763,L2 MPU6050/JY61P-like,X_A0_U4_P5_L2_I6_T4,201,506
L20,A0,U4,P5,I2,T4,position_fusion,5,89.8234798577577,151.7479041494419,1.1709979460883213,100.28557267984999,118.61904055395853,112.23161397687238,156.73705943320283,4.989155283760948,1.0,80.05423384603581,55.25770961840681,107.41242028878155,484.2903703266496,L20 Xsens MTi-3,X_A0_U4_P5_L20_I2_T4,202,507
L16,A0,U4,P5,I8,T3,position_fusion,5,89.69425241629187,151.7618819865333,2.0512049305776663,100.16035225225554,117.05308995245045,112.44119713005276,156.73705943320283,4.975177446669522,1.0,80.04025600894438,55.19727894114904,106.64082035213805,487.2494107238614,L16 ICM-45686,X_A0_U4_P5_L16_I8_T3,203,508
L16,A0,U4,P5,I7,T4,position_fusion,5,89.67827273920582,151.83830751640477,1.5813791848162013,100.29487294330207,118.94766496315137,111.83796617223348,156.73705943320283,4.898751916798079,1.0,79.96383047907294,55.27952553435773,106.79463232686194,479.28063584630956,L16 ICM-45686,X_A0_U4_P5_L16_I7_T4,204,509
L20,A0,U4,P0,I1,T2,position_fusion,5,83.6471759566193,151.93890765889594,4.619383797916352,95.4186964030768,111.48320811625247,115.35428971237518,231.8021379954777,79.86323033658175,1.0,79.86323033658175,46.04936502238836,125.52473681707173,258.26667842586596,L20 Xsens MTi-3,X_A0_U4_P0_L20_I1_T2,205,13
L20,A0,U4,P5,I7,T4,position_fusion,5,89.57808265784695,152.01585876972135,1.7933910714423271,99.99698646782875,118.50382450494128,112.8435347039283,156.73705943320283,4.721200663481483,1.0,79.78627922575635,55.21940464069735,108.6336942635789,528.0702828269616,L20 Xsens MTi-3,X_A0_U4_P5_L20_I7_T4,206,511
L20,A0,U4,P5,I0,T2,position_fusion,5,92.79195561122174,152.05795515666165,2.2447610973140395,101.71280038895635,118.82735119523366,110.41129306585951,156.73705943320283,4.679104276541176,1.0,79.74418283881604,54.54181184100351,106.57431641952391,450.3776613779456,L20 Xsens MTi-3,X_A0_U4_P5_L20_I0_T2,207,512
L16,A0,U4,P5,I1,T4,position_fusion,5,90.39330159501289,152.101631817961,1.7473440792163553,99.74500423956123,119.90553728260633,112.02523165651989,156.73705943320283,4.6354276152418326,1.0,79.7005061775167,55.37452382915753,107.9449000833242,487.80310272240774,L16 ICM-45686,X_A0_U4_P5_L16_I1_T4,208,513
L20,A0,U4,P5,I4,T4,position_fusion,5,89.48700186389553,152.1263457037695,1.0877896233325604,99.56903903394053,116.95259920649043,111.48707365793643,156.73705943320283,4.610713729433343,1.0,79.6757922917082,54.825477229520494,108.35637950491028,524.6601812865397,L20 Xsens MTi-3,X_A0_U4_P5_L20_I4_T4,209,514
L16,A0,U4,P0,I7,T2,position_fusion,5,84.24672371931095,152.13898916476586,5.4167718426892915,95.72364893995332,114.06672670102573,118.56548002175484,231.8021379954777,79.66314883071182,1.0,79.66314883071182,46.208113370796696,128.97109651777745,285.2189619990093,L16 ICM-45686,X_A0_U4_P0_L16_I7_T2,210,14
L2,A0,U4,P5,I6,T3,position_fusion,5,92.05543360974485,152.35055090695172,2.564355496778268,101.4069693555714,120.102716002361,113.82991286391443,156.73705943320283,4.386508526251106,1.0,79.45158708852597,55.558654952209466,108.05435913198883,427.64677263778674,L2 MPU6050/JY61P-like,X_A0_U4_P5_L2_I6_T3,211,519
L20,A0,U4,P5,I8,T3,position_fusion,5,90.22515076393378,152.39252739094235,1.298839170831839,100.76173863091903,117.93404984713848,112.25886398871606,156.73705943320283,4.344532042260459,1.0,79.40961060453533,55.14421629458693,108.3544003396975,530.3592478738517,L20 Xsens MTi-3,X_A0_U4_P5_L20_I8_T3,212,520
L20,A0,U4,P5,I3,T4,position_fusion,5,89.55647806987685,152.42422008856184,0.94238121818567,99.87752159475248,117.32599815263015,112.13090792432997,156.73705943320283,4.3128393446410085,1.0,79.37791790691588,55.080522550164574,107.26615123337953,513.4422003364664,L20 Xsens MTi-3,X_A0_U4_P5_L20_I3_T4,213,521
L16,A0,U4,P5,I4,T3,position_fusion,5,89.82004644365031,152.4704636604471,1.9671427728640982,100.54035266499885,119.35381715375001,112.81032219374929,156.73705943320283,4.266595772755721,1.0,79.33167433503058,55.41540120559263,106.13593216890933,524.8641573348359,L16 ICM-45686,X_A0_U4_P5_L16_I4_T3,214,523
L16,A0,U4,P5,I6,T3,position_fusion,5,89.70760705882704,152.5031367343438,1.2871198004423785,100.73345068289765,118.88621744626869,112.53262053197116,156.73705943320283,4.233922698859038,1.0,79.2990012611339,55.0435032082454,108.58320153183463,516.1717858151184,L16 ICM-45686,X_A0_U4_P5_L16_I6_T3,215,525
L2,A0,U4,P5,I4,T4,position_fusion,5,92.22635807397135,152.58170347758224,2.2223257876276565,102.36080540721831,122.51951272740628,112.27470643816574,156.73705943320283,4.155355955620598,1.0,79.22043451789546,55.63547091387469,109.3032561255138,403.62206936438395,L2 MPU6050/JY61P-like,X_A0_U4_P5_L2_I4_T4,216,527
L2,A0,U4,P5,I5,T4,position_fusion,5,92.2409378251378,152.64523854686257,4.282323387900901,101.39641191411661,120.61816951328208,113.42449174947265,156.73705943320283,4.091820886340247,1.0,79.1568994486151,54.89219284769983,108.31380760446692,432.5760936604667,L2 MPU6050/JY61P-like,X_A0_U4_P5_L2_I5_T4,217,529
L20,A0,U4,P5,I2,T3,position_fusion,5,90.01502488462728,152.65732613200208,0.9239348557722781,101.02565781974666,120.03077262173763,112.7271978138348,156.73705943320283,4.079733301200764,1.0,79.14481186347562,55.607928363194176,105.60788001714891,503.3691002288082,L20 Xsens MTi-3,X_A0_U4_P5_L20_I2_T3,218,530
L16,A0,U4,P5,I2,T3,position_fusion,5,90.29857106014515,152.65810397406838,1.534956553217456,101.02307751522349,120.96388930791143,112.69145782553763,156.73705943320283,4.07895545913446,1.0,79.14403402140933,55.647487667733174,102.83209048719115,507.8951352988166,L16 ICM-45686,X_A0_U4_P5_L16_I2_T3,219,531
L16,A0,U4,P5,I3,T3,position_fusion,5,90.1041972842753,152.78791164374726,0.9762328142348481,100.59893561571329,119.76341174286196,111.97743605143788,156.73705943320283,3.9491477894555658,1.0,79.01422635173043,55.57772956744323,105.6315535264599,515.9375904076725,L16 ICM-45686,X_A0_U4_P5_L16_I3_T3,220,534
L20,A0,U4,P5,I4,T3,position_fusion,5,89.96160226977551,152.79339904017016,0.9151348886694003,100.29972052214045,118.41592340928855,112.79399640195793,156.73705943320283,3.943660393032684,1.0,79.00873895530755,55.34392337181644,107.51391632619857,532.7156765428368,L20 Xsens MTi-3,X_A0_U4_P5_L20_I4_T3,221,535
L20,A0,U4,P5,I1,T3,position_fusion,5,90.28572439420856,152.82840735224883,2.0176297095915507,100.89382375793824,120.39194400235496,112.96697361481624,156.73705943320283,3.908652080953999,1.0,78.97373064322886,55.628544003824786,105.39285082810247,506.79296777323304,L20 Xsens MTi-3,X_A0_U4_P5_L20_I1_T3,222,536
L20,A0,U4,P5,I7,T3,position_fusion,5,90.0849412297328,152.94124365349927,1.3780145474815844,100.62423286260125,119.71837293760207,113.33373265937499,156.73705943320283,3.7958157797035823,1.0,78.86089434197845,55.5825006176839,106.3066902371083,529.9456682406959,L20 Xsens MTi-3,X_A0_U4_P5_L20_I7_T3,223,540
L16,A0,U4,P5,I7,T3,position_fusion,5,90.02831954652687,153.06073310478087,1.0735422203609752,100.88228367172603,120.25637063714376,112.84277887090052,156.73705943320283,3.676326328421959,1.0,78.74140489069683,55.61558827659678,104.68221630843952,495.4272408290091,L16 ICM-45686,X_A0_U4_P5_L16_I7_T3,224,543
L2,A0,U4,P5,I5,T3,position_fusion,5,91.84826793154264,153.12665648807052,3.5252618814930985,101.42450339911008,122.34531278798423,113.61674983257998,156.73705943320283,3.61040294513233,1.0,78.6754815074072,55.37839813797277,107.50466130144225,457.4903081845372,L2 MPU6050/JY61P-like,X_A0_U4_P5_L2_I5_T3,225,545
L20,A0,U4,P3,I5,T4,position_fusion,5,85.80200668859925,153.17703448187987,2.036183193671892,95.50423066732286,119.24986332411439,114.3617196833984,200.2766290041533,47.09959452227343,1.0,78.62510351359781,48.813198976241665,132.9871388934044,274.3701528818307,L20 Xsens MTi-3,X_A0_U4_P3_L20_I5_T4,226,74
L16,A0,U4,P1,I5,T3,position_fusion,5,84.48765047732597,153.2151521597641,2.175748490980994,96.32777615977515,118.15840557760404,111.90911567261125,179.58127537090328,26.36612321113919,1.0,78.58698583571359,49.319696566023005,124.5335596126002,310.59754923383025,L16 ICM-45686,X_A0_U4_P1_L16_I5_T3,227,196
L20,A0,U4,P5,I5,T5,position_fusion,5,90.11219440227636,153.2794031513725,1.1246528731878536,101.1547658903398,119.85391812088123,113.66635000643745,156.73705943320283,3.457656281830327,1.0,78.52273484410519,55.74130038627877,102.11043423542239,526.5886096461594,L20 Xsens MTi-3,X_A0_U4_P5_L20_I5_T5,228,547
L20,A0,U4,P5,I3,T3,position_fusion,5,90.10127204457686,153.33827479640337,0.8250767551876448,100.59971137075156,118.92783764972576,112.84947942243727,156.73705943320283,3.3987846367994563,1.0,78.46386319907432,55.49582167363434,105.20193389357685,524.4229189348323,L20 Xsens MTi-3,X_A0_U4_P5_L20_I3_T3,229,549
L16,A0,U4,P5,I1,T3,position_fusion,5,90.87825730513366,153.4398701238949,0.8956525137284028,100.32349433966225,120.79933006705092,112.83086728480762,156.73705943320283,3.297189309307913,1.0,78.36226787158277,55.67354916699476,105.60931644604781,500.4860051658632,L16 ICM-45686,X_A0_U4_P5_L16_I1_T3,230,550
L2,A0,U4,P5,I2,T4,position_fusion,5,92.87928223853979,153.4566780173521,1.7084958646559245,101.67794499570702,121.24473816067982,114.51178983800415,156.73705943320283,3.2803814158507523,1.0,78.3454599781256,55.74602733985985,110.03853870887147,444.03954173589665,L2 MPU6050/JY61P-like,X_A0_U4_P5_L2_I2_T4,231,551
L20,A0,U4,P1,I6,T4,position_fusion,5,83.54031367934675,153.4602325443305,1.6058176186190471,94.01846049204798,117.74934256224658,112.54162127212399,179.58127537090328,26.12104282657279,1.0,78.3419054511472,48.85951780989697,123.85860386597248,324.31138611902367,L20 Xsens MTi-3,X_A0_U4_P1_L20_I6_T4,232,201
L2,A0,U4,P5,I8,T4,position_fusion,5,92.91420964810422,153.5149589030377,2.5529961575803557,101.95485926599596,121.75185543609663,114.22037374696222,156.73705943320283,3.22210053016513,0.8,78.28717909243998,55.40286645185531,109.42861188040258,410.7452906180035,L2 MPU6050/JY61P-like,X_A0_U4_P5_L2_I8_T4,233,553
L16,A0,U4,P5,I5,T5,position_fusion,5,90.2639827406704,153.6597662261397,0.5603363380257788,100.98037552704646,120.32791342005294,113.33203140989929,156.73705943320283,3.077293207063127,1.0,78.14237176933798,55.76252787387057,103.00437490496702,519.041080489206,L16 ICM-45686,X_A0_U4_P5_L16_I5_T5,234,558
L2,A0,U4,P5,I4,T3,position_fusion,5,91.9176629516458,153.66237866874405,2.1607086507036573,102.02477110284147,123.00927183583667,112.95921437340719,156.73705943320283,3.074680764458782,1.0,78.13975932673364,55.83258411626762,108.85331113105158,432.8427166550241,L2 MPU6050/JY61P-like,X_A0_U4_P5_L2_I4_T3,235,559
L16,A0,U4,P3,I5,T4,position_fusion,5,86.36057336028226,153.76251545189243,1.5710242172272868,95.77662337023169,120.27361033495504,112.7843480202583,200.2766290041533,46.51411355226087,1.0,78.03962254358525,49.042773906751705,134.1547329467227,269.861880486273,L16 ICM-45686,X_A0_U4_P3_L16_I5_T4,236,77
