L,A,U,P,I,T,kind,n,p50_mean,p95_mean,p95_std,rmse_mean,legacy_xz_p95_mean,legacy_yvertical_p95_mean,sameP_uwb_p95_mean,sameP_delta_p95_mean,sameP_improved_seed_fraction,b0_delta_p95_mean,radius_abs_mean,thickness_p95_mean,deltaR_rms_mean,sensor_label,experiment_short,accuracy_rank,rescue_rank
L20,A0,U4,P4,I5,T2,position_fusion,5,68.41527837277158,112.11947569066972,2.070138717381489,75.67346898510884,77.20376461784534,92.5702508357009,138.8862359430275,26.766760252357777,1.0,119.68266230480799,16.611810863369577,105.13036154425401,391.33633406760225,L20 Xsens MTi-3,X_A0_U4_P4_L20_I5_T2,1,193
L16,A0,U4,P4,I5,T2,position_fusion,5,68.97208718918213,114.94037318282658,4.693714435827412,76.08845140604735,80.81059943207674,91.62027640856745,138.8862359430275,23.945862760200917,1.0,116.86176481265113,16.924635602253524,107.82490252379303,348.6700563789349,L16 ICM-45686,X_A0_U4_P4_L16_I5_T2,2,222
L20,A0,U4,P4,I4,T2,position_fusion,5,70.39354716407212,117.45343389173676,5.194981424578498,77.63291097463656,82.30185546074912,94.63929370283084,138.8862359430275,21.432802051290714,1.0,114.34870410374091,18.82398272746581,109.40338018552163,429.4242462920218,L20 Xsens MTi-3,X_A0_U4_P4_L20_I4_T2,3,251
L16,A0,U4,P4,I3,T2,position_fusion,5,71.12873376188979,118.43414790325642,2.9821090413298093,77.85477060801655,83.82816348292198,97.70791333320997,138.8862359430275,20.45208803977108,1.0,113.36799009222129,19.73803185451455,109.26534352044773,333.4761377737664,L16 ICM-45686,X_A0_U4_P4_L16_I3_T2,4,264
L20,A0,U4,P4,I2,T2,position_fusion,5,71.64114787719204,118.51190736225672,2.767515006111385,78.98465089250688,81.52167600175741,101.05624776284074,138.8862359430275,20.374328580770783,1.0,113.290230633221,20.04973901541615,112.54315178632439,355.24714678009303,L20 Xsens MTi-3,X_A0_U4_P4_L20_I2_T2,5,265
L20,A0,U4,P4,I8,T2,position_fusion,5,70.62608028029251,118.90427454847297,4.801392429228655,78.6041871045176,82.6519141336038,96.44163818633365,138.8862359430275,19.98196139455452,1.0,112.89786344700474,18.02078796236532,111.5183344891592,395.7522973634867,L20 Xsens MTi-3,X_A0_U4_P4_L20_I8_T2,6,277
L20,A0,U4,P4,I6,T2,position_fusion,5,68.73951382794613,119.50864541971984,2.5708641769744625,77.38494516699063,79.33317917675427,93.88979322869727,138.8862359430275,19.377590523307635,1.0,112.29349257575784,17.551256255272996,106.84344202359992,454.1339902444398,L20 Xsens MTi-3,X_A0_U4_P4_L20_I6_T2,7,284
L20,A0,U4,P4,I3,T2,position_fusion,5,71.2101901330171,119.99409112894239,1.5993477382188361,78.57145331975302,81.10841923127353,98.59705919274231,138.8862359430275,18.892144814085107,1.0,111.80804686653532,19.5132820410012,108.57670999401344,397.44675876314693,L20 Xsens MTi-3,X_A0_U4_P4_L20_I3_T2,8,290
L16,A0,U4,P4,I6,T2,position_fusion,5,73.00344195974384,121.13491758697322,1.9741231812485118,79.32483668471198,84.67795451450904,95.87705238456006,138.8862359430275,17.751318356054266,1.0,110.66722040850448,17.904060390355916,109.84794104901873,397.6784582250622,L16 ICM-45686,X_A0_U4_P4_L16_I6_T2,9,304
L20,A0,U4,P4,I1,T2,position_fusion,5,72.7923173998116,121.76158440091073,3.627527830218554,78.91974447966247,84.49430706260978,97.92968912915418,138.8862359430275,17.124651542116748,1.0,110.04055359456694,20.072372875884252,110.35180397351341,340.26442120569243,L20 Xsens MTi-3,X_A0_U4_P4_L20_I1_T2,10,317
L20,A0,U4,P4,I7,T2,position_fusion,5,71.2577022430896,121.95064280213833,4.321133507341985,80.2178562600578,85.17430379422669,100.12796462378209,138.8862359430275,16.935593140889164,1.0,109.85149519333936,19.921743202895936,114.1467032147513,418.3037671666888,L20 Xsens MTi-3,X_A0_U4_P4_L20_I7_T2,11,322
L20,A0,U4,P1,I5,T2,position_fusion,5,75.61040410864221,122.69554644881745,2.0474688844223037,82.4887580900556,91.78328717407393,93.60576226847044,179.58127537090328,56.88572892208583,1.0,109.10659154666023,34.030666561211525,111.96092944533612,348.9740618866866,L20 Xsens MTi-3,X_A0_U4_P1_L20_I5_T2,12,42
L16,A0,U4,P4,I8,T2,position_fusion,5,71.841634076271,122.93861092622842,3.530026235503604,80.69911016351313,82.31137789218187,96.94901501214193,138.8862359430275,15.947625016799062,1.0,108.86352706924927,18.272308849028907,111.07710772036133,314.3631034932079,L16 ICM-45686,X_A0_U4_P4_L16_I8_T2,13,338
L16,A0,U4,P4,I1,T2,position_fusion,5,72.96302403512982,123.55679027055139,5.816021492695761,81.19843805281093,90.30998509533615,100.292208801681,138.8862359430275,15.329445672476101,1.0,108.24534772492629,20.451136511594097,119.45636858237336,352.99415599383906,L16 ICM-45686,X_A0_U4_P4_L16_I1_T2,14,349
L20,A0,U4,P3,I5,T2,position_fusion,5,76.38522075334527,123.60718981443488,1.0401932137930598,83.50612032562798,95.23841835112995,94.51784450059847,200.2766290041533,76.66943918971842,1.0,108.1949481810428,37.140919439380916,113.68387818227704,321.6465227632072,L20 Xsens MTi-3,X_A0_U4_P3_L20_I5_T2,15,16
L16,A0,U4,P4,I7,T2,position_fusion,5,73.33289112147519,124.16105158170687,5.009593765916928,81.27564991740644,87.52280950389664,101.4626559669692,138.8862359430275,14.725184361320618,1.0,107.64108641377084,20.239605111361016,113.91207799189465,387.4526180486225,L16 ICM-45686,X_A0_U4_P4_L16_I7_T2,16,355
L16,A0,U4,P4,I4,T2,position_fusion,5,71.24412298795389,124.95243141689255,2.670592374949636,79.8554300260618,84.09679581128849,98.83184009904704,138.8862359430275,13.933804526134953,1.0,106.84970657858517,19.09497620067332,113.30684008011897,369.04280129617155,L16 ICM-45686,X_A0_U4_P4_L16_I4_T2,17,360
L16,A0,U4,P4,I2,T2,position_fusion,5,73.57603744334243,126.31927898508755,4.119830745555567,82.13008338894126,86.76881606604847,101.1066284292506,138.8862359430275,12.566956957939937,1.0,105.48285901039014,20.25485072835948,111.51546078202253,381.37396672493423,L16 ICM-45686,X_A0_U4_P4_L16_I2_T2,18,373
L16,A0,U4,P1,I5,T2,position_fusion,5,75.938350146662,126.40970318188695,5.26791411975091,83.94537837339746,95.85273089608603,93.99342257312445,179.58127537090328,53.171572189016345,1.0,105.39243481359077,34.681009581979126,115.23088206634789,304.75739434801443,L16 ICM-45686,X_A0_U4_P1_L16_I5_T2,19,52
L20,A0,U4,P2,I5,T2,position_fusion,5,79.77594417776288,127.48422949624133,4.015258593542901,85.97843889650912,97.44329811124935,98.63770127184637,191.34655064695076,63.86232115070944,1.0,104.31790849923638,24.06184285416263,112.79607488839379,320.70336713668996,L20 Xsens MTi-3,X_A0_U4_P2_L20_I5_T2,20,25
L20,A0,U4,P4,I5,T4,position_fusion,5,73.27756070588345,127.75464282488747,0.716063359131426,80.83658706597224,85.56208552295813,101.5686792129965,138.8862359430275,11.131593118140026,1.0,104.04749517059024,22.553692622098406,100.2860201933131,417.7636185036657,L20 Xsens MTi-3,X_A0_U4_P4_L20_I5_T4,21,384
L20,A0,U4,P4,I6,T4,position_fusion,5,73.97748592142486,127.9895316037043,3.1819678584281905,82.17311482876907,85.7510744746059,104.04865335136235,138.8862359430275,10.896704339323188,1.0,103.8126063917734,22.839807877629408,102.27194463518019,433.4121766537511,L20 Xsens MTi-3,X_A0_U4_P4_L20_I6_T4,22,388
L16,A0,U4,P3,I5,T2,position_fusion,5,77.34371870242458,128.0209967613183,4.957879077353909,84.31080398917045,98.12172845524394,94.13396919473911,200.2766290041533,72.25563224283502,1.0,103.78114123415942,37.728605847640665,116.53380946217518,277.08206930862104,L16 ICM-45686,X_A0_U4_P3_L16_I5_T2,23,18
L16,A0,U4,P4,I5,T4,position_fusion,5,74.57249192188945,128.4639647204811,1.4747105541150418,81.79333392782257,87.04250519713142,102.40971887302445,138.8862359430275,10.422271222546371,1.0,103.33817327499658,22.683727829326727,102.59158281726477,413.61653302922724,L16 ICM-45686,X_A0_U4_P4_L16_I5_T4,24,394
L20,A0,U4,P3,I6,T2,position_fusion,5,78.7944871734707,129.13749726976005,5.002589345174942,85.02400182878995,100.1690412684474,97.32035163190356,200.2766290041533,71.13913173439326,1.0,102.66464072571765,39.16986071789378,116.8375061045901,346.2541501615477,L20 Xsens MTi-3,X_A0_U4_P3_L20_I6_T2,25,19
L2,A0,U4,P4,I5,T4,position_fusion,5,75.03066338906274,129.48072359311792,2.146039460801488,83.40243794358602,89.12261198574508,106.38830397198963,138.8862359430275,9.405512349909582,1.0,102.32141440235979,23.246471671648486,112.42451669624731,413.51973106834237,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I5_T4,26,413
L16,A0,U4,P4,I6,T4,position_fusion,5,74.3127240694929,129.71970436014053,1.2135966286376363,82.16626519952106,87.13597357871177,105.44964197138498,138.8862359430275,9.166531582886956,1.0,102.08243363533715,22.90910126554714,100.96019028865472,416.0002789877347,L16 ICM-45686,X_A0_U4_P4_L16_I6_T4,27,418
L20,A0,U4,P4,I5,T3,position_fusion,5,74.04133953052218,129.79830642092088,0.5730256399875181,81.71135031883675,86.61731670797765,102.3641313302873,138.8862359430275,9.087929522106595,1.0,102.00383157455681,22.969951690720542,100.44782052179518,418.28477156206935,L20 Xsens MTi-3,X_A0_U4_P4_L20_I5_T3,28,419
L16,A0,U4,P2,I5,T2,position_fusion,5,80.57249621586351,129.83324088285175,2.590294055971479,87.4430155329766,102.29033348538617,98.10557872474162,191.34655064695076,61.51330976409899,1.0,101.96889711262592,24.923381398750262,113.75439154938974,289.34980705049315,L16 ICM-45686,X_A0_U4_P2_L16_I5_T2,29,31
L20,A0,U4,P1,I6,T2,position_fusion,5,77.49050254158102,129.92312786204027,4.207859532804184,84.17009198636983,97.83171821949934,95.88761658933016,179.58127537090328,49.65814750886301,1.0,101.87901013343742,36.257804759300434,115.58777711246285,382.7726979222531,L20 Xsens MTi-3,X_A0_U4_P1_L20_I6_T2,30,63
L20,A0,U4,P4,I8,T4,position_fusion,5,74.16751225645483,129.97106428565755,3.1647374697767585,82.3166401379527,86.41575960570859,104.74783471102023,138.8862359430275,8.915171657369928,1.0,101.83107370982013,22.930769413761954,101.94957044974186,420.6858401303613,L20 Xsens MTi-3,X_A0_U4_P4_L20_I8_T4,31,424
L16,A0,U4,P4,I8,T4,position_fusion,5,74.69866686545373,130.01643440572406,3.0180582779967877,82.53778952369744,86.0673643367336,103.77244243870518,138.8862359430275,8.869801537303434,1.0,101.78570358975364,22.995822966687506,100.69866337299257,391.78972128980007,L16 ICM-45686,X_A0_U4_P4_L16_I8_T4,32,425
L20,A0,U4,P4,I6,T3,position_fusion,5,74.36459914388546,130.08003160805183,2.649391409841033,82.67604928493192,87.306514033325,104.45087184465824,138.8862359430275,8.806204334975655,1.0,101.72210638742585,23.165185386988043,105.6669453820502,429.54151958908943,L20 Xsens MTi-3,X_A0_U4_P4_L20_I6_T3,33,426
L20,A0,U4,P4,I4,T4,position_fusion,5,73.79432788933202,130.54255068931894,3.0935400364423633,81.89213773269526,87.04633438059292,102.37089182482165,138.8862359430275,8.343685253708538,1.0,101.25958730615875,23.09837650091245,106.3433728712375,430.70180677938316,L20 Xsens MTi-3,X_A0_U4_P4_L20_I4_T4,34,434
L16,A0,U4,P4,I5,T3,position_fusion,5,75.1120606365298,130.89679980529516,1.3171932991118802,82.31233175415647,88.05977989489101,102.83888614107832,138.8862359430275,7.989436137732332,1.0,100.90533819018253,23.06408973828773,102.47242235415817,416.23228538578144,L16 ICM-45686,X_A0_U4_P4_L16_I5_T3,35,440
L20,A0,U4,P5,I5,T2,position_fusion,5,81.19934159809857,130.9993983805079,2.5316155198744363,88.89864779917174,96.84277694259758,98.09940565581753,156.73705943320283,25.737661052694943,1.0,100.8027396149698,38.852129267293236,98.88215245773549,287.5008636444872,L20 Xsens MTi-3,X_A0_U4_P5_L20_I5_T2,36,208
L20,A0,U4,P4,I0,T2,position_fusion,5,75.49920393579958,131.0028458971704,3.670596308680616,83.73347266884633,88.79447297072964,107.52437779935622,138.8862359430275,7.883390045857089,1.0,100.79929209830729,23.079166007886197,110.00338073507484,416.5871986363398,L20 Xsens MTi-3,X_A0_U4_P4_L20_I0_T2,37,443
L16,A0,U4,P4,I3,T4,position_fusion,5,74.39735009571325,131.00954844196318,1.7583698546439206,82.34390286870386,87.55897034612916,103.40502742858973,138.8862359430275,7.876687501064305,1.0,100.79258955351452,23.26344297476963,106.25678066294408,403.35976525747276,L16 ICM-45686,X_A0_U4_P4_L16_I3_T4,38,444
L2,A0,U4,P4,I5,T3,position_fusion,5,74.82136208460659,131.1865599203033,2.0109728592184775,83.69326962563949,90.10206150720994,107.48059075396517,138.8862359430275,7.699676022724168,1.0,100.61557807517438,23.426836171111752,113.69557338430066,414.2991674448473,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I5_T3,39,447
L16,A0,U4,P4,I4,T4,position_fusion,5,74.91979824746538,131.22395868771557,1.5365985087053962,83.38103627400282,86.37478767673016,103.92192375662816,138.8862359430275,7.662277255311915,1.0,100.57817930776211,23.14228289287683,107.14142534282989,425.2841641941626,L16 ICM-45686,X_A0_U4_P4_L16_I4_T4,40,448
L20,A0,U4,P4,I2,T4,position_fusion,5,75.03816984325593,131.24785690211212,1.4301660787972903,83.04497105734632,87.14045095546405,104.60443832008266,138.8862359430275,7.638379040915379,1.0,100.55428109336557,23.325683085988647,106.74685834343911,406.98162042498905,L20 Xsens MTi-3,X_A0_U4_P4_L20_I2_T4,41,450
L20,A0,U4,P1,I8,T2,position_fusion,5,77.71669325726528,131.29086635164214,3.209221749303156,86.85077064388187,100.81698289087174,98.28279226553877,179.58127537090328,48.290409019261155,1.0,100.51127164383556,37.239592352390524,117.65036196733863,344.6503017577097,L20 Xsens MTi-3,X_A0_U4_P1_L20_I8_T2,42,66
L20,A0,U4,P1,I4,T2,position_fusion,5,77.08287558310938,131.33533009046587,4.525784372258674,84.84444937018257,102.11890246679027,96.73841539336806,179.58127537090328,48.24594528043742,1.0,100.46680790501182,39.07496738815185,119.52711013164578,371.86974076329176,L20 Xsens MTi-3,X_A0_U4_P1_L20_I4_T2,43,67
L20,A0,U4,P4,I8,T3,position_fusion,5,74.63670466662799,131.34181134784095,2.653229472541087,82.91634580003344,87.245765101076,105.02516102917926,138.8862359430275,7.544424595186558,1.0,100.46032664763678,23.223703977898545,107.14515279997485,419.1456651982756,L20 Xsens MTi-3,X_A0_U4_P4_L20_I8_T3,44,452
L16,A0,U4,P1,I6,T2,position_fusion,5,78.93915879416355,131.45973444930692,3.941576494296291,87.38784986827332,102.47252934662136,101.40750481513763,179.58127537090328,48.12154092159637,1.0,100.34240354617077,37.01072932072054,118.93852855126525,351.7443262667642,L16 ICM-45686,X_A0_U4_P1_L16_I6_T2,45,68
L16,A0,U4,P4,I7,T4,position_fusion,5,74.79691845420865,131.50256465759276,2.3623735323938253,83.13324186061939,90.10127130837593,106.17748486494929,138.8862359430275,7.383671285434735,1.0,100.29957333788494,23.35720971283306,109.49772056865035,403.9580874347763,L16 ICM-45686,X_A0_U4_P4_L16_I7_T4,46,455
L2,A0,U4,P4,I6,T4,position_fusion,5,75.10753047149353,131.53274016845225,2.9576299872875556,86.31419151909833,89.62309965120303,106.20172216627736,138.8862359430275,7.35349577457522,1.0,100.26939782702543,23.375769231812477,112.8607301197462,378.4015685248711,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I6_T4,47,456
L16,A0,U4,P4,I6,T3,position_fusion,5,74.49690832834676,131.58778111352706,1.3039058417158638,82.89215154628266,87.81986463764363,105.06180170688944,138.8862359430275,7.298454829500429,1.0,100.21435688195064,23.211007061962025,105.1748587975436,414.56850926823915,L16 ICM-45686,X_A0_U4_P4_L16_I6_T3,48,457
L16,A0,U4,P4,I8,T3,position_fusion,5,74.91614566112283,131.7766810519692,2.589532439915044,83.09505050287382,87.36082498166097,103.99945425433188,138.8862359430275,7.109554891058264,1.0,100.02545694350847,23.268909351334564,106.54811664746617,400.18682078572044,L16 ICM-45686,X_A0_U4_P4_L16_I8_T3,49,460
L16,A0,U4,P4,I2,T4,position_fusion,5,75.13152516613299,131.7990469124424,2.5610027410884197,83.02232193680982,88.71760326989403,105.75839639440271,138.8862359430275,7.087189030585097,1.0,100.0030910830353,23.345063428730572,110.50834067565458,414.18060842920784,L16 ICM-45686,X_A0_U4_P4_L16_I2_T4,50,462
L2,A0,U4,P4,I6,T3,position_fusion,5,75.20874563191903,131.82919473605295,2.7023249359565376,85.64652022441635,90.13885258039414,106.49903162226008,138.8862359430275,7.057041206974532,1.0,99.97294325942474,23.51198073085478,114.55392843034372,390.5481875713264,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I6_T3,51,464
L20,A0,U4,P3,I8,T2,position_fusion,5,78.5914925127391,131.90406024401702,2.243619594442747,87.7153217779548,103.3344117667818,99.13824516079424,200.2766290041533,68.37256876013628,1.0,99.89807775146066,40.010635870021154,118.4830572450234,321.86785419908534,L20 Xsens MTi-3,X_A0_U4_P3_L20_I8_T2,52,20
L2,A0,U4,P4,I8,T4,position_fusion,5,75.57071587162135,131.964620290615,2.2821884053012247,83.6344721565131,91.13007089634934,108.2786262353541,138.8862359430275,6.9216156524124814,1.0,99.83751770486269,23.478384414093796,114.65296008743174,367.2351503247631,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I8_T4,53,467
L16,A0,U4,P4,I1,T4,position_fusion,5,74.89186935798209,131.96770034247066,3.039554413052127,83.38596558037314,90.4454549574417,103.61535573817662,138.8862359430275,6.918535600556822,1.0,99.83443765300703,23.378286138006622,112.7638882459348,411.39445803554116,L16 ICM-45686,X_A0_U4_P4_L16_I1_T4,54,468
L20,A0,U4,P4,I7,T4,position_fusion,5,75.18679839106727,132.2678946689212,1.0118010460202882,82.97202346180265,87.91493670234696,103.52069048088944,138.8862359430275,6.618341274106285,1.0,99.53424332655649,23.304024861137094,112.38438485231836,428.15240834664945,L20 Xsens MTi-3,X_A0_U4_P4_L20_I7_T4,55,471
L20,A0,U4,P4,I4,T3,position_fusion,5,74.43581749794616,132.2895157301118,2.7628000294913564,82.5604148571044,88.18378875750872,103.08677723631759,138.8862359430275,6.596720212915693,1.0,99.51262226536589,23.335023463603125,111.16351368668595,425.8563849223331,L20 Xsens MTi-3,X_A0_U4_P4_L20_I4_T3,56,472
L16,A0,U4,P4,I0,T2,position_fusion,5,74.12896681990749,132.37333091299092,3.9980293284602757,84.06232825246789,90.79088561974406,107.36875534220385,138.8862359430275,6.512905030036558,1.0,99.42880708248677,23.176434869797742,112.11911423285756,368.99915041816183,L16 ICM-45686,X_A0_U4_P4_L16_I0_T2,57,475
L20,A0,U4,P4,I1,T4,position_fusion,5,74.54780271505078,132.44854120012377,1.2087848481119492,81.92632253126033,88.41252177980198,104.4051443585679,138.8862359430275,6.437694742903699,1.0,99.35359679535391,23.31806287976007,106.89033724022852,401.3748352643636,L20 Xsens MTi-3,X_A0_U4_P4_L20_I1_T4,58,476
L20,A0,U4,P4,I3,T4,position_fusion,5,74.81897474124278,132.46767385537413,1.604372190546832,83.23910110136205,87.32322502761329,103.64342693971841,138.8862359430275,6.418562087653362,1.0,99.33446414010356,23.220224685297858,104.41400341378713,412.0231254693729,L20 Xsens MTi-3,X_A0_U4_P4_L20_I3_T4,59,477
L20,A0,U4,P4,I2,T3,position_fusion,5,75.39140702975007,132.50473395251728,1.2104493085307353,83.76290484903834,88.24748056422024,104.78452756396265,138.8862359430275,6.381501990510185,1.0,99.2974040429604,23.485714322958394,112.42326513724734,408.2360667791238,L20 Xsens MTi-3,X_A0_U4_P4_L20_I2_T3,60,479
L20,A0,U4,P3,I4,T2,position_fusion,5,79.2240163741578,132.60162024151714,4.76684417724357,85.76208051090944,105.2740758716428,98.14907719660955,200.2766290041533,67.67500876263617,1.0,99.20051775396055,41.238626445991336,120.78153109358234,341.07643367838415,L20 Xsens MTi-3,X_A0_U4_P3_L20_I4_T2,61,21
L2,A0,U4,P4,I8,T3,position_fusion,5,75.83488180969267,132.72149675694092,1.7057194658935975,83.58604344431143,91.05463164761792,107.6336915864313,138.8862359430275,6.164739186086559,1.0,99.08064123853676,23.58154405895736,116.01264549583057,382.97744471556086,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I8_T3,62,481
L16,A0,U4,P4,I3,T3,position_fusion,5,74.77224089852413,132.798786344632,1.629496101748491,83.00541586525517,88.64735961970071,103.77471522702213,138.8862359430275,6.0874495983955175,1.0,99.00335165084573,23.442181990422455,112.55494954533984,406.29691975786335,L16 ICM-45686,X_A0_U4_P4_L16_I3_T3,63,482
L20,A0,U4,P5,I6,T2,position_fusion,5,83.34508359827191,132.838709006383,3.6383029306267822,91.51201684606258,100.05651551674583,101.10420154275707,156.73705943320283,23.898350426819814,1.0,98.96342898909468,41.13020925793451,101.87415109815723,389.49833548100725,L20 Xsens MTi-3,X_A0_U4_P5_L20_I6_T2,64,223
L16,A0,U4,P4,I4,T3,position_fusion,5,75.47625151381745,132.85123264258922,1.2080915091430864,83.85331487274783,87.51155633196922,104.34097218081358,138.8862359430275,6.035003300438251,1.0,98.95090535288846,23.36271586468368,111.14843582540166,423.1669217899199,L16 ICM-45686,X_A0_U4_P4_L16_I4_T3,65,483
L16,A0,U4,P5,I5,T2,position_fusion,5,83.74732843889751,132.9904946318335,2.7754555326712564,91.75213663017934,100.20603696249583,99.71962134178014,156.73705943320283,23.74656480136931,1.0,98.81164336364418,39.25315064685384,104.30872505432103,291.0862906097161,L16 ICM-45686,X_A0_U4_P5_L16_I5_T2,66,224
L16,A0,U4,P4,I7,T3,position_fusion,5,75.03547970749234,133.0126816283874,1.971251614927528,83.61978484418259,90.41697673175665,105.91220372831683,138.8862359430275,5.873554314640074,1.0,98.78945636709028,23.50618272021992,114.03017509854344,406.36088060506984,L16 ICM-45686,X_A0_U4_P4_L16_I7_T3,67,485
L2,A0,U4,P4,I4,T4,position_fusion,5,75.16408141868625,133.31267048220565,3.9583242942212724,83.78709827337745,91.0279137280908,107.65295888250054,138.8862359430275,5.573565460821849,1.0,98.48946751327205,23.51747215257986,115.15179070256595,380.8222374866721,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I4_T4,68,490
L16,A0,U4,P3,I6,T2,position_fusion,5,80.64505092705318,133.48029062732627,4.3843015740043265,89.28055114310287,104.71073693374947,101.55915748399694,200.2766290041533,66.79633837682702,1.0,98.32184736815141,39.704182247256114,119.20749766992272,325.22662337052924,L16 ICM-45686,X_A0_U4_P3_L16_I6_T2,69,22
L16,A0,U4,P4,I2,T3,position_fusion,5,75.40815664727921,133.54110087180965,1.8956104228172677,83.61955031639454,89.20630733651205,105.77939186341118,138.8862359430275,5.345135071217851,1.0,98.26103712366805,23.49472288448406,114.19893726490068,413.69604849948576,L16 ICM-45686,X_A0_U4_P4_L16_I2_T3,70,494
L16,A0,U4,P4,I1,T3,position_fusion,5,75.26845782409768,133.55080105575576,2.6593001549980717,83.91445241813365,91.09034279973746,104.31988403898083,138.8862359430275,5.335434887271726,1.0,98.25133693972194,23.516924817456886,114.81605749647261,411.80989471719766,L16 ICM-45686,X_A0_U4_P4_L16_I1_T3,71,495
L20,A0,U4,P2,I6,T2,position_fusion,5,83.36571401632241,133.61519101773325,3.0157406527381907,89.77022407789052,103.79549106487582,99.83740482080522,191.34655064695076,57.731359629217536,1.0,98.18694697774447,26.638906799446357,114.14303863323701,348.74049035607015,L20 Xsens MTi-3,X_A0_U4_P2_L20_I6_T2,72,38
L20,A0,U4,P4,I1,T3,position_fusion,5,74.85280197850352,133.70542756557617,1.0061539711269067,82.8357744093764,88.93730122518542,104.66095868700188,138.8862359430275,5.180808377451302,1.0,98.0967104299015,23.477150767853818,112.76252770042429,403.32695000232513,L20 Xsens MTi-3,X_A0_U4_P4_L20_I1_T3,73,499
L20,A0,U4,P4,I5,T5,position_fusion,5,75.04504668681898,133.71949487954004,0.5144983032178583,83.85982784061432,89.41568328604494,104.1962029160275,138.8862359430275,5.166741063487445,1.0,98.08264311593766,23.535670690840885,115.03845873458548,413.5055414684588,L20 Xsens MTi-3,X_A0_U4_P4_L20_I5_T5,74,500
L20,A0,U4,P4,I7,T3,position_fusion,5,75.6153024586055,133.73331921481642,0.7263662421737267,83.62137863669864,88.74091987809538,104.1092795394705,138.8862359430275,5.152916728211062,1.0,98.06881878066126,23.471214223668966,114.42652149804476,422.9910457317534,L20 Xsens MTi-3,X_A0_U4_P4_L20_I7_T3,75,501
L20,A0,U4,P4,I3,T3,position_fusion,5,75.26512948321562,133.83423697119662,1.4114332759657129,83.8192473442138,88.43375630565036,104.19251643812736,138.8862359430275,5.051998971830875,1.0,97.96790102428108,23.41327546390945,110.83230968787711,411.944269220329,L20 Xsens MTi-3,X_A0_U4_P4_L20_I3_T3,76,504
L20,A0,U4,P0,I5,T2,position_fusion,5,79.02622871924771,133.90146580730263,4.366554179778183,86.79886133018066,97.91368168756597,105.09783683108424,231.8021379954777,97.90067218817505,1.0,97.90067218817505,37.23857276121005,113.44380499179329,320.7626647525368,L20 Xsens MTi-3,X_A0_U4_P0_L20_I5_T2,77,1
L20,A0,U4,P4,I6,T5,position_fusion,5,75.92815644597184,134.09540950011424,1.2391388202787053,84.23678084106578,89.89842304357262,105.15653205550818,138.8862359430275,4.79082644291326,1.0,97.70672849536348,23.592484578420585,115.24344644412592,416.2321686963898,L20 Xsens MTi-3,X_A0_U4_P4_L20_I6_T5,78,510
L16,A0,U4,P4,I5,T5,position_fusion,5,75.62972179058991,134.30461523023297,0.9572605835510862,84.09188822688826,90.06874704695954,104.56150485505688,138.8862359430275,4.581620712794523,1.0,97.49752276524472,23.570841408676586,115.0954561983494,412.7072508208763,L16 ICM-45686,X_A0_U4_P4_L16_I5_T5,79,515
L2,A0,U4,P4,I4,T3,position_fusion,5,75.469466043535,134.3048980195839,3.2605801480456647,83.72905395587661,90.98910543745413,107.19346547209648,138.8862359430275,4.581337923443579,0.8,97.49723997589379,23.604655890374204,115.68212759994341,388.11089247800567,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I4_T3,80,516
L16,A0,U4,P4,I6,T5,position_fusion,5,75.83006163675529,134.42311042966384,0.696058284160102,84.47159655579225,90.22648983534499,105.04544470798892,138.8862359430275,4.463125513363645,1.0,97.37902756581386,23.604670000748563,115.420464342604,408.6484375937097,L16 ICM-45686,X_A0_U4_P4_L16_I6_T5,81,517
L2,A0,U4,P4,I1,T4,position_fusion,5,75.6555906289569,134.59219697174885,1.7395050695434808,85.1226009795002,93.49258671146808,105.6973460261471,138.8862359430275,4.294038971278644,1.0,97.20994102372886,23.70515115594954,115.99572120334646,397.4366258715281,L2 MPU6050/JY61P-like,X_A0_U4_P4_L2_I1_T4,82,522
L16,A0,U4,P1,I8,T2,position_fusion,5,81.13329105217647,134.6205468802118,2.869955183689367,89.59089002548244,99.25212850410988,100.999768262012,179.58127537090328,44.96072849069149,1.0,97.18159111526589,37.87106919659756,118.97556901942,254.25639711897557,L16 ICM-45686,X_A0_U4_P1_L16_I8_T2,83,86
L20,A0,U4,P4,I8,T5,position_fusion,5,75.90989817809073,134.62937331188226,1.3294542661863027,84.35241225863453,89.83742816503893,105.48987444077787,138.8862359430275,4.256862631145236,1.0,97.17276468359543,23.605703697812437,115.59648277047418,410.96733330316,L20 Xsens MTi-3,X_A0_U4_P4_L20_I8_T5,84,524
L20,A0,U4,P2,I8,T2,position_fusion,5,83.23524917756762,134.6762134850323,1.9273412549581943,90.65766664307935,105.66306034039262,101.57835724487347,191.34655064695076,56.67033716191848,1.0,97.12592451044542,27.69376614762416,117.12193149417404,311.62647566083217,L20 Xsens MTi-3,X_A0_U4_P2_L20_I8_T2,85,43
