geometry,n,full_gdop_p90_median,full_gdop_p90_p90,full_hdop_p90_median,full_hdop_p90_p90,full_vdop_p90_median,full_vdop_p90_p90,full_cond_p95_median,full_cond_p95_p90,full_vdop_gt3_ratio_median,full_vdop_gt3_ratio_p90,center3m_vdop_p90_median,center3m_vdop_p90_p90,edge_ring_vdop_p90_median,edge_ring_vdop_p90_p90
true,200,1.8280879259109497,2.0037795305252075,1.2064967155456543,1.4320937633514403,1.467085838317871,1.580737841129303,16.678555488586426,21.027247047424314,0.0,0.0,1.0677136778831482,1.2907757043838501,1.534538209438324,1.6606313109397888
v1-old,200,1.8276678919792175,2.003453826904297,1.206411361694336,1.4320984125137328,1.4661682844161987,1.579880154132843,16.746904373168945,21.003800201416013,0.0,0.0,1.0671698451042175,1.2902626156806944,1.53481125831604,1.6613499879837037
v2,200,1.8282483220100403,2.0017300844192505,1.2026057839393616,1.4181891322135924,1.4682431817054749,1.5811884522438049,16.711254119873047,21.011260604858396,0.0,0.0,1.0703811645507812,1.288920283317566,1.536087453365326,1.6661632895469665
v3-lite,200,1.8281253576278687,2.0034443855285646,1.20638769865036,1.4320061206817625,1.466784954071045,1.5798538327217102,16.68666172027588,21.015686416625975,0.0,0.0,1.0696932673454285,1.2902036905288696,1.534613847732544,1.6611615061759948
v3-full,200,1.8276662230491638,2.0056197881698608,1.2058400511741638,1.4521346926689147,1.4666873216629028,1.579436182975769,16.664478302001953,20.99365940093994,0.0,0.0,1.0713765025138855,1.3014380693435668,1.5349474549293518,1.6601277709007263
v4-io,200,1.827324628829956,1.9943422317504882,1.191796898841858,1.4156339526176454,1.467466950416565,1.5792630195617676,16.756420135498047,21.023636245727538,0.0,0.0,1.0682893991470337,1.295655572414398,1.5368861556053162,1.6661424160003662
