host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,plan,pmode,anchor_id,raw_mm,range_mm,quality_percent,valid,status,quality_flag_percent,first_to_last_us,frame_us,poll_count,tr_version,rx_mask,air_us,post_us,cycle_us,rx_seen,imu_valid,imu_n,acc_norm_mean_mg,acc_norm_std_mg,acc_norm_min_mg,acc_norm_max_mg,imu_skip_count
0.002548,1779968693.085612,18589,,BS2DCE,,f,0,0,2237,2237,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0
0.002548,1779968693.085612,18589,,BS2DCE,,f,0,1,2106,2106,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0
0.002548,1779968693.085612,18589,,BS2DCE,,f,0,2,1658,1658,85,1,O,0,0,0,0,2,,,,,,0,0,,,,,0
0.002548,1779968693.085612,18589,,BS2DCE,,f,0,3,1788,1788,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0
0.002548,1779968693.085612,18589,,BS2DCE,,f,0,4,2366,2366,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0
0.002548,1779968693.085612,18589,,BS2DCE,,f,0,5,2362,2362,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0
0.002548,1779968693.085612,18589,,BS2DCE,,f,0,6,2005,2005,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0
0.002548,1779968693.085612,18589,,BS2DCE,,f,0,7,2185,2185,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0
0.06234,1779968693.145405,19024,,BSDC91,,f,0,0,2549,2549,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0
0.06234,1779968693.145405,19024,,BSDC91,,f,0,1,2142,2142,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0
0.06234,1779968693.145405,19024,,BSDC91,,f,0,2,2207,2207,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0
0.06234,1779968693.145405,19024,,BSDC91,,f,0,3,2264,2264,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0
0.06234,1779968693.145405,19024,,BSDC91,,f,0,4,1715,1715,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0
0.06234,1779968693.145405,19024,,BSDC91,,f,0,5,1829,1829,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0
0.06234,1779968693.145405,19024,,BSDC91,,f,0,6,1841,1841,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0
0.06234,1779968693.145405,19024,,BSDC91,,f,0,7,1906,1906,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0
0.099926,1779968693.182991,18590,,BS2DCE,,f,0,0,2194,2194,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0
0.099926,1779968693.182991,18590,,BS2DCE,,f,0,1,2057,2057,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0
0.099926,1779968693.182991,18590,,BS2DCE,,f,0,2,1705,1705,87,1,O,0,0,0,0,2,,,,,,0,0,,,,,0
0.099926,1779968693.182991,18590,,BS2DCE,,f,0,3,1801,1801,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0
0.099926,1779968693.182991,18590,,BS2DCE,,f,0,4,2332,2332,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0
