experiment_id,deployability,description,track_count,capture_count,sample_err3d_n,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err3d_rmse_mm,trackmedian_horizontal_xz_p95_mm,trackmedian_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_circle_thickness_p95_mm,imu_only_endpoint_drift_3d_trackmedian_mm,imu_only_endpoint_drift_xz_trackmedian_mm,imu_only_drift_rate_3d_trackmedian_mm_s,uwb_update_accept_rate_trackmedian,uwb_innovation_nis_trackmedian,uwb_innovation_nis_p95_trackmedian,raw_range_ge4_ratio_trackmedian,raw_range_full8_ratio_trackmedian,capture_pair_count,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,A,L,I,T,kind,seed_id,experiment_uid,verdict,screening_score,rank,U,P,R
X_A0_L20_I0_T11,imu_only_diagnostic_screening,Phase4 L20 single-I T11.,34,17,40661,3029.227269704446,12086.336591809988,15038.197007565077,6793.9647609493095,40661,2053.5852153001942,9152.574652346815,11845.06091877922,5242.739895020053,40661,1171.7938608257773,7289.912326600044,10557.302807003847,4321.068799057257,3208.9099535553396,13235.225191442009,6268.127632360072,8855.181480182926,5449.032179111684,6502.370563061373,6169.29230077877,1512.2021922826812,4149.49726182191,530.8594585901499,989.8505722682376,14954.669510074502,9818.205355149857,124.6871275904241,nan,nan,nan,nan,nan,17,10998.35066532118,4734.6966061358435,21866.451915497426,A0,L20,I0,T11,imu_only,S01,X_A0_L20_I0_T11__S01,IMU_ONLY_DRIFTS_AS_EXPECTED,17614.832867195822,1370,,,
X_A0_L20_I0_T12,imu_only_diagnostic_screening,Phase4 L20 single-I T12.,34,17,40661,3028.714443915589,12086.729573233832,15038.370707488866,6793.961345690701,40661,2052.9943785135943,9152.803790091715,11846.080008428831,5242.737580236593,40661,1172.5605316120113,7289.954674186629,10557.298355545592,4321.066237806863,3208.9345844324534,13235.352206365329,6268.123880077837,8855.06678875291,5448.51778550436,6511.260131806507,6178.184771971564,1510.7348465455361,4161.406472868418,529.2964747305917,988.3576128856348,14954.669510074502,9818.205355149857,124.6871275904241,nan,nan,nan,nan,nan,17,11030.930542777704,4756.943899078445,21900.03793708428,A0,L20,I0,T12,imu_only,S01,X_A0_L20_I0_T12__S01,IMU_ONLY_DRIFTS_AS_EXPECTED,17643.66247303892,1371,,,
X_A0_L20_I1_T11,imu_only_diagnostic_screening,Phase4 L20 single-I T11.,34,17,40661,1452.5746673875442,6688.848819419466,8255.774291658361,3770.800243656834,40661,1076.707126653304,5397.06874994916,6829.419775288133,3049.11400603072,40661,703.7447853179609,3607.0881972007114,5081.268949501936,2218.5216374400625,1709.0882223367678,7126.535060040195,3395.5735308444855,5786.070782745083,2672.174793935858,3835.1926428101906,3388.8162651004995,883.8980894868256,2458.935579220358,516.7819843007823,988.1706879682906,8042.344463577816,6603.4918693039135,67.7027136812604,nan,nan,nan,nan,nan,17,4960.7272123753155,1132.3179445463718,7315.165663396441,A0,L20,I1,T11,imu_only,S01,X_A0_L20_I1_T11__S01,IMU_ONLY_DRIFTS_AS_EXPECTED,8905.352331623735,1366,,,
X_A0_L20_I1_T12,imu_only_diagnostic_screening,Phase4 L20 single-I T12.,34,17,40661,1452.7343771094584,6688.2848407186075,8256.389113061365,3770.7995312633443,40661,1077.3018855092482,5397.628603203805,6830.802322587767,3049.113688656641,40661,704.1231347489883,3608.140438868213,5081.037053341511,2218.5208627873103,1708.6641140829952,7124.736603130889,3395.572335178892,5787.649422560433,2673.775162358955,3835.9950444488486,3392.605818907258,883.8888191339593,2463.7920916435346,515.9910847655551,987.1170382275318,8042.344463577816,6603.4918693039135,67.7027136812604,nan,nan,nan,nan,nan,17,4973.246326772868,1139.6288168883955,7335.682879602398,A0,L20,I1,T12,imu_only,S01,X_A0_L20_I1_T12__S01,IMU_ONLY_DRIFTS_AS_EXPECTED,8915.490399741582,1367,,,
X_A0_L20_I2_T11,imu_only_diagnostic_screening,Phase4 L20 single-I T11.,34,17,40661,1561.9117871610188,6109.853710377467,7430.5185696795415,3412.3334488619466,40661,1264.6315829506882,5260.923780109921,6646.012778331153,2940.927108548602,40661,480.5726488208651,2924.6579475761723,3970.2339602250177,1730.5973848431724,1714.3180098733264,6800.487533107538,3296.590148454219,5635.767804188294,2845.443629479675,3287.1893482115156,2953.5019720536584,644.7243251546913,2224.528528330926,565.1739046574455,1108.6161585071018,7595.724924009078,6436.239564958745,63.3552824466537,nan,nan,nan,nan,nan,17,8925.23779878025,1807.7035025051375,12430.659175106648,A0,L20,I2,T11,imu_only,S01,X_A0_L20_I2_T11__S01,IMU_ONLY_DRIFTS_AS_EXPECTED,11454.419369772604,1368,,,
X_A0_L20_I2_T12,imu_only_diagnostic_screening,Phase4 L20 single-I T12.,34,17,40661,1562.1425740604557,6109.403343806908,7429.692687666687,3412.3330290776116,40661,1265.1388849769198,5261.659137155886,6645.70783526352,2940.9266240882193,40661,481.0297049863116,2923.6395619483583,3970.3368500850493,1730.59738040454,1715.0042301827823,6801.472161126216,3296.5910739218634,5637.871457870773,2846.0953063885736,3287.961582123475,2954.7292840435252,644.4039101576421,2224.8374469937935,564.1793838172364,1106.8367603873528,7595.724924009078,6436.239564958745,63.3552824466537,nan,nan,nan,nan,nan,17,8927.34888261489,1810.469248903934,12446.875749026105,A0,L20,I2,T12,imu_only,S01,X_A0_L20_I2_T12__S01,IMU_ONLY_DRIFTS_AS_EXPECTED,11457.082427904275,1369,,,
X_A0_L20_I3_T11,imu_only_diagnostic_screening,Phase4 L20 single-I T11.,34,17,40661,851.1282355049959,3559.4880587752305,4471.05292085314,2010.8006994144037,40661,624.211107872815,2975.117630928985,3643.999208264984,1673.6760856053893,40661,279.11469368186977,1736.7136574940523,2583.7818649618926,1114.5078793970354,885.7474791487905,3963.5726109435273,1875.617132161797,3133.48383228112,1459.2603001726377,1985.9987372190126,1820.7429531993816,452.077666888492,1152.3394774518183,435.9628943424262,833.8123818530745,4479.035241417911,3544.741635479374,37.35607865061853,nan,nan,nan,nan,nan,17,1248.474231789256,419.5194109761377,2794.521080241205,A0,L20,I3,T11,imu_only,S01,X_A0_L20_I3_T11__S01,IMU_ONLY_DRIFTS_AS_EXPECTED,3723.099593957413,1314,,,
X_A0_L20_I3_T12,imu_only_diagnostic_screening,Phase4 L20 single-I T12.,34,17,40661,851.1270063375474,3559.2097658958746,4471.345960317774,2010.8031518151572,40661,624.6183380910694,2975.057648219988,3642.6192355078747,1673.6782153639847,40661,279.06469209355896,1736.7517553022808,2584.2962499974064,1114.5091057348059,886.901599101313,3964.188897119151,1875.6209673784224,3131.962277543971,1459.5204847651273,1985.9159284516663,1821.5175135448567,452.22233187924854,1152.6993917625973,435.26746854188036,834.1892124751198,4479.035241417911,3544.741635479374,37.35607865061853,nan,nan,nan,nan,nan,17,1251.0269652265258,419.978938302615,2796.5687979727013,A0,L20,I3,T12,imu_only,S01,X_A0_L20_I3_T12__S01,IMU_ONLY_DRIFTS_AS_EXPECTED,3726.4362846328822,1315,,,
X_A0_L20_I4_T11,imu_only_diagnostic_screening,Phase4 L20 single-I T11.,34,17,40661,1057.37626725521,4497.642282981274,5605.81970595948,2611.1356967189836,40661,760.786841658111,3307.6226225777214,4212.5103200013355,1983.0404159222035,40661,442.9206668397686,2902.1180065700123,3938.69370332355,1698.6996013124942,1186.1758941885728,4719.4943029895585,2220.2447482539797,3400.812907013865,2816.0345077085794,1951.7205890163239,1721.0084583852627,601.2882765132297,980.2947699390918,497.1998436744244,924.1865675438564,5323.7669252411215,3697.397273819068,44.39104886928787,nan,nan,nan,nan,nan,17,3137.0964528747954,582.4677775336829,4555.5154331573085,A0,L20,I4,T11,imu_only,S01,X_A0_L20_I4_T11__S01,IMU_ONLY_DRIFTS_AS_EXPECTED,5524.113802216821,1336,,,
X_A0_L20_I4_T12,imu_only_diagnostic_screening,Phase4 L20 single-I T12.,34,17,40661,1056.9824968358628,4496.888240889284,5606.680874279854,2611.1365547241003,40661,760.5760387108791,3307.062374417368,4211.685714005355,1983.0414585952624,40661,443.0390109462727,2902.1456017098135,3938.6228188682944,1698.6997029813183,1186.6472308383536,4720.116578163235,2220.2470602710537,3401.7774564329306,2814.0229777521668,1951.457132616736,1721.5815530576374,603.2907517532985,980.4729699658255,497.1472059052442,924.1283154149228,5323.7669252411215,3697.397273819068,44.39104886928787,nan,nan,nan,nan,nan,17,3145.6522217276492,583.2189397196023,4566.414508360504,A0,L20,I4,T12,imu_only,S01,X_A0_L20_I4_T12__S01,IMU_ONLY_DRIFTS_AS_EXPECTED,5530.8810733877535,1337,,,
