dataset,anchor_id,anchor_label,n,rho_mean_mm,rho_median_mm,rho_rms_mm,rho_p95_mm,positive_spike_rate_gt100,positive_spike_rate_gt150,rho_definition
static,0,A,28760,0.2013706890990044,-31.210662267230646,124.25656866610551,331.26800631197,0.10507649513212795,0.08970792767732963,range_measured - ||p_solved-a_i|| - d_anchor_i - d_tag
static,1,B,28781,-11.298852774320917,-24.178114139336685,96.1238499500332,211.0466026815966,0.11841145199958306,0.10003127062992946,range_measured - ||p_solved-a_i|| - d_anchor_i - d_tag
static,2,C,28759,-22.38831805544603,-31.726911655431422,115.97764218569513,142.57067199887072,0.08035745331896102,0.047359087589971836,range_measured - ||p_solved-a_i|| - d_anchor_i - d_tag
static,3,D,28789,56.159993781428454,22.601677412957542,126.00467020827757,315.6187904470137,0.23293619090624892,0.17301747195109243,range_measured - ||p_solved-a_i|| - d_anchor_i - d_tag
static,4,E,28793,9.17665238335147,-11.199746069613866,90.65176948674966,203.33299586669457,0.13496335914979335,0.07842183864133644,range_measured - ||p_solved-a_i|| - d_anchor_i - d_tag
static,5,F,28538,57.963827258857066,25.7586362449548,117.92126555100269,264.36790763087936,0.21014086481182984,0.14440395262457076,range_measured - ||p_solved-a_i|| - d_anchor_i - d_tag
static,6,G,27542,22.768933518038903,-7.133969463516564,118.12025437413128,350.4014430461433,0.0961440708735749,0.08369036380800232,range_measured - ||p_solved-a_i|| - d_anchor_i - d_tag
static,7,H,28303,-10.141160482708566,-0.8627530199494231,87.14272327995704,85.92227519040112,0.04094972264424266,0.02275377168498039,range_measured - ||p_solved-a_i|| - d_anchor_i - d_tag
