n_anchor_sessions,median_abs_drift_over_capture_mm,p95_abs_drift_over_capture_mm,median_abs_slope_mm_per_min,p95_abs_slope_mm_per_min
192,3.070422277798418,32.42414512270737,1.5357577230655952,16.213944615562966
