anchor_id,anchor_label,static_n,dynamic_n,static_rho_rms_mm,dynamic_rho_rms_mm,delta_dynamic_minus_static_rms_mm,static_positive_spike_rate_gt100,dynamic_positive_spike_rate_gt100,static_positive_spike_rate_gt150,dynamic_positive_spike_rate_gt150
0,A,28760,40714,124.25656866610551,128.83574147784634,4.579172811740833,0.10507649513212795,0.16640467652404578,0.08970792767732963,0.1055656530923024
1,B,28781,40617,96.1238499500332,94.93117089396964,-1.192679056063568,0.11841145199958306,0.1177339537632026,0.10003127062992946,0.0731220917349878
2,C,28759,40604,115.97764218569513,94.45193139759608,-21.525710788099047,0.08035745331896102,0.09238006107772634,0.047359087589971836,0.05974780809772436
3,D,28789,40675,126.00467020827757,133.2612985201614,7.25662831188383,0.23293619090624892,0.2633558696988322,0.17301747195109243,0.16843269821757836
4,E,28793,40669,90.65176948674966,121.8725948648309,31.220825378081244,0.13496335914979335,0.1102805576729204,0.07842183864133644,0.061201406476677565
5,F,28538,40237,117.92126555100269,138.0212149552438,20.099949404241116,0.21014086481182984,0.21234187439421429,0.14440395262457076,0.12307080547754554
6,G,27542,40281,118.12025437413128,103.7464348343589,-14.373819539772384,0.0961440708735749,0.10287728705841463,0.08369036380800232,0.05749608996797498
7,H,28303,40276,87.14272327995704,116.10380316731172,28.961079887354686,0.04094972264424266,0.15689244214917072,0.02275377168498039,0.0974029198530142
