layout_source,correction_source,tag_delay_mode,tag_delay_value_mm,n_positions,n_frames,frames_input_total,median_3d_mm,p75_3d_mm,p95_3d_mm,rmse_3d_mm,median_horiz_mm,rmse_horiz_mm,median_vert_mm,rmse_vert_mm,signed_vertical_slope_mm_per_m,signed_vertical_slope_r2,fail_rate,residual_rms_median_mm,d3_std_median_mm,distance_to_centroid_slope_mm_per_m,distance_to_centroid_slope_r2
L_V5,C_V5,D0,0.0,24,28818,28818,109.51537928451557,176.23104113628585,223.85943877996434,140.5199951638537,45.22951266720612,49.71095998324754,89.4207269270108,131.43321307186184,196.4196482751764,0.7692969170331878,0.0,87.92488329406686,72.56612512603928,161.05502034165323,0.4221161221322327
